data_somministrazione,area,fascia_anagrafica,vaccinazioni,booster
2021-10-16,PAT,50-59,79,6
2021-10-16,PAT,60-69,10,4
2021-10-16,PAT,70-79,7,3
2021-10-16,PAT,80-89,1,85
2021-10-16,PAT,90+,0,9
2021-10-16,PIE,05-11,0,0
2021-10-16,PIE,12-19,1405,8
2021-10-16,PIE,20-29,1289,72
2021-10-16,PIE,30-39,1554,80
2021-10-16,PIE,40-49,1731,148
2021-10-16,PIE,50-59,1476,278
2021-10-16,PIE,60-69,471,343
2021-10-16,PIE,70-79,146,205
2021-10-16,PIE,80-89,63,3246
2021-10-16,PIE,90+,7,1076
2021-10-16,PUG,05-11,0,0
2021-10-16,PUG,12-19,102,0
2021-10-16,PUG,20-29,129,14
2021-10-16,PUG,30-39,145,29
2021-10-16,PUG,40-49,149,40
2021-10-16,PUG,50-59,109,40
2021-10-16,PUG,60-69,35,57
2021-10-16,PUG,70-79,17,16
2021-10-16,PUG,80-89,10,113
2021-10-16,PUG,90+,1,19
2021-10-16,SAR,05-11,0,0
2021-10-16,SAR,12-19,159,0
2021-10-16,SAR,20-29,192,4
2021-10-16,SAR,30-39,236,8
2021-10-16,SAR,40-49,277,13
2021-10-16,SAR,50-59,261,33
2021-10-16,SAR,60-69,82,42
2021-10-16,SAR,70-79,50,20
2021-10-16,SAR,80-89,14,100
2021-10-16,SAR,90+,10,15
2021-10-16,SIC,05-11,0,0
2021-10-16,SIC,12-19,1219,1
2021-10-16,SIC,20-29,1127,29
2021-10-16,SIC,30-39,1571,35
2021-10-16,SIC,40-49,1554,67
2021-10-16,SIC,50-59,1283,123
2021-10-16,SIC,60-69,637,266
2021-10-16,SIC,70-79,278,202
2021-10-16,SIC,80-89,101,519
2021-10-16,SIC,90+,14,83
2021-10-16,TOS,05-11,0,0
2021-10-16,TOS,12-19,1508,9
2021-10-16,TOS,20-29,1348,432
2021-10-16,TOS,30-39,1819,599
2021-10-16,TOS,40-49,1736,687
2021-10-16,TOS,50-59,1277,930
2021-10-16,TOS,60-69,403,746
2021-10-16,TOS,70-79,140,226
2021-10-16,TOS,80-89,42,564
2021-10-16,TOS,90+,11,417
2021-10-16,UMB,05-11,0,0
2021-10-16,UMB,12-19,196,0
2021-10-16,UMB,20-29,173,3
2021-10-16,UMB,30-39,275,5
2021-10-16,UMB,40-49,266,13
2021-10-16,UMB,50-59,167,11
2021-10-16,UMB,60-69,57,12
2021-10-16,UMB,70-79,14,12
2021-10-16,UMB,80-89,1,779
2021-10-16,UMB,90+,1,98
2021-10-16,VDA,05-11,0,0
2021-10-16,VDA,12-19,15,0
2021-10-16,VDA,20-29,24,0
2021-10-16,VDA,30-39,39,0
2021-10-16,VDA,40-49,38,0
2021-10-16,VDA,50-59,33,0
2021-10-16,VDA,60-69,7,0
2021-10-16,VDA,70-79,3,1
2021-10-16,VDA,80-89,3,0
2021-10-16,VDA,90+,1,0
2021-10-16,VEN,05-11,0,0
2021-10-16,VEN,12-19,1046,2
2021-10-16,VEN,20-29,1430,67
2021-10-16,VEN,30-39,1829,92
2021-10-16,VEN,40-49,1801,115
2021-10-16,VEN,50-59,1447,173
2021-10-16,VEN,60-69,323,162
2021-10-16,VEN,70-79,79,57
2021-10-16,VEN,80-89,22,1335
2021-10-16,VEN,90+,2,126
2021-10-17,ABR,05-11,0,0
2021-10-17,ABR,12-19,58,0
2021-10-17,ABR,20-29,43,2
2021-10-17,ABR,30-39,51,9
2021-10-17,ABR,40-49,60,6
2021-10-17,ABR,50-59,53,9
2021-10-17,ABR,60-69,31,10
2021-10-17,ABR,70-79,11,0
2021-10-17,ABR,80-89,1,468
2021-10-17,ABR,90+,1,58
2021-10-17,BAS,05-11,0,0
2021-10-17,BAS,12-19,74,1
2021-10-17,BAS,20-29,68,1
2021-10-17,BAS,30-39,89,1
2021-10-17,BAS,40-49,86,6
2021-10-17,BAS,50-59,67,5
2021-10-17,BAS,60-69,65,20
2021-10-17,BAS,70-79,18,7
2021-10-17,BAS,80-89,6,180
2021-10-17,BAS,90+,1,29
2021-10-17,CAL,05-11,0,0
2021-10-17,CAL,12-19,90,0
2021-10-17,CAL,20-29,123,2
2021-10-17,CAL,30-39,151,0
2021-10-17,CAL,40-49,142,3
2021-10-17,CAL,50-59,115,3
2021-10-17,CAL,60-69,44,18
2021-10-17,CAL,70-79,27,15
2021-10-17,CAL,80-89,5,78
2021-10-17,CAL,90+,1,7
2021-10-17,CAM,05-11,0,0
2021-10-17,CAM,12-19,954,2
2021-10-17,CAM,20-29,1116,52
2021-10-17,CAM,30-39,1575,87
2021-10-17,CAM,40-49,1362,106
2021-10-17,CAM,50-59,1102,149
2021-10-17,CAM,60-69,467,414
2021-10-17,CAM,70-79,120,1440
2021-10-17,CAM,80-89,37,1083
2021-10-17,CAM,90+,4,140
2021-10-17,EMR,05-11,0,0
2021-10-17,EMR,12-19,941,1
2021-10-17,EMR,20-29,1426,35
2021-10-17,EMR,30-39,1824,49
2021-10-17,EMR,40-49,1775,87
2021-10-17,EMR,50-59,1181,98
2021-10-17,EMR,60-69,334,83
2021-10-17,EMR,70-79,105,82
2021-10-17,EMR,80-89,40,1819
2021-10-17,EMR,90+,6,518
2021-10-17,FVG,05-11,0,0
2021-10-17,FVG,12-19,127,0
2021-10-17,FVG,20-29,289,10
2021-10-17,FVG,30-39,318,19
2021-10-17,FVG,40-49,354,34
2021-10-17,FVG,50-59,289,52
2021-10-17,FVG,60-69,94,55
2021-10-17,FVG,70-79,37,42
2021-10-17,FVG,80-89,11,699
2021-10-17,FVG,90+,1,79
2021-10-17,LAZ,05-11,0,0
2021-10-17,LAZ,12-19,978,0
2021-10-17,LAZ,20-29,1043,24
2021-10-17,LAZ,30-39,1349,36
2021-10-17,LAZ,40-49,1319,73
2021-10-17,LAZ,50-59,969,97
2021-10-17,LAZ,60-69,321,278
2021-10-17,LAZ,70-79,76,308
2021-10-17,LAZ,80-89,32,1750
2021-10-17,LAZ,90+,7,289
2021-10-17,LIG,05-11,0,0
2021-10-17,LIG,12-19,23,0
2021-10-17,LIG,20-29,41,0
2021-10-17,LIG,30-39,59,2
2021-10-17,LIG,40-49,52,0
2021-10-17,LIG,50-59,35,11
2021-10-17,LIG,60-69,21,10
2021-10-17,LIG,70-79,4,1
2021-10-17,LIG,80-89,0,18
2021-10-17,LIG,90+,0,5
2021-10-17,LOM,05-11,0,0
2021-10-17,LOM,12-19,924,2
2021-10-17,LOM,20-29,1219,30
2021-10-17,LOM,30-39,1478,47
2021-10-17,LOM,40-49,1560,68
2021-10-17,LOM,50-59,1120,90
2021-10-17,LOM,60-69,293,59
2021-10-17,LOM,70-79,102,41
2021-10-17,LOM,80-89,38,1376
2021-10-17,LOM,90+,11,275
2021-10-17,MAR,05-11,0,0
2021-10-17,MAR,12-19,13,0
2021-10-17,MAR,20-29,12,0
2021-10-17,MAR,30-39,19,0
2021-10-17,MAR,40-49,24,2
2021-10-17,MAR,50-59,27,0
2021-10-17,MAR,60-69,14,26
2021-10-17,MAR,70-79,3,11
2021-10-17,MAR,80-89,1,127
2021-10-17,MAR,90+,1,16
2021-10-17,MOL,05-11,0,0
2021-10-17,MOL,12-19,0,0
2021-10-17,MOL,20-29,0,0
2021-10-17,MOL,30-39,0,0
2021-10-17,MOL,40-49,0,0
2021-10-17,MOL,50-59,0,0
2021-10-17,MOL,60-69,0,0
2021-10-17,MOL,70-79,0,0
2021-10-17,MOL,80-89,2,1
2021-10-17,MOL,90+,0,0
2021-10-17,PAB,05-11,0,0
2021-10-17,PAB,12-19,68,1
2021-10-17,PAB,20-29,93,9
2021-10-17,PAB,30-39,79,11
2021-10-17,PAB,40-49,81,20
2021-10-17,PAB,50-59,85,14
2021-10-17,PAB,60-69,24,13
2021-10-17,PAB,70-79,11,31
2021-10-17,PAB,80-89,2,89
2021-10-17,PAB,90+,2,8
2021-10-17,PAT,05-11,0,0
2021-10-17,PAT,12-19,4,0
2021-10-17,PAT,20-29,13,0
2021-10-17,PAT,30-39,12,0
2021-10-17,PAT,40-49,7,0
2021-10-17,PAT,50-59,8,0
2021-10-17,PAT,60-69,1,1
2021-10-17,PAT,70-79,0,1
2021-10-17,PAT,80-89,0,2
2021-10-17,PAT,90+,0,0
2021-10-17,PIE,05-11,0,0
2021-10-17,PIE,12-19,722,2
2021-10-17,PIE,20-29,825,18
2021-10-17,PIE,30-39,1094,39
2021-10-17,PIE,40-49,1140,54
2021-10-17,PIE,50-59,923,124
2021-10-17,PIE,60-69,251,150
2021-10-17,PIE,70-79,86,118
2021-10-17,PIE,80-89,37,3434
2021-10-17,PIE,90+,9,748
2021-10-17,PUG,05-11,0,0
2021-10-17,PUG,12-19,4,0
2021-10-17,PUG,20-29,2,0
2021-10-17,PUG,30-39,6,2
2021-10-17,PUG,40-49,2,0
2021-10-17,PUG,50-59,8,3
2021-10-17,PUG,60-69,2,7
2021-10-17,PUG,70-79,2,1
2021-10-17,PUG,80-89,0,15
2021-10-17,PUG,90+,0,1
2021-10-17,SAR,05-11,0,0
2021-10-17,SAR,12-19,30,0
2021-10-17,SAR,20-29,22,1
2021-10-17,SAR,30-39,36,3
2021-10-17,SAR,40-49,44,1
2021-10-17,SAR,50-59,57,9
2021-10-17,SAR,60-69,23,21
2021-10-17,SAR,70-79,7,5
2021-10-17,SAR,80-89,4,26
2021-10-17,SAR,90+,1,1
2021-10-17,SIC,05-11,0,0
2021-10-17,SIC,12-19,625,0
2021-10-17,SIC,20-29,685,22
2021-10-17,SIC,30-39,914,46
2021-10-17,SIC,40-49,838,61
2021-10-17,SIC,50-59,685,88
2021-10-17,SIC,60-69,307,132
2021-10-17,SIC,70-79,113,96
2021-10-17,SIC,80-89,39,258
2021-10-17,SIC,90+,6,41
2021-10-17,TOS,05-11,0,0
2021-10-17,TOS,12-19,1053,9
2021-10-17,TOS,20-29,1068,454
2021-10-17,TOS,30-39,1403,576
2021-10-17,TOS,40-49,1356,676
2021-10-17,TOS,50-59,1070,953
2021-10-17,TOS,60-69,276,710
2021-10-17,TOS,70-79,106,206
2021-10-17,TOS,80-89,22,149
2021-10-17,TOS,90+,4,87
2021-10-17,UMB,05-11,0,0
2021-10-17,UMB,12-19,92,0
2021-10-17,UMB,20-29,108,1
2021-10-17,UMB,30-39,129,0
2021-10-17,UMB,40-49,122,1
2021-10-17,UMB,50-59,74,4
2021-10-17,UMB,60-69,22,5
2021-10-17,UMB,70-79,5,2
2021-10-17,UMB,80-89,3,271
2021-10-17,UMB,90+,0,36
2021-10-17,VDA,05-11,0,0
2021-10-17,VDA,12-19,0,0
2021-10-17,VDA,20-29,0,0
2021-10-17,VDA,30-39,0,0
2021-10-17,VDA,40-49,0,0
2021-10-17,VDA,50-59,0,0
2021-10-17,VDA,60-69,0,0
2021-10-17,VDA,70-79,0,0
2021-10-17,VDA,80-89,0,0
2021-10-17,VDA,90+,0,0
2021-10-17,VEN,05-11,0,0
2021-10-17,VEN,12-19,443,1
2021-10-17,VEN,20-29,631,18
2021-10-17,VEN,30-39,835,18
2021-10-17,VEN,40-49,777,22
2021-10-17,VEN,50-59,778,38
2021-10-17,VEN,60-69,158,46
2021-10-17,VEN,70-79,49,27
2021-10-17,VEN,80-89,25,433
2021-10-17,VEN,90+,0,56
2021-10-18,ABR,05-11,0,0
2021-10-18,ABR,12-19,170,3
2021-10-18,ABR,20-29,225,40
2021-10-18,ABR,30-39,303,63
2021-10-18,ABR,40-49,227,102
2021-10-18,ABR,50-59,218,106
2021-10-18,ABR,60-69,98,130
2021-10-18,ABR,70-79,53,77
2021-10-18,ABR,80-89,15,1076
2021-10-18,ABR,90+,1,273
2021-10-18,BAS,05-11,0,0
2021-10-18,BAS,12-19,65,0
2021-10-18,BAS,20-29,97,0
2021-10-18,BAS,30-39,136,3
2021-10-18,BAS,40-49,105,8
2021-10-18,BAS,50-59,99,6
2021-10-18,BAS,60-69,52,24
2021-10-18,BAS,70-79,24,10
2021-10-18,BAS,80-89,5,135
2021-10-18,BAS,90+,0,22
2021-10-18,CAL,05-11,0,0
2021-10-18,CAL,12-19,396,0
2021-10-18,CAL,20-29,592,19
2021-10-18,CAL,30-39,621,33
2021-10-18,CAL,40-49,609,29
2021-10-18,CAL,50-59,500,71
2021-10-18,CAL,60-69,260,117
2021-10-18,CAL,70-79,116,88
2021-10-18,CAL,80-89,41,338
2021-10-18,CAL,90+,5,73
2021-10-18,CAM,05-11,0,0
2021-10-18,CAM,12-19,1029,3
2021-10-18,CAM,20-29,1573,98
2021-10-18,CAM,30-39,1776,159
2021-10-18,CAM,40-49,1431,252
2021-10-18,CAM,50-59,1055,313
2021-10-18,CAM,60-69,589,810
2021-10-18,CAM,70-79,206,998
2021-10-18,CAM,80-89,69,1929
2021-10-18,CAM,90+,7,250
2021-10-18,EMR,05-11,0,0
2021-10-18,EMR,12-19,616,5
2021-10-18,EMR,20-29,1288,51
2021-10-18,EMR,30-39,1388,101
2021-10-18,EMR,40-49,1307,184
2021-10-18,EMR,50-59,888,308
2021-10-18,EMR,60-69,285,276
2021-10-18,EMR,70-79,98,240
2021-10-18,EMR,80-89,41,4013
2021-10-18,EMR,90+,9,1137
2021-10-18,FVG,05-11,0,0
2021-10-18,FVG,12-19,83,0
2021-10-18,FVG,20-29,190,16
2021-10-18,FVG,30-39,221,12
2021-10-18,FVG,40-49,264,23
2021-10-18,FVG,50-59,215,35
2021-10-18,FVG,60-69,78,39
2021-10-18,FVG,70-79,25,22
2021-10-18,FVG,80-89,12,347
2021-10-18,FVG,90+,2,62
2021-10-18,LAZ,05-11,0,0
2021-10-18,LAZ,12-19,739,1
2021-10-18,LAZ,20-29,1332,92
2021-10-18,LAZ,30-39,1565,144
2021-10-18,LAZ,40-49,1320,215
2021-10-18,LAZ,50-59,1000,358
2021-10-18,LAZ,60-69,386,785
2021-10-18,LAZ,70-79,142,856
2021-10-18,LAZ,80-89,56,2704
2021-10-18,LAZ,90+,9,656
2021-10-18,LIG,05-11,0,0
2021-10-18,LIG,12-19,359,0
2021-10-18,LIG,20-29,638,13
2021-10-18,LIG,30-39,648,43
2021-10-18,LIG,40-49,595,59
2021-10-18,LIG,50-59,539,122
2021-10-18,LIG,60-69,179,110
2021-10-18,LIG,70-79,70,89
2021-10-18,LIG,80-89,28,847
2021-10-18,LIG,90+,7,208
2021-10-18,LOM,05-11,0,0
2021-10-18,LOM,12-19,1886,1
2021-10-18,LOM,20-29,3076,259
2021-10-18,LOM,30-39,3418,416
2021-10-18,LOM,40-49,3536,625
2021-10-18,LOM,50-59,2587,803
2021-10-18,LOM,60-69,783,513
2021-10-18,LOM,70-79,317,280
2021-10-18,LOM,80-89,141,4901
2021-10-18,LOM,90+,27,1090
2021-10-18,MAR,05-11,0,0
2021-10-18,MAR,12-19,265,0
2021-10-18,MAR,20-29,460,5
2021-10-18,MAR,30-39,554,13
2021-10-18,MAR,40-49,506,13
2021-10-18,MAR,50-59,435,36
2021-10-18,MAR,60-69,154,150
2021-10-18,MAR,70-79,35,104
2021-10-18,MAR,80-89,16,657
2021-10-18,MAR,90+,6,118
2021-10-18,MOL,05-11,0,0
2021-10-18,MOL,12-19,30,1
2021-10-18,MOL,20-29,39,4
2021-10-18,MOL,30-39,67,13
2021-10-18,MOL,40-49,52,14
2021-10-18,MOL,50-59,43,18
2021-10-18,MOL,60-69,28,42
2021-10-18,MOL,70-79,4,22
2021-10-18,MOL,80-89,5,565
2021-10-18,MOL,90+,2,62
2021-10-18,PAB,05-11,0,0
2021-10-18,PAB,12-19,69,3
2021-10-18,PAB,20-29,124,7
2021-10-18,PAB,30-39,142,8
2021-10-18,PAB,40-49,91,21
2021-10-18,PAB,50-59,59,23
2021-10-18,PAB,60-69,30,24
2021-10-18,PAB,70-79,13,15
2021-10-18,PAB,80-89,11,121
2021-10-18,PAB,90+,2,14
2021-10-18,PAT,05-11,0,0
2021-10-18,PAT,12-19,146,1
2021-10-18,PAT,20-29,281,13
2021-10-18,PAT,30-39,305,27
2021-10-18,PAT,40-49,262,21
2021-10-18,PAT,50-59,198,35
2021-10-18,PAT,60-69,64,32
2021-10-18,PAT,70-79,19,21
2021-10-18,PAT,80-89,5,292
2021-10-18,PAT,90+,0,72
2021-10-18,PIE,05-11,0,0
2021-10-18,PIE,12-19,955,6
2021-10-18,PIE,20-29,1537,102
2021-10-18,PIE,30-39,1759,212
2021-10-18,PIE,40-49,1711,378
2021-10-18,PIE,50-59,1300,562
2021-10-18,PIE,60-69,479,662
2021-10-18,PIE,70-79,164,417
2021-10-18,PIE,80-89,88,5264
2021-10-18,PIE,90+,14,951
2021-10-18,PUG,05-11,0,0
2021-10-18,PUG,12-19,941,3
2021-10-18,PUG,20-29,1267,150
2021-10-18,PUG,30-39,1363,224
2021-10-18,PUG,40-49,1206,244
2021-10-18,PUG,50-59,890,306
2021-10-18,PUG,60-69,412,487
2021-10-18,PUG,70-79,152,273
2021-10-18,PUG,80-89,59,2429
2021-10-18,PUG,90+,11,348
2021-10-18,SAR,05-11,0,0
2021-10-18,SAR,12-19,358,0
2021-10-18,SAR,20-29,484,14
2021-10-18,SAR,30-39,637,21
2021-10-18,SAR,40-49,759,35
2021-10-18,SAR,50-59,627,53
2021-10-18,SAR,60-69,251,90
2021-10-18,SAR,70-79,103,78
2021-10-18,SAR,80-89,43,399
2021-10-18,SAR,90+,10,68
2021-10-18,SIC,05-11,0,0
2021-10-18,SIC,12-19,863,1
2021-10-18,SIC,20-29,1358,66
2021-10-18,SIC,30-39,1465,83
2021-10-18,SIC,40-49,1296,138
2021-10-18,SIC,50-59,1126,174
2021-10-18,SIC,60-69,686,367
2021-10-18,SIC,70-79,378,275
2021-10-18,SIC,80-89,155,698
2021-10-18,SIC,90+,29,105
2021-10-18,TOS,05-11,0,0
2021-10-18,TOS,12-19,1518,16
2021-10-18,TOS,20-29,1322,856
2021-10-18,TOS,30-39,1415,870
2021-10-18,TOS,40-49,1364,1011
2021-10-18,TOS,50-59,1154,1320
2021-10-18,TOS,60-69,316,1033
2021-10-18,TOS,70-79,148,442
2021-10-18,TOS,80-89,36,521
2021-10-18,TOS,90+,8,312
2021-10-18,UMB,05-11,0,0
2021-10-18,UMB,12-19,116,0
2021-10-18,UMB,20-29,165,6
2021-10-18,UMB,30-39,178,10
2021-10-18,UMB,40-49,170,17
2021-10-18,UMB,50-59,137,27
2021-10-18,UMB,60-69,54,35
2021-10-18,UMB,70-79,17,45
2021-10-18,UMB,80-89,12,799
2021-10-18,UMB,90+,1,125
2021-10-18,VDA,05-11,0,0
2021-10-18,VDA,12-19,17,0
2021-10-18,VDA,20-29,59,0
2021-10-18,VDA,30-39,73,0
2021-10-18,VDA,40-49,52,0
2021-10-18,VDA,50-59,31,0
2021-10-18,VDA,60-69,26,0
2021-10-18,VDA,70-79,4,0
2021-10-18,VDA,80-89,4,0
2021-10-18,VDA,90+,0,0
2021-10-18,VEN,05-11,0,0
2021-10-18,VEN,12-19,669,4
2021-10-18,VEN,20-29,1477,155
2021-10-18,VEN,30-39,1651,170
2021-10-18,VEN,40-49,1474,209
2021-10-18,VEN,50-59,1172,337
2021-10-18,VEN,60-69,315,244
2021-10-18,VEN,70-79,88,178
2021-10-18,VEN,80-89,32,1158
2021-10-18,VEN,90+,7,301
2021-10-19,ABR,05-11,0,0
2021-10-19,ABR,12-19,186,0
2021-10-19,ABR,20-29,199,51
2021-10-19,ABR,30-39,255,97
2021-10-19,ABR,40-49,249,98
2021-10-19,ABR,50-59,181,117
2021-10-19,ABR,60-69,98,139
2021-10-19,ABR,70-79,41,70
2021-10-19,ABR,80-89,14,852
2021-10-19,ABR,90+,12,241
2021-10-19,BAS,05-11,0,0
2021-10-19,BAS,12-19,58,0
2021-10-19,BAS,20-29,85,0
2021-10-19,BAS,30-39,104,4
2021-10-19,BAS,40-49,87,6
2021-10-19,BAS,50-59,78,8
2021-10-19,BAS,60-69,47,32
2021-10-19,BAS,70-79,11,8
2021-10-19,BAS,80-89,8,138
2021-10-19,BAS,90+,3,20
2021-10-19,CAL,05-11,0,0
2021-10-19,CAL,12-19,273,0
2021-10-19,CAL,20-29,399,15
2021-10-19,CAL,30-39,542,39
2021-10-19,CAL,40-49,407,63
2021-10-19,CAL,50-59,378,94
2021-10-19,CAL,60-69,203,106
2021-10-19,CAL,70-79,80,82
2021-10-19,CAL,80-89,30,242
2021-10-19,CAL,90+,3,35
2021-10-19,CAM,05-11,0,0
2021-10-19,CAM,12-19,1396,2
2021-10-19,CAM,20-29,1747,119
2021-10-19,CAM,30-39,1832,229
2021-10-19,CAM,40-49,1507,263
2021-10-19,CAM,50-59,1142,441
2021-10-19,CAM,60-69,627,1246
2021-10-19,CAM,70-79,233,974
2021-10-19,CAM,80-89,63,2002
2021-10-19,CAM,90+,18,280
2021-10-19,EMR,05-11,0,0
2021-10-19,EMR,12-19,487,3
2021-10-19,EMR,20-29,1091,52
2021-10-19,EMR,30-39,1192,93
2021-10-19,EMR,40-49,1169,187
2021-10-19,EMR,50-59,776,256
2021-10-19,EMR,60-69,260,226
2021-10-19,EMR,70-79,60,232
2021-10-19,EMR,80-89,21,4442
2021-10-19,EMR,90+,13,1310
2021-10-19,FVG,05-11,0,0
2021-10-19,FVG,12-19,206,0
2021-10-19,FVG,20-29,437,65
2021-10-19,FVG,30-39,469,96
2021-10-19,FVG,40-49,520,124
2021-10-19,FVG,50-59,507,122
2021-10-19,FVG,60-69,186,107
2021-10-19,FVG,70-79,68,44
2021-10-19,FVG,80-89,27,475
2021-10-19,FVG,90+,6,97
2021-10-19,LAZ,05-11,0,0
2021-10-19,LAZ,12-19,547,5
2021-10-19,LAZ,20-29,1207,99
2021-10-19,LAZ,30-39,1424,207
2021-10-19,LAZ,40-49,1308,344
2021-10-19,LAZ,50-59,971,477
2021-10-19,LAZ,60-69,360,745
2021-10-19,LAZ,70-79,144,809
2021-10-19,LAZ,80-89,67,2734
2021-10-19,LAZ,90+,24,638
2021-10-19,LIG,05-11,0,0
2021-10-19,LIG,12-19,268,0
2021-10-19,LIG,20-29,534,29
2021-10-19,LIG,30-39,560,61
2021-10-19,LIG,40-49,544,84
2021-10-19,LIG,50-59,539,171
2021-10-19,LIG,60-69,198,146
2021-10-19,LIG,70-79,73,100
2021-10-19,LIG,80-89,31,875
2021-10-19,LIG,90+,4,276
2021-10-19,LOM,05-11,0,0
2021-10-19,LOM,12-19,1521,20
2021-10-19,LOM,20-29,2903,708
2021-10-19,LOM,30-39,3067,785
2021-10-19,LOM,40-49,2909,940
2021-10-19,LOM,50-59,2278,1186
2021-10-19,LOM,60-69,711,975
2021-10-19,LOM,70-79,301,605
2021-10-19,LOM,80-89,113,5876
2021-10-19,LOM,90+,30,1735
2021-10-19,MAR,05-11,0,0
2021-10-19,MAR,12-19,228,0
2021-10-19,MAR,20-29,378,6
2021-10-19,MAR,30-39,498,9
2021-10-19,MAR,40-49,448,14
2021-10-19,MAR,50-59,389,39
2021-10-19,MAR,60-69,113,161
2021-10-19,MAR,70-79,38,129
2021-10-19,MAR,80-89,4,867
2021-10-19,MAR,90+,1,164
2021-10-19,MOL,05-11,0,0
2021-10-19,MOL,12-19,16,0
2021-10-19,MOL,20-29,30,3
2021-10-19,MOL,30-39,40,8
2021-10-19,MOL,40-49,48,16
2021-10-19,MOL,50-59,31,25
2021-10-19,MOL,60-69,9,71
2021-10-19,MOL,70-79,2,50
2021-10-19,MOL,80-89,1,515
2021-10-19,MOL,90+,0,109
2021-10-19,PAB,05-11,0,0
2021-10-19,PAB,12-19,28,0
2021-10-19,PAB,20-29,23,1
2021-10-19,PAB,30-39,22,3
2021-10-19,PAB,40-49,12,5
2021-10-19,PAB,50-59,16,8
2021-10-19,PAB,60-69,11,27
2021-10-19,PAB,70-79,1,43
2021-10-19,PAB,80-89,5,160
2021-10-19,PAB,90+,0,117
2021-10-19,PAT,05-11,0,0
2021-10-19,PAT,12-19,114,2
2021-10-19,PAT,20-29,251,15
2021-10-19,PAT,30-39,230,48
2021-10-19,PAT,40-49,216,55
2021-10-19,PAT,50-59,138,76
2021-10-19,PAT,60-69,78,65
2021-10-19,PAT,70-79,25,35
2021-10-19,PAT,80-89,6,351
2021-10-19,PAT,90+,0,97
2021-10-19,PIE,05-11,0,0
2021-10-19,PIE,12-19,670,2
2021-10-19,PIE,20-29,1242,152
2021-10-19,PIE,30-39,1346,213
2021-10-19,PIE,40-49,1379,308
2021-10-19,PIE,50-59,1048,527
2021-10-19,PIE,60-69,393,692
2021-10-19,PIE,70-79,144,413
2021-10-19,PIE,80-89,81,5356
2021-10-19,PIE,90+,23,1033
2021-10-19,PUG,05-11,0,0
2021-10-19,PUG,12-19,1039,6
2021-10-19,PUG,20-29,1423,152
2021-10-19,PUG,30-39,1566,213
2021-10-19,PUG,40-49,1314,245
2021-10-19,PUG,50-59,934,303
2021-10-19,PUG,60-69,379,563
2021-10-19,PUG,70-79,152,211
2021-10-19,PUG,80-89,57,2395
2021-10-19,PUG,90+,9,238
2021-10-19,SAR,05-11,0,0
2021-10-19,SAR,12-19,224,0
2021-10-19,SAR,20-29,298,13
2021-10-19,SAR,30-39,404,45
2021-10-19,SAR,40-49,405,115
2021-10-19,SAR,50-59,359,171
2021-10-19,SAR,60-69,179,226
2021-10-19,SAR,70-79,90,133
2021-10-19,SAR,80-89,45,590
2021-10-19,SAR,90+,6,118
2021-10-19,SIC,05-11,0,0
2021-10-19,SIC,12-19,719,1
2021-10-19,SIC,20-29,1064,47
2021-10-19,SIC,30-39,1170,80
2021-10-19,SIC,40-49,1091,116
2021-10-19,SIC,50-59,1028,187
2021-10-19,SIC,60-69,576,359
2021-10-19,SIC,70-79,302,278
2021-10-19,SIC,80-89,98,795
2021-10-19,SIC,90+,23,156
2021-10-19,TOS,05-11,0,0
2021-10-19,TOS,12-19,931,15
2021-10-19,TOS,20-29,832,788
2021-10-19,TOS,30-39,920,878
2021-10-19,TOS,40-49,983,1133
2021-10-19,TOS,50-59,786,1454
2021-10-19,TOS,60-69,253,1105
2021-10-19,TOS,70-79,94,398
2021-10-19,TOS,80-89,28,1324
2021-10-19,TOS,90+,8,706
2021-10-19,UMB,05-11,0,0
2021-10-19,UMB,12-19,100,1
2021-10-19,UMB,20-29,176,7
2021-10-19,UMB,30-39,161,14
2021-10-19,UMB,40-49,166,34
2021-10-19,UMB,50-59,124,44
2021-10-19,UMB,60-69,34,43
2021-10-19,UMB,70-79,24,48
2021-10-19,UMB,80-89,6,727
2021-10-19,UMB,90+,3,158
2021-10-19,VDA,05-11,0,0
2021-10-19,VDA,12-19,95,0
2021-10-19,VDA,20-29,7,0
2021-10-19,VDA,30-39,8,0
2021-10-19,VDA,40-49,14,0
2021-10-19,VDA,50-59,9,0
2021-10-19,VDA,60-69,4,0
2021-10-19,VDA,70-79,3,8
2021-10-19,VDA,80-89,2,166
2021-10-19,VDA,90+,0,105
2021-10-19,VEN,05-11,0,0
2021-10-19,VEN,12-19,509,3
2021-10-19,VEN,20-29,956,190
2021-10-19,VEN,30-39,1118,258
2021-10-19,VEN,40-49,1052,287
2021-10-19,VEN,50-59,801,424
2021-10-19,VEN,60-69,242,359
2021-10-19,VEN,70-79,85,263
2021-10-19,VEN,80-89,47,1351
2021-10-19,VEN,90+,7,398
2021-10-20,ABR,05-11,0,0
2021-10-20,ABR,12-19,271,1
2021-10-20,ABR,20-29,332,26
2021-10-20,ABR,30-39,375,69
2021-10-20,ABR,40-49,406,90
2021-10-20,ABR,50-59,256,119
2021-10-20,ABR,60-69,110,114
2021-10-20,ABR,70-79,41,76
2021-10-20,ABR,80-89,13,786
2021-10-20,ABR,90+,8,172
2021-10-20,BAS,05-11,0,0
2021-10-20,BAS,12-19,85,0
2021-10-20,BAS,20-29,94,1
2021-10-20,BAS,30-39,106,6
