data_somministrazione,fascia_anagrafica,vaccinazioni,booster
2021-03-27,70-79,2272,0
2021-03-27,80-89,47551,0
2021-03-27,90+,9237,0
2021-03-28,05-11,0,0
2021-03-28,12-19,66,0
2021-03-28,20-29,1298,0
2021-03-28,30-39,1416,0
2021-03-28,40-49,1820,0
2021-03-28,50-59,2420,0
2021-03-28,60-69,2122,0
2021-03-28,70-79,1765,0
2021-03-28,80-89,28087,0
2021-03-28,90+,5069,0
2021-03-29,05-11,0,0
2021-03-29,12-19,111,0
2021-03-29,20-29,1469,0
2021-03-29,30-39,1875,0
2021-03-29,40-49,2627,0
2021-03-29,50-59,3242,0
2021-03-29,60-69,2715,0
2021-03-29,70-79,2692,0
2021-03-29,80-89,43604,0
2021-03-29,90+,12391,0
2021-03-30,05-11,0,0
2021-03-30,12-19,85,0
2021-03-30,20-29,1641,0
2021-03-30,30-39,2131,0
2021-03-30,40-49,2827,0
2021-03-30,50-59,3855,0
2021-03-30,60-69,3443,0
2021-03-30,70-79,3400,0
2021-03-30,80-89,53125,0
2021-03-30,90+,10769,0
2021-03-31,05-11,0,0
2021-03-31,12-19,118,0
2021-03-31,20-29,2063,0
2021-03-31,30-39,2314,0
2021-03-31,40-49,3041,0
2021-03-31,50-59,4005,0
2021-03-31,60-69,3526,0
2021-03-31,70-79,4829,0
2021-03-31,80-89,62059,0
2021-03-31,90+,14174,0
2021-04-01,05-11,0,0
2021-04-01,12-19,144,0
2021-04-01,20-29,1921,0
2021-04-01,30-39,2265,0
2021-04-01,40-49,2977,0
2021-04-01,50-59,4034,0
2021-04-01,60-69,4302,0
2021-04-01,70-79,4803,0
2021-04-01,80-89,60446,0
2021-04-01,90+,14336,0
2021-04-02,05-11,0,0
2021-04-02,12-19,93,0
2021-04-02,20-29,1692,0
2021-04-02,30-39,2050,0
2021-04-02,40-49,2796,0
2021-04-02,50-59,3939,0
2021-04-02,60-69,3894,0
2021-04-02,70-79,5684,0
2021-04-02,80-89,52069,0
2021-04-02,90+,11797,0
2021-04-03,05-11,0,0
2021-04-03,12-19,58,0
2021-04-03,20-29,1064,0
2021-04-03,30-39,1555,0
2021-04-03,40-49,2190,0
2021-04-03,50-59,3223,0
2021-04-03,60-69,4514,0
2021-04-03,70-79,5031,0
2021-04-03,80-89,38554,0
2021-04-03,90+,8066,0
2021-04-04,05-11,0,0
2021-04-04,12-19,26,0
2021-04-04,20-29,240,0
2021-04-04,30-39,403,0
2021-04-04,40-49,589,0
2021-04-04,50-59,799,0
2021-04-04,60-69,1032,0
2021-04-04,70-79,1808,0
2021-04-04,80-89,14903,0
2021-04-04,90+,1899,0
2021-04-05,05-11,0,0
2021-04-05,12-19,38,0
2021-04-05,20-29,937,0
2021-04-05,30-39,1049,0
2021-04-05,40-49,1339,0
2021-04-05,50-59,1789,0
2021-04-05,60-69,1762,0
2021-04-05,70-79,2926,0
2021-04-05,80-89,25249,0
2021-04-05,90+,5183,0
2021-04-06,05-11,0,0
2021-04-06,12-19,163,0
2021-04-06,20-29,1953,0
2021-04-06,30-39,2533,0
2021-04-06,40-49,3289,0
2021-04-06,50-59,4401,0
2021-04-06,60-69,4391,0
2021-04-06,70-79,5809,0
2021-04-06,80-89,47220,0
2021-04-06,90+,11489,0
2021-04-07,05-11,0,0
2021-04-07,12-19,181,0
2021-04-07,20-29,2134,0
2021-04-07,30-39,2952,0
2021-04-07,40-49,4234,0
2021-04-07,50-59,5909,0
2021-04-07,60-69,6139,0
2021-04-07,70-79,8004,0
2021-04-07,80-89,54909,0
2021-04-07,90+,11289,0
2021-04-08,05-11,0,0
2021-04-08,12-19,157,0
2021-04-08,20-29,2200,0
2021-04-08,30-39,2800,0
2021-04-08,40-49,4130,0
2021-04-08,50-59,6095,0
2021-04-08,60-69,6871,0
2021-04-08,70-79,9688,0
2021-04-08,80-89,53842,0
2021-04-08,90+,9393,0
2021-04-09,05-11,0,0
2021-04-09,12-19,155,0
2021-04-09,20-29,2397,0
2021-04-09,30-39,3237,0
2021-04-09,40-49,4260,0
2021-04-09,50-59,5921,0
2021-04-09,60-69,6234,0
2021-04-09,70-79,9440,0
2021-04-09,80-89,48926,0
2021-04-09,90+,7865,0
2021-04-10,05-11,0,0
2021-04-10,12-19,186,0
2021-04-10,20-29,1431,0
2021-04-10,30-39,1973,0
2021-04-10,40-49,2947,0
2021-04-10,50-59,4634,0
2021-04-10,60-69,5412,0
2021-04-10,70-79,9490,0
2021-04-10,80-89,40617,0
2021-04-10,90+,7277,0
2021-04-11,05-11,0,0
2021-04-11,12-19,83,0
2021-04-11,20-29,1168,0
2021-04-11,30-39,1683,0
2021-04-11,40-49,2469,0
2021-04-11,50-59,3768,0
2021-04-11,60-69,4346,0
2021-04-11,70-79,6363,0
2021-04-11,80-89,21864,0
2021-04-11,90+,2966,0
2021-04-12,05-11,0,0
2021-04-12,12-19,181,0
2021-04-12,20-29,1383,0
2021-04-12,30-39,1798,0
2021-04-12,40-49,2763,0
2021-04-12,50-59,4193,0
2021-04-12,60-69,4879,0
2021-04-12,70-79,8593,0
2021-04-12,80-89,35318,0
2021-04-12,90+,7757,0
2021-04-13,05-11,0,0
2021-04-13,12-19,140,0
2021-04-13,20-29,1517,0
2021-04-13,30-39,2043,0
2021-04-13,40-49,2945,0
2021-04-13,50-59,4596,0
2021-04-13,60-69,5989,0
2021-04-13,70-79,10534,0
2021-04-13,80-89,38666,0
2021-04-13,90+,6088,0
2021-04-14,05-11,0,0
2021-04-14,12-19,176,0
2021-04-14,20-29,1979,0
2021-04-14,30-39,2345,0
2021-04-14,40-49,3538,0
2021-04-14,50-59,5475,0
2021-04-14,60-69,7389,0
2021-04-14,70-79,13528,0
2021-04-14,80-89,44038,0
2021-04-14,90+,6989,0
2021-04-15,05-11,0,0
2021-04-15,12-19,271,0
2021-04-15,20-29,2300,0
2021-04-15,30-39,2969,0
2021-04-15,40-49,4839,0
2021-04-15,50-59,7586,0
2021-04-15,60-69,9974,0
2021-04-15,70-79,16475,0
2021-04-15,80-89,51959,0
2021-04-15,90+,8972,0
2021-04-16,05-11,0,0
2021-04-16,12-19,261,0
2021-04-16,20-29,2293,0
2021-04-16,30-39,3070,0
2021-04-16,40-49,4453,0
2021-04-16,50-59,7276,0
2021-04-16,60-69,9905,0
2021-04-16,70-79,18811,0
2021-04-16,80-89,51203,0
2021-04-16,90+,9072,0
2021-04-17,05-11,0,0
2021-04-17,12-19,277,0
2021-04-17,20-29,2068,0
2021-04-17,30-39,2614,0
2021-04-17,40-49,4215,0
2021-04-17,50-59,7302,0
2021-04-17,60-69,11003,0
2021-04-17,70-79,17043,0
2021-04-17,80-89,39297,0
2021-04-17,90+,6610,0
2021-04-18,05-11,0,0
2021-04-18,12-19,157,0
2021-04-18,20-29,1155,0
2021-04-18,30-39,1530,0
2021-04-18,40-49,2377,0
2021-04-18,50-59,4074,0
2021-04-18,60-69,6153,0
2021-04-18,70-79,11191,0
2021-04-18,80-89,27915,0
2021-04-18,90+,3989,0
2021-04-19,05-11,0,0
2021-04-19,12-19,255,0
2021-04-19,20-29,2110,0
2021-04-19,30-39,2622,0
2021-04-19,40-49,4258,0
2021-04-19,50-59,6783,0
2021-04-19,60-69,9988,0
2021-04-19,70-79,19431,0
2021-04-19,80-89,40804,0
2021-04-19,90+,7149,0
2021-04-20,05-11,0,0
2021-04-20,12-19,233,0
2021-04-20,20-29,1880,0
2021-04-20,30-39,2597,0
2021-04-20,40-49,4207,0
2021-04-20,50-59,7365,0
2021-04-20,60-69,11329,0
2021-04-20,70-79,21169,0
2021-04-20,80-89,46938,0
2021-04-20,90+,7989,0
2021-04-21,05-11,0,0
2021-04-21,12-19,238,0
2021-04-21,20-29,2133,0
2021-04-21,30-39,3017,0
2021-04-21,40-49,4940,0
2021-04-21,50-59,8458,0
2021-04-21,60-69,12835,0
2021-04-21,70-79,23719,0
2021-04-21,80-89,58558,0
2021-04-21,90+,11381,0
2021-04-22,05-11,0,0
2021-04-22,12-19,362,0
2021-04-22,20-29,2698,0
2021-04-22,30-39,3604,0
2021-04-22,40-49,6001,0
2021-04-22,50-59,10297,0
2021-04-22,60-69,16037,0
2021-04-22,70-79,29358,0
2021-04-22,80-89,65751,0
2021-04-22,90+,9344,0
2021-04-23,05-11,0,0
2021-04-23,12-19,460,0
2021-04-23,20-29,2972,0
2021-04-23,30-39,3832,0
2021-04-23,40-49,6247,0
2021-04-23,50-59,10438,0
2021-04-23,60-69,15988,0
2021-04-23,70-79,27975,0
2021-04-23,80-89,61533,0
2021-04-23,90+,9204,0
2021-04-24,05-11,0,0
2021-04-24,12-19,257,0
2021-04-24,20-29,2082,0
2021-04-24,30-39,2927,0
2021-04-24,40-49,4848,0
2021-04-24,50-59,8227,0
2021-04-24,60-69,14425,0
2021-04-24,70-79,24821,0
2021-04-24,80-89,58622,0
2021-04-24,90+,8172,0
2021-04-25,05-11,0,0
2021-04-25,12-19,114,0
2021-04-25,20-29,1116,0
2021-04-25,30-39,1464,0
2021-04-25,40-49,2441,0
2021-04-25,50-59,4133,0
2021-04-25,60-69,8360,0
2021-04-25,70-79,19969,0
2021-04-25,80-89,21159,0
2021-04-25,90+,2659,0
2021-04-26,05-11,0,0
2021-04-26,12-19,183,0
2021-04-26,20-29,1490,0
2021-04-26,30-39,2088,0
2021-04-26,40-49,3345,0
2021-04-26,50-59,5814,0
2021-04-26,60-69,12227,0
2021-04-26,70-79,26975,0
2021-04-26,80-89,39977,0
2021-04-26,90+,5730,0
2021-04-27,05-11,0,0
2021-04-27,12-19,314,0
2021-04-27,20-29,2415,0
2021-04-27,30-39,3413,0
2021-04-27,40-49,5527,0
2021-04-27,50-59,9074,0
2021-04-27,60-69,18873,0
2021-04-27,70-79,31605,0
2021-04-27,80-89,50020,0
2021-04-27,90+,7039,0
2021-04-28,05-11,0,0
2021-04-28,12-19,324,0
2021-04-28,20-29,2795,0
2021-04-28,30-39,3733,0
2021-04-28,40-49,6205,0
2021-04-28,50-59,10712,0
2021-04-28,60-69,19347,0
2021-04-28,70-79,35842,0
2021-04-28,80-89,68077,0
2021-04-28,90+,9243,0
2021-04-29,05-11,0,0
2021-04-29,12-19,495,0
2021-04-29,20-29,4481,0
2021-04-29,30-39,6128,0
2021-04-29,40-49,9801,0
2021-04-29,50-59,15377,0
2021-04-29,60-69,27748,0
2021-04-29,70-79,40615,0
2021-04-29,80-89,79854,0
2021-04-29,90+,10986,0
2021-04-30,05-11,0,0
2021-04-30,12-19,510,0
2021-04-30,20-29,5826,0
2021-04-30,30-39,7608,0
2021-04-30,40-49,11658,0
2021-04-30,50-59,19104,0
2021-04-30,60-69,31412,0
2021-04-30,70-79,51288,0
2021-04-30,80-89,76262,0
2021-04-30,90+,10814,0
2021-05-01,05-11,0,0
2021-05-01,12-19,492,0
2021-05-01,20-29,3584,0
2021-05-01,30-39,4796,0
2021-05-01,40-49,8448,0
2021-05-01,50-59,14992,0
2021-05-01,60-69,28116,0
2021-05-01,70-79,43405,0
2021-05-01,80-89,62580,0
2021-05-01,90+,7629,0
2021-05-02,05-11,0,0
2021-05-02,12-19,464,0
2021-05-02,20-29,3108,0
2021-05-02,30-39,4366,0
2021-05-02,40-49,6984,0
2021-05-02,50-59,12890,0
2021-05-02,60-69,21713,0
2021-05-02,70-79,36728,0
2021-05-02,80-89,44419,0
2021-05-02,90+,5073,0
2021-05-03,05-11,0,0
2021-05-03,12-19,542,0
2021-05-03,20-29,4145,0
2021-05-03,30-39,5421,0
2021-05-03,40-49,8832,0
2021-05-03,50-59,14086,0
2021-05-03,60-69,27720,0
2021-05-03,70-79,42968,0
2021-05-03,80-89,32018,0
2021-05-03,90+,6185,0
2021-05-04,05-11,0,0
2021-05-04,12-19,525,0
2021-05-04,20-29,4792,0
2021-05-04,30-39,6756,0
2021-05-04,40-49,11146,0
2021-05-04,50-59,17130,0
2021-05-04,60-69,27516,0
2021-05-04,70-79,46710,0
2021-05-04,80-89,36769,0
2021-05-04,90+,7284,0
2021-05-05,05-11,0,0
2021-05-05,12-19,559,0
2021-05-05,20-29,4442,0
2021-05-05,30-39,6682,0
2021-05-05,40-49,11866,0
2021-05-05,50-59,19372,0
2021-05-05,60-69,32289,0
2021-05-05,70-79,46038,0
2021-05-05,80-89,41025,0
2021-05-05,90+,8110,0
2021-05-06,05-11,0,0
2021-05-06,12-19,715,0
2021-05-06,20-29,6143,0
2021-05-06,30-39,9237,0
2021-05-06,40-49,14902,0
2021-05-06,50-59,23356,0
2021-05-06,60-69,37426,0
2021-05-06,70-79,52986,0
2021-05-06,80-89,43599,0
2021-05-06,90+,9351,0
2021-05-07,05-11,0,0
2021-05-07,12-19,780,0
2021-05-07,20-29,7597,0
2021-05-07,30-39,10155,0
2021-05-07,40-49,17268,0
2021-05-07,50-59,26215,0
2021-05-07,60-69,40873,0
2021-05-07,70-79,61999,0
2021-05-07,80-89,39778,0
2021-05-07,90+,9054,0
2021-05-08,05-11,0,0
2021-05-08,12-19,760,0
2021-05-08,20-29,6398,0
2021-05-08,30-39,9973,0
2021-05-08,40-49,17759,0
2021-05-08,50-59,28366,0
2021-05-08,60-69,45974,0
2021-05-08,70-79,55729,0
2021-05-08,80-89,37579,0
2021-05-08,90+,10781,0
2021-05-09,05-11,0,0
2021-05-09,12-19,609,0
2021-05-09,20-29,5112,0
2021-05-09,30-39,8556,0
2021-05-09,40-49,14314,0
2021-05-09,50-59,22266,0
2021-05-09,60-69,30086,0
2021-05-09,70-79,40097,0
2021-05-09,80-89,17741,0
2021-05-09,90+,4336,0
2021-05-10,05-11,0,0
2021-05-10,12-19,587,0
2021-05-10,20-29,5639,0
2021-05-10,30-39,8944,0
2021-05-10,40-49,15904,0
2021-05-10,50-59,24373,0
2021-05-10,60-69,32621,0
2021-05-10,70-79,50671,0
2021-05-10,80-89,20681,0
2021-05-10,90+,5592,0
2021-05-11,05-11,0,0
2021-05-11,12-19,543,0
2021-05-11,20-29,5855,0
2021-05-11,30-39,9084,0
2021-05-11,40-49,16192,0
2021-05-11,50-59,24339,0
2021-05-11,60-69,32655,0
2021-05-11,70-79,59178,0
2021-05-11,80-89,20973,0
2021-05-11,90+,6055,0
2021-05-12,05-11,0,0
2021-05-12,12-19,626,0
2021-05-12,20-29,5977,0
2021-05-12,30-39,8888,0
2021-05-12,40-49,15772,0
2021-05-12,50-59,25322,0
2021-05-12,60-69,34934,0
2021-05-12,70-79,54955,0
2021-05-12,80-89,25968,0
2021-05-12,90+,6602,0
2021-05-13,05-11,0,0
2021-05-13,12-19,743,0
2021-05-13,20-29,7082,0
2021-05-13,30-39,10299,0
2021-05-13,40-49,19489,0
2021-05-13,50-59,30156,0
2021-05-13,60-69,38231,0
2021-05-13,70-79,64619,0
2021-05-13,80-89,25428,0
2021-05-13,90+,7180,0
2021-05-14,05-11,0,0
2021-05-14,12-19,811,0
2021-05-14,20-29,7438,0
2021-05-14,30-39,11825,0
2021-05-14,40-49,23053,0
2021-05-14,50-59,35032,0
2021-05-14,60-69,46245,0
2021-05-14,70-79,67568,0
2021-05-14,80-89,23261,0
2021-05-14,90+,7561,0
2021-05-15,05-11,0,0
2021-05-15,12-19,840,0
2021-05-15,20-29,6653,0
2021-05-15,30-39,10911,0
2021-05-15,40-49,20219,0
2021-05-15,50-59,36270,0
2021-05-15,60-69,48979,0
2021-05-15,70-79,61328,0
2021-05-15,80-89,18960,0
2021-05-15,90+,6052,0
2021-05-16,05-11,0,0
2021-05-16,12-19,626,0
2021-05-16,20-29,4773,0
2021-05-16,30-39,7465,0
2021-05-16,40-49,14401,0
2021-05-16,50-59,28184,0
2021-05-16,60-69,42518,0
2021-05-16,70-79,48673,0
2021-05-16,80-89,9951,0
2021-05-16,90+,2585,0
2021-05-17,05-11,0,0
2021-05-17,12-19,912,0
2021-05-17,20-29,7665,0
2021-05-17,30-39,11454,0
2021-05-17,40-49,21186,0
2021-05-17,50-59,37372,0
2021-05-17,60-69,63703,0
2021-05-17,70-79,61098,0
2021-05-17,80-89,11567,0
2021-05-17,90+,4143,0
2021-05-18,05-11,0,0
2021-05-18,12-19,889,0
2021-05-18,20-29,8317,0
2021-05-18,30-39,12635,0
2021-05-18,40-49,22893,0
2021-05-18,50-59,39150,0
2021-05-18,60-69,55848,0
2021-05-18,70-79,55792,0
2021-05-18,80-89,12363,0
2021-05-18,90+,5029,0
2021-05-19,05-11,0,0
2021-05-19,12-19,863,0
2021-05-19,20-29,8212,0
2021-05-19,30-39,13216,0
2021-05-19,40-49,23346,0
2021-05-19,50-59,39814,0
2021-05-19,60-69,56147,0
2021-05-19,70-79,47747,0
2021-05-19,80-89,12188,0
2021-05-19,90+,5440,0
2021-05-20,05-11,0,0
2021-05-20,12-19,1279,0
2021-05-20,20-29,11057,0
2021-05-20,30-39,16384,0
2021-05-20,40-49,30048,0
2021-05-20,50-59,50362,0
2021-05-20,60-69,85226,0
2021-05-20,70-79,59258,0
2021-05-20,80-89,12399,0
2021-05-20,90+,4736,0
2021-05-21,05-11,0,0
2021-05-21,12-19,1313,0
2021-05-21,20-29,11847,0
2021-05-21,30-39,18100,0
2021-05-21,40-49,31296,0
2021-05-21,50-59,55224,0
2021-05-21,60-69,83411,0
2021-05-21,70-79,53666,0
2021-05-21,80-89,11645,0
2021-05-21,90+,4246,0
2021-05-22,05-11,0,0
2021-05-22,12-19,1521,0
2021-05-22,20-29,12143,0
2021-05-22,30-39,16955,0
2021-05-22,40-49,26929,0
2021-05-22,50-59,50044,0
2021-05-22,60-69,76264,0
2021-05-22,70-79,47838,0
2021-05-22,80-89,9974,0
2021-05-22,90+,3772,0
2021-05-23,05-11,0,0
2021-05-23,12-19,1557,0
2021-05-23,20-29,10589,0
2021-05-23,30-39,14382,0
2021-05-23,40-49,19952,0
2021-05-23,50-59,43578,0
2021-05-23,60-69,60338,0
2021-05-23,70-79,37434,0
2021-05-23,80-89,7280,0
2021-05-23,90+,2005,0
2021-05-24,05-11,0,0
2021-05-24,12-19,1174,0
2021-05-24,20-29,10150,0
2021-05-24,30-39,15143,0
2021-05-24,40-49,27640,0
2021-05-24,50-59,53037,0
2021-05-24,60-69,65344,0
2021-05-24,70-79,44713,0
2021-05-24,80-89,8229,0
2021-05-24,90+,2805,0
2021-05-25,05-11,0,0
2021-05-25,12-19,1213,0
2021-05-25,20-29,12268,0
2021-05-25,30-39,17235,0
2021-05-25,40-49,31471,0
2021-05-25,50-59,57490,0
2021-05-25,60-69,63745,0
2021-05-25,70-79,50363,0
2021-05-25,80-89,8569,0
2021-05-25,90+,3263,0
2021-05-26,05-11,0,0
2021-05-26,12-19,3309,0
2021-05-26,20-29,13969,0
2021-05-26,30-39,19063,0
2021-05-26,40-49,34470,0
2021-05-26,50-59,67472,0
2021-05-26,60-69,73280,0
2021-05-26,70-79,54270,0
2021-05-26,80-89,8474,0
2021-05-26,90+,3104,0
2021-05-27,05-11,0,0
2021-05-27,12-19,2726,0
2021-05-27,20-29,14329,0
2021-05-27,30-39,20111,0
2021-05-27,40-49,35919,0
2021-05-27,50-59,82059,0
2021-05-27,60-69,89397,0
2021-05-27,70-79,53365,0
2021-05-27,80-89,9379,0
2021-05-27,90+,3691,0
2021-05-28,05-11,0,0
2021-05-28,12-19,2427,0
2021-05-28,20-29,15687,0
2021-05-28,30-39,22285,0
2021-05-28,40-49,36809,0
2021-05-28,50-59,81274,0
2021-05-28,60-69,78663,0
2021-05-28,70-79,48930,0
2021-05-28,80-89,9618,0
2021-05-28,90+,3783,0
2021-05-29,05-11,0,0
2021-05-29,12-19,2123,0
2021-05-29,20-29,12252,0
2021-05-29,30-39,16490,0
2021-05-29,40-49,29565,0
2021-05-29,50-59,55696,0
2021-05-29,60-69,62508,0
2021-05-29,70-79,41899,0
2021-05-29,80-89,8169,0
2021-05-29,90+,2393,0
2021-05-30,05-11,0,0
2021-05-30,12-19,1702,0
2021-05-30,20-29,8046,0
2021-05-30,30-39,11036,0
2021-05-30,40-49,20199,0
2021-05-30,50-59,44297,0
2021-05-30,60-69,51864,0
2021-05-30,70-79,28147,0
2021-05-30,80-89,4389,0
2021-05-30,90+,1066,0
2021-05-31,05-11,0,0
2021-05-31,12-19,1733,0
2021-05-31,20-29,10001,0
2021-05-31,30-39,13686,0
2021-05-31,40-49,25202,0
2021-05-31,50-59,66652,0
2021-05-31,60-69,51907,0
2021-05-31,70-79,36527,0
2021-05-31,80-89,7865,0
2021-05-31,90+,2738,0
2021-06-01,05-11,0,0
2021-06-01,12-19,11906,0
2021-06-01,20-29,10461,0
2021-06-01,30-39,13017,0
2021-06-01,40-49,28897,0
2021-06-01,50-59,58753,0
2021-06-01,60-69,43932,0
2021-06-01,70-79,31392,0
2021-06-01,80-89,6697,0
2021-06-01,90+,2505,0
2021-06-02,05-11,0,0
2021-06-02,12-19,4739,0
2021-06-02,20-29,7756,0
2021-06-02,30-39,8228,0
2021-06-02,40-49,16305,0
2021-06-02,50-59,28805,0
2021-06-02,60-69,25314,0
2021-06-02,70-79,19823,0
2021-06-02,80-89,3713,0
2021-06-02,90+,1008,0
2021-06-03,05-11,0,0
2021-06-03,12-19,4321,0
2021-06-03,20-29,10371,0
2021-06-03,30-39,13057,0
2021-06-03,40-49,25417,0
2021-06-03,50-59,39062,0
2021-06-03,60-69,43003,0
2021-06-03,70-79,34773,0
2021-06-03,80-89,7307,0
2021-06-03,90+,2651,0
2021-06-04,05-11,0,0
2021-06-04,12-19,2897,0
2021-06-04,20-29,12068,0
2021-06-04,30-39,15907,0
2021-06-04,40-49,26211,0
2021-06-04,50-59,46091,0
2021-06-04,60-69,39593,0
2021-06-04,70-79,31894,0
2021-06-04,80-89,7511,0
2021-06-04,90+,2529,0
2021-06-05,05-11,0,0
2021-06-05,12-19,2199,0
2021-06-05,20-29,12625,0
2021-06-05,30-39,17074,0
2021-06-05,40-49,24033,0
2021-06-05,50-59,56255,0
2021-06-05,60-69,40911,0
2021-06-05,70-79,26679,0
2021-06-05,80-89,4519,0
2021-06-05,90+,1523,0
2021-06-06,05-11,0,0
2021-06-06,12-19,2237,0
2021-06-06,20-29,12685,0
2021-06-06,30-39,15793,0
2021-06-06,40-49,21614,0
2021-06-06,50-59,38480,0
2021-06-06,60-69,25749,0
2021-06-06,70-79,19598,0
2021-06-06,80-89,2542,0
2021-06-06,90+,669,0
2021-06-07,05-11,0,0
2021-06-07,12-19,1870,0
2021-06-07,20-29,11291,0
2021-06-07,30-39,14803,0
2021-06-07,40-49,24330,0
2021-06-07,50-59,40306,0
2021-06-07,60-69,32020,0
2021-06-07,70-79,30215,0
2021-06-07,80-89,5171,0
2021-06-07,90+,1663,0
2021-06-08,05-11,0,0
2021-06-08,12-19,1922,0
2021-06-08,20-29,13497,0
2021-06-08,30-39,17232,0
2021-06-08,40-49,25770,0
2021-06-08,50-59,38110,0
2021-06-08,60-69,34133,0
2021-06-08,70-79,32931,0
2021-06-08,80-89,5630,0
2021-06-08,90+,1758,0
2021-06-09,05-11,0,0
2021-06-09,12-19,2211,0
2021-06-09,20-29,12202,0
2021-06-09,30-39,16443,0
2021-06-09,40-49,26163,0
2021-06-09,50-59,37700,0
2021-06-09,60-69,33490,0
2021-06-09,70-79,36088,0
2021-06-09,80-89,5222,0
2021-06-09,90+,1756,0
2021-06-10,05-11,0,0
2021-06-10,12-19,1914,0
2021-06-10,20-29,12611,0
2021-06-10,30-39,16069,0
2021-06-10,40-49,24395,0
2021-06-10,50-59,37826,0
2021-06-10,60-69,37760,0
2021-06-10,70-79,36102,0
2021-06-10,80-89,5395,0
2021-06-10,90+,1787,0
2021-06-11,05-11,0,0
2021-06-11,12-19,1555,0
2021-06-11,20-29,9936,0
2021-06-11,30-39,14138,0
2021-06-11,40-49,24481,0
2021-06-11,50-59,39508,0
2021-06-11,60-69,38388,0
2021-06-11,70-79,34194,0
2021-06-11,80-89,5861,0
2021-06-11,90+,1691,0
2021-06-12,05-11,0,0
2021-06-12,12-19,1260,0
2021-06-12,20-29,6088,0
2021-06-12,30-39,8156,0
2021-06-12,40-49,14636,0
2021-06-12,50-59,28713,0
2021-06-12,60-69,34750,0
2021-06-12,70-79,29382,0
2021-06-12,80-89,4120,0
2021-06-12,90+,1048,0
2021-06-13,05-11,0,0
2021-06-13,12-19,1110,0
2021-06-13,20-29,4703,0
2021-06-13,30-39,6216,0
2021-06-13,40-49,10955,0
2021-06-13,50-59,21451,0
2021-06-13,60-69,23641,0
2021-06-13,70-79,19819,0
2021-06-13,80-89,2623,0
2021-06-13,90+,500,0
2021-06-14,05-11,0,0
2021-06-14,12-19,1671,0
2021-06-14,20-29,10748,0
2021-06-14,30-39,13245,0
2021-06-14,40-49,23441,0
2021-06-14,50-59,55418,0
2021-06-14,60-69,57780,0
2021-06-14,70-79,44237,0
2021-06-14,80-89,6395,0
2021-06-14,90+,1596,0
2021-06-15,05-11,0,0
2021-06-15,12-19,1557,0
2021-06-15,20-29,10570,0
2021-06-15,30-39,13484,0
2021-06-15,40-49,24267,0
2021-06-15,50-59,54646,0
2021-06-15,60-69,67381,0
2021-06-15,70-79,48516,0
2021-06-15,80-89,6147,0
2021-06-15,90+,1675,0
2021-06-16,05-11,0,0
2021-06-16,12-19,1758,0
2021-06-16,20-29,11859,0
2021-06-16,30-39,14662,0
2021-06-16,40-49,26442,0
2021-06-16,50-59,61510,0
2021-06-16,60-69,71295,0
2021-06-16,70-79,56391,0
2021-06-16,80-89,7177,0
2021-06-16,90+,1823,0
2021-06-17,05-11,0,0
2021-06-17,12-19,2089,0
2021-06-17,20-29,14398,0
2021-06-17,30-39,18728,0
2021-06-17,40-49,31441,0
2021-06-17,50-59,84493,0
2021-06-17,60-69,83631,0
2021-06-17,70-79,57574,0
2021-06-17,80-89,7152,0
2021-06-17,90+,2056,0
2021-06-18,05-11,0,0
2021-06-18,12-19,2473,0
2021-06-18,20-29,16786,0
2021-06-18,30-39,20692,0
2021-06-18,40-49,33310,0
2021-06-18,50-59,83757,0
2021-06-18,60-69,84322,0
2021-06-18,70-79,55046,0
2021-06-18,80-89,7740,0
2021-06-18,90+,1999,0
2021-06-19,05-11,0,0
2021-06-19,12-19,2529,0
2021-06-19,20-29,15239,0
2021-06-19,30-39,18127,0
2021-06-19,40-49,29860,0
2021-06-19,50-59,80518,0
2021-06-19,60-69,74123,0
2021-06-19,70-79,47441,0
2021-06-19,80-89,5800,0
2021-06-19,90+,1306,0
2021-06-20,05-11,0,0
2021-06-20,12-19,1979,0
2021-06-20,20-29,11890,0
2021-06-20,30-39,13323,0
2021-06-20,40-49,24846,0
2021-06-20,50-59,67385,0
2021-06-20,60-69,57532,0
2021-06-20,70-79,38813,0
2021-06-20,80-89,4138,0
2021-06-20,90+,684,0
2021-06-21,05-11,0,0
2021-06-21,12-19,1981,0
2021-06-21,20-29,14320,0
2021-06-21,30-39,17521,0
2021-06-21,40-49,30225,0
2021-06-21,50-59,88689,0
2021-06-21,60-69,65855,0
2021-06-21,70-79,60080,0
2021-06-21,80-89,7272,0
2021-06-21,90+,1973,0
2021-06-22,05-11,0,0
2021-06-22,12-19,2515,0
2021-06-22,20-29,16282,0
2021-06-22,30-39,17911,0
2021-06-22,40-49,35216,0
2021-06-22,50-59,95399,0
2021-06-22,60-69,60896,0
2021-06-22,70-79,58114,0
2021-06-22,80-89,7591,0
2021-06-22,90+,2146,0
2021-06-23,05-11,0,0
2021-06-23,12-19,2642,0
2021-06-23,20-29,14436,0
2021-06-23,30-39,18357,0
2021-06-23,40-49,35424,0
2021-06-23,50-59,97933,0
2021-06-23,60-69,65717,0
2021-06-23,70-79,60011,0
2021-06-23,80-89,6431,0
2021-06-23,90+,1653,0
2021-06-24,05-11,0,0
2021-06-24,12-19,3182,0
2021-06-24,20-29,15998,0
2021-06-24,30-39,19292,0
2021-06-24,40-49,48617,0
