data_somministrazione,area,delta_T,cum_vaccinazioni,cum_booster
2021-02-08,LOM,90,211096,0
2021-02-08,LOM,120,211096,0
2021-02-08,LOM,180,211096,0
2021-02-08,LOM,270,211096,0
2021-02-08,MAR,-1,27604,0
2021-02-08,MAR,30,27590,0
2021-02-08,MAR,90,27604,0
2021-02-08,MAR,120,27604,0
2021-02-08,MAR,180,27604,0
2021-02-08,MAR,270,27604,0
2021-02-08,MOL,-1,6343,0
2021-02-08,MOL,30,6320,0
2021-02-08,MOL,90,6343,0
2021-02-08,MOL,120,6343,0
2021-02-08,MOL,180,6343,0
2021-02-08,MOL,270,6343,0
2021-02-08,PAB,-1,20783,0
2021-02-08,PAB,30,20775,0
2021-02-08,PAB,90,20783,0
2021-02-08,PAB,120,20783,0
2021-02-08,PAB,180,20783,0
2021-02-08,PAB,270,20783,0
2021-02-08,PAT,-1,11141,0
2021-02-08,PAT,30,11126,0
2021-02-08,PAT,90,11141,0
2021-02-08,PAT,120,11141,0
2021-02-08,PAT,180,11141,0
2021-02-08,PAT,270,11141,0
2021-02-08,PIE,-1,111869,0
2021-02-08,PIE,30,111793,0
2021-02-08,PIE,90,111869,0
2021-02-08,PIE,120,111869,0
2021-02-08,PIE,180,111869,0
2021-02-08,PIE,270,111869,0
2021-02-08,PUG,-1,63455,0
2021-02-08,PUG,30,63402,0
2021-02-08,PUG,90,63455,0
2021-02-08,PUG,120,63455,0
2021-02-08,PUG,180,63455,0
2021-02-08,PUG,270,63455,0
2021-02-08,SAR,-1,23692,0
2021-02-08,SAR,30,23677,0
2021-02-08,SAR,90,23692,0
2021-02-08,SAR,120,23692,0
2021-02-08,SAR,180,23692,0
2021-02-08,SAR,270,23692,0
2021-02-08,SIC,-1,96589,0
2021-02-08,SIC,30,96474,0
2021-02-08,SIC,90,96589,0
2021-02-08,SIC,120,96589,0
2021-02-08,SIC,180,96589,0
2021-02-08,SIC,270,96589,0
2021-02-08,TOS,-1,69731,0
2021-02-08,TOS,30,69674,0
2021-02-08,TOS,90,69731,0
2021-02-08,TOS,120,69731,0
2021-02-08,TOS,180,69731,0
2021-02-08,TOS,270,69731,0
2021-02-08,UMB,-1,14440,0
2021-02-08,UMB,30,14417,0
2021-02-08,UMB,90,14440,0
2021-02-08,UMB,120,14440,0
2021-02-08,UMB,180,14440,0
2021-02-08,UMB,270,14440,0
2021-02-08,VDA,-1,3574,0
2021-02-08,VDA,30,3565,0
2021-02-08,VDA,90,3574,0
2021-02-08,VDA,120,3574,0
2021-02-08,VDA,180,3574,0
2021-02-08,VDA,270,3574,0
2021-02-08,VEN,-1,105134,0
2021-02-08,VEN,30,105027,0
2021-02-08,VEN,90,105134,0
2021-02-08,VEN,120,105134,0
2021-02-08,VEN,180,105134,0
2021-02-08,VEN,270,105134,0
2021-02-09,ABR,-1,19380,0
2021-02-09,ABR,30,19373,0
2021-02-09,ABR,90,19380,0
2021-02-09,ABR,120,19380,0
2021-02-09,ABR,180,19380,0
2021-02-09,ABR,270,19380,0
2021-02-09,BAS,-1,10448,0
2021-02-09,BAS,30,10444,0
2021-02-09,BAS,90,10448,0
2021-02-09,BAS,120,10448,0
2021-02-09,BAS,180,10448,0
2021-02-09,BAS,270,10448,0
2021-02-09,CAL,-1,30192,0
2021-02-09,CAL,30,30177,0
2021-02-09,CAL,90,30192,0
2021-02-09,CAL,120,30192,0
2021-02-09,CAL,180,30192,0
2021-02-09,CAL,270,30192,0
2021-02-09,CAM,-1,102446,0
2021-02-09,CAM,30,102269,0
2021-02-09,CAM,90,102446,0
2021-02-09,CAM,120,102446,0
2021-02-09,CAM,180,102446,0
2021-02-09,CAM,270,102446,0
2021-02-09,EMR,-1,124583,0
2021-02-09,EMR,30,124378,0
2021-02-09,EMR,90,124583,0
2021-02-09,EMR,120,124583,0
2021-02-09,EMR,180,124583,0
2021-02-09,EMR,270,124583,0
2021-02-09,FVG,-1,32816,0
2021-02-09,FVG,30,32775,0
2021-02-09,FVG,90,32816,0
2021-02-09,FVG,120,32816,0
2021-02-09,FVG,180,32816,0
2021-02-09,FVG,270,32816,0
2021-02-09,LAZ,-1,116348,0
2021-02-09,LAZ,30,116207,0
2021-02-09,LAZ,90,116348,0
2021-02-09,LAZ,120,116348,0
2021-02-09,LAZ,180,116348,0
2021-02-09,LAZ,270,116348,0
2021-02-09,LIG,-1,35022,0
2021-02-09,LIG,30,34998,0
2021-02-09,LIG,90,35022,0
2021-02-09,LIG,120,35022,0
2021-02-09,LIG,180,35022,0
2021-02-09,LIG,270,35022,0
2021-02-09,LOM,-1,219313,0
2021-02-09,LOM,30,219191,0
2021-02-09,LOM,90,219313,0
2021-02-09,LOM,120,219313,0
2021-02-09,LOM,180,219313,0
2021-02-09,LOM,270,219313,0
2021-02-09,MAR,-1,27683,0
2021-02-09,MAR,30,27668,0
2021-02-09,MAR,90,27683,0
2021-02-09,MAR,120,27683,0
2021-02-09,MAR,180,27683,0
2021-02-09,MAR,270,27683,0
2021-02-09,MOL,-1,6507,0
2021-02-09,MOL,30,6484,0
2021-02-09,MOL,90,6507,0
2021-02-09,MOL,120,6507,0
2021-02-09,MOL,180,6507,0
2021-02-09,MOL,270,6507,0
2021-02-09,PAB,-1,21099,0
2021-02-09,PAB,30,21091,0
2021-02-09,PAB,90,21099,0
2021-02-09,PAB,120,21099,0
2021-02-09,PAB,180,21099,0
2021-02-09,PAB,270,21099,0
2021-02-09,PAT,-1,11657,0
2021-02-09,PAT,30,11642,0
2021-02-09,PAT,90,11657,0
2021-02-09,PAT,120,11657,0
2021-02-09,PAT,180,11657,0
2021-02-09,PAT,270,11657,0
2021-02-09,PIE,-1,118647,0
2021-02-09,PIE,30,118565,0
2021-02-09,PIE,90,118647,0
2021-02-09,PIE,120,118647,0
2021-02-09,PIE,180,118647,0
2021-02-09,PIE,270,118647,0
2021-02-09,PUG,-1,65160,0
2021-02-09,PUG,30,65102,0
2021-02-09,PUG,90,65160,0
2021-02-09,PUG,120,65160,0
2021-02-09,PUG,180,65160,0
2021-02-09,PUG,270,65160,0
2021-02-09,SAR,-1,24703,0
2021-02-09,SAR,30,24686,0
2021-02-09,SAR,90,24703,0
2021-02-09,SAR,120,24703,0
2021-02-09,SAR,180,24703,0
2021-02-09,SAR,270,24703,0
2021-02-09,SIC,-1,97646,0
2021-02-09,SIC,30,97525,0
2021-02-09,SIC,90,97646,0
2021-02-09,SIC,120,97646,0
2021-02-09,SIC,180,97646,0
2021-02-09,SIC,270,97646,0
2021-02-09,TOS,-1,70353,0
2021-02-09,TOS,30,70293,0
2021-02-09,TOS,90,70353,0
2021-02-09,TOS,120,70353,0
2021-02-09,TOS,180,70353,0
2021-02-09,TOS,270,70353,0
2021-02-09,UMB,-1,14440,0
2021-02-09,UMB,30,14415,0
2021-02-09,UMB,90,14440,0
2021-02-09,UMB,120,14440,0
2021-02-09,UMB,180,14440,0
2021-02-09,UMB,270,14440,0
2021-02-09,VDA,-1,3758,0
2021-02-09,VDA,30,3747,0
2021-02-09,VDA,90,3758,0
2021-02-09,VDA,120,3758,0
2021-02-09,VDA,180,3758,0
2021-02-09,VDA,270,3758,0
2021-02-09,VEN,-1,106957,0
2021-02-09,VEN,30,106848,0
2021-02-09,VEN,90,106957,0
2021-02-09,VEN,120,106957,0
2021-02-09,VEN,180,106957,0
2021-02-09,VEN,270,106957,0
2021-02-10,ABR,-1,19825,0
2021-02-10,ABR,30,19818,0
2021-02-10,ABR,90,19825,0
2021-02-10,ABR,120,19825,0
2021-02-10,ABR,180,19825,0
2021-02-10,ABR,270,19825,0
2021-02-10,BAS,-1,10503,0
2021-02-10,BAS,30,10499,0
2021-02-10,BAS,90,10503,0
2021-02-10,BAS,120,10503,0
2021-02-10,BAS,180,10503,0
2021-02-10,BAS,270,10503,0
2021-02-10,CAL,-1,31834,0
2021-02-10,CAL,30,31818,0
2021-02-10,CAL,90,31834,0
2021-02-10,CAL,120,31834,0
2021-02-10,CAL,180,31834,0
2021-02-10,CAL,270,31834,0
2021-02-10,CAM,-1,102700,0
2021-02-10,CAM,30,102500,0
2021-02-10,CAM,90,102700,0
2021-02-10,CAM,120,102700,0
2021-02-10,CAM,180,102700,0
2021-02-10,CAM,270,102700,0
2021-02-10,EMR,-1,125854,0
2021-02-10,EMR,30,125627,0
2021-02-10,EMR,90,125854,0
2021-02-10,EMR,120,125854,0
2021-02-10,EMR,180,125854,0
2021-02-10,EMR,270,125854,0
2021-02-10,FVG,-1,32911,0
2021-02-10,FVG,30,32868,0
2021-02-10,FVG,90,32911,0
2021-02-10,FVG,120,32911,0
2021-02-10,FVG,180,32911,0
2021-02-10,FVG,270,32911,0
2021-02-10,LAZ,-1,119837,0
2021-02-10,LAZ,30,119667,0
2021-02-10,LAZ,90,119837,0
2021-02-10,LAZ,120,119837,0
2021-02-10,LAZ,180,119837,0
2021-02-10,LAZ,270,119837,0
2021-02-10,LIG,-1,36339,0
2021-02-10,LIG,30,36312,0
2021-02-10,LIG,90,36339,0
2021-02-10,LIG,120,36339,0
2021-02-10,LIG,180,36339,0
2021-02-10,LIG,270,36339,0
2021-02-10,LOM,-1,226225,0
2021-02-10,LOM,30,226078,0
2021-02-10,LOM,90,226225,0
2021-02-10,LOM,120,226225,0
2021-02-10,LOM,180,226225,0
2021-02-10,LOM,270,226225,0
2021-02-10,MAR,-1,28045,0
2021-02-10,MAR,30,28028,0
2021-02-10,MAR,90,28045,0
2021-02-10,MAR,120,28045,0
2021-02-10,MAR,180,28045,0
2021-02-10,MAR,270,28045,0
2021-02-10,MOL,-1,6527,0
2021-02-10,MOL,30,6499,0
2021-02-10,MOL,90,6527,0
2021-02-10,MOL,120,6527,0
2021-02-10,MOL,180,6527,0
2021-02-10,MOL,270,6527,0
2021-02-10,PAB,-1,22717,0
2021-02-10,PAB,30,22696,0
2021-02-10,PAB,90,22717,0
2021-02-10,PAB,120,22717,0
2021-02-10,PAB,180,22717,0
2021-02-10,PAB,270,22717,0
2021-02-10,PAT,-1,12023,0
2021-02-10,PAT,30,12007,0
2021-02-10,PAT,90,12023,0
2021-02-10,PAT,120,12023,0
2021-02-10,PAT,180,12023,0
2021-02-10,PAT,270,12023,0
2021-02-10,PIE,-1,124959,0
2021-02-10,PIE,30,124848,0
2021-02-10,PIE,90,124959,0
2021-02-10,PIE,120,124959,0
2021-02-10,PIE,180,124959,0
2021-02-10,PIE,270,124959,0
2021-02-10,PUG,-1,66698,0
2021-02-10,PUG,30,66638,0
2021-02-10,PUG,90,66698,0
2021-02-10,PUG,120,66698,0
2021-02-10,PUG,180,66698,0
2021-02-10,PUG,270,66698,0
2021-02-10,SAR,-1,25237,0
2021-02-10,SAR,30,25217,0
2021-02-10,SAR,90,25237,0
2021-02-10,SAR,120,25237,0
2021-02-10,SAR,180,25237,0
2021-02-10,SAR,270,25237,0
2021-02-10,SIC,-1,98043,0
2021-02-10,SIC,30,97910,0
2021-02-10,SIC,90,98043,0
2021-02-10,SIC,120,98043,0
2021-02-10,SIC,180,98043,0
2021-02-10,SIC,270,98043,0
2021-02-10,TOS,-1,70893,0
2021-02-10,TOS,30,70820,0
2021-02-10,TOS,90,70893,0
2021-02-10,TOS,120,70893,0
2021-02-10,TOS,180,70893,0
2021-02-10,TOS,270,70893,0
2021-02-10,UMB,-1,14458,0
2021-02-10,UMB,30,14430,0
2021-02-10,UMB,90,14458,0
2021-02-10,UMB,120,14458,0
2021-02-10,UMB,180,14458,0
2021-02-10,UMB,270,14458,0
2021-02-10,VDA,-1,3865,0
2021-02-10,VDA,30,3853,0
2021-02-10,VDA,90,3865,0
2021-02-10,VDA,120,3865,0
2021-02-10,VDA,180,3865,0
2021-02-10,VDA,270,3865,0
2021-02-10,VEN,-1,108029,0
2021-02-10,VEN,30,107914,0
2021-02-10,VEN,90,108029,0
2021-02-10,VEN,120,108029,0
2021-02-10,VEN,180,108029,0
2021-02-10,VEN,270,108029,0
2021-02-11,ABR,-1,19868,0
2021-02-11,ABR,30,19857,0
2021-02-11,ABR,90,19868,0
2021-02-11,ABR,120,19868,0
2021-02-11,ABR,180,19868,0
2021-02-11,ABR,270,19868,0
2021-02-11,BAS,-1,10589,0
2021-02-11,BAS,30,10585,0
2021-02-11,BAS,90,10589,0
2021-02-11,BAS,120,10589,0
2021-02-11,BAS,180,10589,0
2021-02-11,BAS,270,10589,0
2021-02-11,CAL,-1,33112,0
2021-02-11,CAL,30,33096,0
2021-02-11,CAL,90,33112,0
2021-02-11,CAL,120,33112,0
2021-02-11,CAL,180,33112,0
2021-02-11,CAL,270,33112,0
2021-02-11,CAM,-1,102870,0
2021-02-11,CAM,30,102658,0
2021-02-11,CAM,90,102870,0
2021-02-11,CAM,120,102870,0
2021-02-11,CAM,180,102870,0
2021-02-11,CAM,270,102870,0
2021-02-11,EMR,-1,126720,0
2021-02-11,EMR,30,126467,0
2021-02-11,EMR,90,126720,0
2021-02-11,EMR,120,126720,0
2021-02-11,EMR,180,126720,0
2021-02-11,EMR,270,126720,0
2021-02-11,FVG,-1,33217,0
2021-02-11,FVG,30,33173,0
2021-02-11,FVG,90,33217,0
2021-02-11,FVG,120,33217,0
2021-02-11,FVG,180,33217,0
2021-02-11,FVG,270,33217,0
2021-02-11,LAZ,-1,120628,0
2021-02-11,LAZ,30,120419,0
2021-02-11,LAZ,90,120628,0
2021-02-11,LAZ,120,120628,0
2021-02-11,LAZ,180,120628,0
2021-02-11,LAZ,270,120628,0
2021-02-11,LIG,-1,37243,0
2021-02-11,LIG,30,37213,0
2021-02-11,LIG,90,37243,0
2021-02-11,LIG,120,37243,0
2021-02-11,LIG,180,37243,0
2021-02-11,LIG,270,37243,0
2021-02-11,LOM,-1,233739,0
2021-02-11,LOM,30,233553,0
2021-02-11,LOM,90,233739,0
2021-02-11,LOM,120,233739,0
2021-02-11,LOM,180,233739,0
2021-02-11,LOM,270,233739,0
2021-02-11,MAR,-1,28447,0
2021-02-11,MAR,30,28430,0
2021-02-11,MAR,90,28447,0
2021-02-11,MAR,120,28447,0
2021-02-11,MAR,180,28447,0
2021-02-11,MAR,270,28447,0
2021-02-11,MOL,-1,6565,0
2021-02-11,MOL,30,6535,0
2021-02-11,MOL,90,6565,0
2021-02-11,MOL,120,6565,0
2021-02-11,MOL,180,6565,0
2021-02-11,MOL,270,6565,0
2021-02-11,PAB,-1,23578,0
2021-02-11,PAB,30,23552,0
2021-02-11,PAB,90,23578,0
2021-02-11,PAB,120,23578,0
2021-02-11,PAB,180,23578,0
2021-02-11,PAB,270,23578,0
2021-02-11,PAT,-1,12398,0
2021-02-11,PAT,30,12380,0
2021-02-11,PAT,90,12398,0
2021-02-11,PAT,120,12398,0
2021-02-11,PAT,180,12398,0
2021-02-11,PAT,270,12398,0
2021-02-11,PIE,-1,128773,0
2021-02-11,PIE,30,128647,0
2021-02-11,PIE,90,128773,0
2021-02-11,PIE,120,128773,0
2021-02-11,PIE,180,128773,0
2021-02-11,PIE,270,128773,0
2021-02-11,PUG,-1,68012,0
2021-02-11,PUG,30,67949,0
2021-02-11,PUG,90,68012,0
2021-02-11,PUG,120,68012,0
2021-02-11,PUG,180,68012,0
2021-02-11,PUG,270,68012,0
2021-02-11,SAR,-1,25352,0
2021-02-11,SAR,30,25332,0
2021-02-11,SAR,90,25352,0
2021-02-11,SAR,120,25352,0
2021-02-11,SAR,180,25352,0
2021-02-11,SAR,270,25352,0
2021-02-11,SIC,-1,98528,0
2021-02-11,SIC,30,98382,0
2021-02-11,SIC,90,98528,0
2021-02-11,SIC,120,98528,0
2021-02-11,SIC,180,98528,0
2021-02-11,SIC,270,98528,0
2021-02-11,TOS,-1,71186,0
2021-02-11,TOS,30,71107,0
2021-02-11,TOS,90,71186,0
2021-02-11,TOS,120,71186,0
2021-02-11,TOS,180,71186,0
2021-02-11,TOS,270,71186,0
2021-02-11,UMB,-1,14464,0
2021-02-11,UMB,30,14435,0
2021-02-11,UMB,90,14464,0
2021-02-11,UMB,120,14464,0
2021-02-11,UMB,180,14464,0
2021-02-11,UMB,270,14464,0
2021-02-11,VDA,-1,3874,0
2021-02-11,VDA,30,3861,0
2021-02-11,VDA,90,3874,0
2021-02-11,VDA,120,3874,0
2021-02-11,VDA,180,3874,0
2021-02-11,VDA,270,3874,0
2021-02-11,VEN,-1,108696,0
2021-02-11,VEN,30,108553,0
2021-02-11,VEN,90,108696,0
2021-02-11,VEN,120,108696,0
2021-02-11,VEN,180,108696,0
2021-02-11,VEN,270,108696,0
2021-02-12,ABR,-1,20061,0
2021-02-12,ABR,30,20048,0
2021-02-12,ABR,90,20061,0
2021-02-12,ABR,120,20061,0
2021-02-12,ABR,180,20061,0
2021-02-12,ABR,270,20061,0
2021-02-12,BAS,-1,10623,0
2021-02-12,BAS,30,10619,0
2021-02-12,BAS,90,10623,0
2021-02-12,BAS,120,10623,0
2021-02-12,BAS,180,10623,0
2021-02-12,BAS,270,10623,0
2021-02-12,CAL,-1,33884,0
2021-02-12,CAL,30,33863,0
2021-02-12,CAL,90,33884,0
2021-02-12,CAL,120,33884,0
2021-02-12,CAL,180,33884,0
2021-02-12,CAL,270,33884,0
2021-02-12,CAM,-1,103168,0
2021-02-12,CAM,30,102926,0
2021-02-12,CAM,90,103168,0
2021-02-12,CAM,120,103168,0
2021-02-12,CAM,180,103168,0
2021-02-12,CAM,270,103168,0
2021-02-12,EMR,-1,128163,0
2021-02-12,EMR,30,127861,0
2021-02-12,EMR,90,128163,0
2021-02-12,EMR,120,128163,0
2021-02-12,EMR,180,128163,0
2021-02-12,EMR,270,128163,0
2021-02-12,FVG,-1,33283,0
2021-02-12,FVG,30,33234,0
2021-02-12,FVG,90,33283,0
2021-02-12,FVG,120,33283,0
2021-02-12,FVG,180,33283,0
2021-02-12,FVG,270,33283,0
2021-02-12,LAZ,-1,121239,0
2021-02-12,LAZ,30,120971,0
2021-02-12,LAZ,90,121239,0
2021-02-12,LAZ,120,121239,0
2021-02-12,LAZ,180,121239,0
2021-02-12,LAZ,270,121239,0
2021-02-12,LIG,-1,38292,0
2021-02-12,LIG,30,38256,0
2021-02-12,LIG,90,38292,0
2021-02-12,LIG,120,38292,0
2021-02-12,LIG,180,38292,0
2021-02-12,LIG,270,38292,0
2021-02-12,LOM,-1,238962,0
2021-02-12,LOM,30,238723,0
2021-02-12,LOM,90,238962,0
2021-02-12,LOM,120,238962,0
2021-02-12,LOM,180,238962,0
2021-02-12,LOM,270,238962,0
2021-02-12,MAR,-1,28604,0
2021-02-12,MAR,30,28578,0
2021-02-12,MAR,90,28604,0
2021-02-12,MAR,120,28604,0
2021-02-12,MAR,180,28604,0
2021-02-12,MAR,270,28604,0
2021-02-12,MOL,-1,6692,0
2021-02-12,MOL,30,6661,0
2021-02-12,MOL,90,6692,0
2021-02-12,MOL,120,6692,0
2021-02-12,MOL,180,6692,0
2021-02-12,MOL,270,6692,0
2021-02-12,PAB,-1,23844,0
2021-02-12,PAB,30,23815,0
2021-02-12,PAB,90,23844,0
2021-02-12,PAB,120,23844,0
2021-02-12,PAB,180,23844,0
2021-02-12,PAB,270,23844,0
2021-02-12,PAT,-1,12842,0
2021-02-12,PAT,30,12824,0
2021-02-12,PAT,90,12842,0
2021-02-12,PAT,120,12842,0
2021-02-12,PAT,180,12842,0
2021-02-12,PAT,270,12842,0
2021-02-12,PIE,-1,131767,0
2021-02-12,PIE,30,131623,0
2021-02-12,PIE,90,131767,0
2021-02-12,PIE,120,131767,0
2021-02-12,PIE,180,131767,0
2021-02-12,PIE,270,131767,0
2021-02-12,PUG,-1,69140,0
2021-02-12,PUG,30,69072,0
2021-02-12,PUG,90,69140,0
2021-02-12,PUG,120,69140,0
2021-02-12,PUG,180,69140,0
2021-02-12,PUG,270,69140,0
2021-02-12,SAR,-1,25419,0
2021-02-12,SAR,30,25399,0
2021-02-12,SAR,90,25419,0
2021-02-12,SAR,120,25419,0
2021-02-12,SAR,180,25419,0
2021-02-12,SAR,270,25419,0
2021-02-12,SIC,-1,98843,0
2021-02-12,SIC,30,98687,0
2021-02-12,SIC,90,98843,0
2021-02-12,SIC,120,98843,0
2021-02-12,SIC,180,98843,0
2021-02-12,SIC,270,98843,0
2021-02-12,TOS,-1,71468,0
2021-02-12,TOS,30,71354,0
2021-02-12,TOS,90,71468,0
2021-02-12,TOS,120,71468,0
2021-02-12,TOS,180,71468,0
2021-02-12,TOS,270,71468,0
2021-02-12,UMB,-1,14470,0
2021-02-12,UMB,30,14439,0
2021-02-12,UMB,90,14470,0
2021-02-12,UMB,120,14470,0
2021-02-12,UMB,180,14470,0
2021-02-12,UMB,270,14470,0
2021-02-12,VDA,-1,3920,0
2021-02-12,VDA,30,3907,0
2021-02-12,VDA,90,3920,0
2021-02-12,VDA,120,3920,0
2021-02-12,VDA,180,3920,0
2021-02-12,VDA,270,3920,0
2021-02-12,VEN,-1,109345,0
2021-02-12,VEN,30,109198,0
2021-02-12,VEN,90,109345,0
2021-02-12,VEN,120,109345,0
2021-02-12,VEN,180,109345,0
2021-02-12,VEN,270,109345,0
2021-02-13,ABR,-1,20489,0
2021-02-13,ABR,30,20475,0
2021-02-13,ABR,90,20489,0
2021-02-13,ABR,120,20489,0
2021-02-13,ABR,180,20489,0
2021-02-13,ABR,270,20489,0
2021-02-13,BAS,-1,10722,0
2021-02-13,BAS,30,10718,0
2021-02-13,BAS,90,10722,0
2021-02-13,BAS,120,10722,0
2021-02-13,BAS,180,10722,0
2021-02-13,BAS,270,10722,0
2021-02-13,CAL,-1,34259,0
2021-02-13,CAL,30,34236,0
2021-02-13,CAL,90,34259,0
2021-02-13,CAL,120,34259,0
2021-02-13,CAL,180,34259,0
2021-02-13,CAL,270,34259,0
2021-02-13,CAM,-1,103434,0
2021-02-13,CAM,30,103169,0
2021-02-13,CAM,90,103434,0
2021-02-13,CAM,120,103434,0
2021-02-13,CAM,180,103434,0
2021-02-13,CAM,270,103434,0
2021-02-13,EMR,-1,128781,0
2021-02-13,EMR,30,128437,0
2021-02-13,EMR,90,128781,0
2021-02-13,EMR,120,128781,0
2021-02-13,EMR,180,128781,0
2021-02-13,EMR,270,128781,0
2021-02-13,FVG,-1,33293,0
2021-02-13,FVG,30,33242,0
2021-02-13,FVG,90,33293,0
2021-02-13,FVG,120,33293,0
2021-02-13,FVG,180,33293,0
2021-02-13,FVG,270,33293,0
2021-02-13,LAZ,-1,121740,0
2021-02-13,LAZ,30,121426,0
2021-02-13,LAZ,90,121740,0
2021-02-13,LAZ,120,121740,0
2021-02-13,LAZ,180,121740,0
2021-02-13,LAZ,270,121740,0
2021-02-13,LIG,-1,38576,0
2021-02-13,LIG,30,38537,0
2021-02-13,LIG,90,38576,0
2021-02-13,LIG,120,38576,0
2021-02-13,LIG,180,38576,0
2021-02-13,LIG,270,38576,0
2021-02-13,LOM,-1,240508,0
2021-02-13,LOM,30,240195,0
2021-02-13,LOM,90,240508,0
2021-02-13,LOM,120,240508,0
2021-02-13,LOM,180,240508,0
2021-02-13,LOM,270,240508,0
2021-02-13,MAR,-1,28695,0
2021-02-13,MAR,30,28664,0
2021-02-13,MAR,90,28695,0
2021-02-13,MAR,120,28695,0
2021-02-13,MAR,180,28695,0
2021-02-13,MAR,270,28695,0
2021-02-13,MOL,-1,6692,0
2021-02-13,MOL,30,6659,0
2021-02-13,MOL,90,6692,0
2021-02-13,MOL,120,6692,0
2021-02-13,MOL,180,6692,0
2021-02-13,MOL,270,6692,0
2021-02-13,PAB,-1,23851,0
2021-02-13,PAB,30,23815,0
2021-02-13,PAB,90,23851,0
2021-02-13,PAB,120,23851,0
2021-02-13,PAB,180,23851,0
2021-02-13,PAB,270,23851,0
2021-02-13,PAT,-1,13213,0
2021-02-13,PAT,30,13188,0
2021-02-13,PAT,90,13213,0
2021-02-13,PAT,120,13213,0
2021-02-13,PAT,180,13213,0
2021-02-13,PAT,270,13213,0
2021-02-13,PIE,-1,133020,0
2021-02-13,PIE,30,132768,0
2021-02-13,PIE,90,133020,0
2021-02-13,PIE,120,133020,0
2021-02-13,PIE,180,133020,0
2021-02-13,PIE,270,133020,0
2021-02-13,PUG,-1,69854,0
2021-02-13,PUG,30,69780,0
2021-02-13,PUG,90,69854,0
2021-02-13,PUG,120,69854,0
2021-02-13,PUG,180,69854,0
2021-02-13,PUG,270,69854,0
2021-02-13,SAR,-1,25425,0
2021-02-13,SAR,30,25405,0
2021-02-13,SAR,90,25425,0
2021-02-13,SAR,120,25425,0
2021-02-13,SAR,180,25425,0
2021-02-13,SAR,270,25425,0
2021-02-13,SIC,-1,99109,0
2021-02-13,SIC,30,98943,0
2021-02-13,SIC,90,99109,0
2021-02-13,SIC,120,99109,0
2021-02-13,SIC,180,99109,0
2021-02-13,SIC,270,99109,0
2021-02-13,TOS,-1,71790,0
2021-02-13,TOS,30,71674,0
2021-02-13,TOS,90,71790,0
2021-02-13,TOS,120,71790,0
2021-02-13,TOS,180,71790,0
2021-02-13,TOS,270,71790,0
2021-02-13,UMB,-1,14473,0
2021-02-13,UMB,30,14434,0
2021-02-13,UMB,90,14473,0
2021-02-13,UMB,120,14473,0
2021-02-13,UMB,180,14473,0
2021-02-13,UMB,270,14473,0
2021-02-13,VDA,-1,3933,0
2021-02-13,VDA,30,3920,0
2021-02-13,VDA,90,3933,0
2021-02-13,VDA,120,3933,0
2021-02-13,VDA,180,3933,0
2021-02-13,VDA,270,3933,0
2021-02-13,VEN,-1,109382,0
2021-02-13,VEN,30,109197,0
2021-02-13,VEN,90,109382,0
2021-02-13,VEN,120,109382,0
2021-02-13,VEN,180,109382,0
2021-02-13,VEN,270,109382,0
2021-02-14,ABR,-1,20489,0
2021-02-14,ABR,30,20475,0
2021-02-14,ABR,90,20489,0
2021-02-14,ABR,120,20489,0
2021-02-14,ABR,180,20489,0
2021-02-14,ABR,270,20489,0
2021-02-14,BAS,-1,10768,0
2021-02-14,BAS,30,10764,0
2021-02-14,BAS,90,10768,0
2021-02-14,BAS,120,10768,0
2021-02-14,BAS,180,10768,0
2021-02-14,BAS,270,10768,0
2021-02-14,CAL,-1,34300,0
2021-02-14,CAL,30,34275,0
2021-02-14,CAL,90,34300,0
2021-02-14,CAL,120,34300,0
2021-02-14,CAL,180,34300,0
2021-02-14,CAL,270,34300,0
2021-02-14,CAM,-1,103490,0
2021-02-14,CAM,30,103196,0
2021-02-14,CAM,90,103490,0
2021-02-14,CAM,120,103490,0
2021-02-14,CAM,180,103490,0
2021-02-14,CAM,270,103490,0
2021-02-14,EMR,-1,128912,0
2021-02-14,EMR,30,128554,0
2021-02-14,EMR,90,128912,0
2021-02-14,EMR,120,128912,0
2021-02-14,EMR,180,128912,0
2021-02-14,EMR,270,128912,0
2021-02-14,FVG,-1,33294,0
2021-02-14,FVG,30,33239,0
2021-02-14,FVG,90,33294,0
2021-02-14,FVG,120,33294,0
2021-02-14,FVG,180,33294,0
2021-02-14,FVG,270,33294,0
2021-02-14,LAZ,-1,122263,0
2021-02-14,LAZ,30,121931,0
2021-02-14,LAZ,90,122263,0
2021-02-14,LAZ,120,122263,0
2021-02-14,LAZ,180,122263,0
2021-02-14,LAZ,270,122263,0
2021-02-14,LIG,-1,38576,0
2021-02-14,LIG,30,38530,0
2021-02-14,LIG,90,38576,0
2021-02-14,LIG,120,38576,0
2021-02-14,LIG,180,38576,0
2021-02-14,LIG,270,38576,0
2021-02-14,LOM,-1,241165,0
2021-02-14,LOM,30,240790,0
2021-02-14,LOM,90,241165,0
2021-02-14,LOM,120,241165,0
2021-02-14,LOM,180,241165,0
2021-02-14,LOM,270,241165,0
2021-02-14,MAR,-1,28696,0
2021-02-14,MAR,30,28660,0
2021-02-14,MAR,90,28696,0
2021-02-14,MAR,120,28696,0
2021-02-14,MAR,180,28696,0
2021-02-14,MAR,270,28696,0
