data_somministrazione,fascia_anagrafica,delta_T,cum_vaccinazioni,cum_booster
2021-01-09,60-69,30,175,0
2021-01-09,60-69,90,175,0
2021-01-09,60-69,120,175,0
2021-01-09,60-69,180,175,0
2021-01-09,60-69,270,175,0
2021-01-09,70-79,-1,69,0
2021-01-09,70-79,30,69,0
2021-01-09,70-79,90,69,0
2021-01-09,70-79,120,69,0
2021-01-09,70-79,180,69,0
2021-01-09,70-79,270,69,0
2021-01-09,80-89,-1,156,0
2021-01-09,80-89,30,156,0
2021-01-09,80-89,90,156,0
2021-01-09,80-89,120,156,0
2021-01-09,80-89,180,156,0
2021-01-09,80-89,270,156,0
2021-01-09,90+,-1,148,0
2021-01-09,90+,30,148,0
2021-01-09,90+,90,148,0
2021-01-09,90+,120,148,0
2021-01-09,90+,180,148,0
2021-01-09,90+,270,148,0
2021-01-10,05-11,-1,0,0
2021-01-10,05-11,30,0,0
2021-01-10,05-11,90,0,0
2021-01-10,05-11,120,0,0
2021-01-10,05-11,180,0,0
2021-01-10,05-11,270,0,0
2021-01-10,12-19,-1,4,0
2021-01-10,12-19,30,4,0
2021-01-10,12-19,90,4,0
2021-01-10,12-19,120,4,0
2021-01-10,12-19,180,4,0
2021-01-10,12-19,270,4,0
2021-01-10,20-29,-1,315,0
2021-01-10,20-29,30,315,0
2021-01-10,20-29,90,315,0
2021-01-10,20-29,120,315,0
2021-01-10,20-29,180,315,0
2021-01-10,20-29,270,315,0
2021-01-10,30-39,-1,401,0
2021-01-10,30-39,30,401,0
2021-01-10,30-39,90,401,0
2021-01-10,30-39,120,401,0
2021-01-10,30-39,180,401,0
2021-01-10,30-39,270,401,0
2021-01-10,40-49,-1,358,0
2021-01-10,40-49,30,358,0
2021-01-10,40-49,90,358,0
2021-01-10,40-49,120,358,0
2021-01-10,40-49,180,358,0
2021-01-10,40-49,270,358,0
2021-01-10,50-59,-1,409,0
2021-01-10,50-59,30,409,0
2021-01-10,50-59,90,409,0
2021-01-10,50-59,120,409,0
2021-01-10,50-59,180,409,0
2021-01-10,50-59,270,409,0
2021-01-10,60-69,-1,186,0
2021-01-10,60-69,30,186,0
2021-01-10,60-69,90,186,0
2021-01-10,60-69,120,186,0
2021-01-10,60-69,180,186,0
2021-01-10,60-69,270,186,0
2021-01-10,70-79,-1,71,0
2021-01-10,70-79,30,71,0
2021-01-10,70-79,90,71,0
2021-01-10,70-79,120,71,0
2021-01-10,70-79,180,71,0
2021-01-10,70-79,270,71,0
2021-01-10,80-89,-1,169,0
2021-01-10,80-89,30,169,0
2021-01-10,80-89,90,169,0
2021-01-10,80-89,120,169,0
2021-01-10,80-89,180,169,0
2021-01-10,80-89,270,169,0
2021-01-10,90+,-1,153,0
2021-01-10,90+,30,153,0
2021-01-10,90+,90,153,0
2021-01-10,90+,120,153,0
2021-01-10,90+,180,153,0
2021-01-10,90+,270,153,0
2021-01-11,05-11,-1,0,0
2021-01-11,05-11,30,0,0
2021-01-11,05-11,90,0,0
2021-01-11,05-11,120,0,0
2021-01-11,05-11,180,0,0
2021-01-11,05-11,270,0,0
2021-01-11,12-19,-1,5,0
2021-01-11,12-19,30,5,0
2021-01-11,12-19,90,5,0
2021-01-11,12-19,120,5,0
2021-01-11,12-19,180,5,0
2021-01-11,12-19,270,5,0
2021-01-11,20-29,-1,347,0
2021-01-11,20-29,30,347,0
2021-01-11,20-29,90,347,0
2021-01-11,20-29,120,347,0
2021-01-11,20-29,180,347,0
2021-01-11,20-29,270,347,0
2021-01-11,30-39,-1,443,0
2021-01-11,30-39,30,443,0
2021-01-11,30-39,90,443,0
2021-01-11,30-39,120,443,0
2021-01-11,30-39,180,443,0
2021-01-11,30-39,270,443,0
2021-01-11,40-49,-1,410,0
2021-01-11,40-49,30,410,0
2021-01-11,40-49,90,410,0
2021-01-11,40-49,120,410,0
2021-01-11,40-49,180,410,0
2021-01-11,40-49,270,410,0
2021-01-11,50-59,-1,471,0
2021-01-11,50-59,30,471,0
2021-01-11,50-59,90,471,0
2021-01-11,50-59,120,471,0
2021-01-11,50-59,180,471,0
2021-01-11,50-59,270,471,0
2021-01-11,60-69,-1,223,0
2021-01-11,60-69,30,223,0
2021-01-11,60-69,90,223,0
2021-01-11,60-69,120,223,0
2021-01-11,60-69,180,223,0
2021-01-11,60-69,270,223,0
2021-01-11,70-79,-1,78,0
2021-01-11,70-79,30,78,0
2021-01-11,70-79,90,78,0
2021-01-11,70-79,120,78,0
2021-01-11,70-79,180,78,0
2021-01-11,70-79,270,78,0
2021-01-11,80-89,-1,189,0
2021-01-11,80-89,30,189,0
2021-01-11,80-89,90,189,0
2021-01-11,80-89,120,189,0
2021-01-11,80-89,180,189,0
2021-01-11,80-89,270,189,0
2021-01-11,90+,-1,179,0
2021-01-11,90+,30,179,0
2021-01-11,90+,90,179,0
2021-01-11,90+,120,179,0
2021-01-11,90+,180,179,0
2021-01-11,90+,270,179,0
2021-01-12,05-11,-1,0,0
2021-01-12,05-11,30,0,0
2021-01-12,05-11,90,0,0
2021-01-12,05-11,120,0,0
2021-01-12,05-11,180,0,0
2021-01-12,05-11,270,0,0
2021-01-12,12-19,-1,5,0
2021-01-12,12-19,30,5,0
2021-01-12,12-19,90,5,0
2021-01-12,12-19,120,5,0
2021-01-12,12-19,180,5,0
2021-01-12,12-19,270,5,0
2021-01-12,20-29,-1,375,0
2021-01-12,20-29,30,375,0
2021-01-12,20-29,90,375,0
2021-01-12,20-29,120,375,0
2021-01-12,20-29,180,375,0
2021-01-12,20-29,270,375,0
2021-01-12,30-39,-1,477,0
2021-01-12,30-39,30,477,0
2021-01-12,30-39,90,477,0
2021-01-12,30-39,120,477,0
2021-01-12,30-39,180,477,0
2021-01-12,30-39,270,477,0
2021-01-12,40-49,-1,454,0
2021-01-12,40-49,30,454,0
2021-01-12,40-49,90,454,0
2021-01-12,40-49,120,454,0
2021-01-12,40-49,180,454,0
2021-01-12,40-49,270,454,0
2021-01-12,50-59,-1,518,0
2021-01-12,50-59,30,518,0
2021-01-12,50-59,90,518,0
2021-01-12,50-59,120,518,0
2021-01-12,50-59,180,518,0
2021-01-12,50-59,270,518,0
2021-01-12,60-69,-1,261,0
2021-01-12,60-69,30,261,0
2021-01-12,60-69,90,261,0
2021-01-12,60-69,120,261,0
2021-01-12,60-69,180,261,0
2021-01-12,60-69,270,261,0
2021-01-12,70-79,-1,97,0
2021-01-12,70-79,30,97,0
2021-01-12,70-79,90,97,0
2021-01-12,70-79,120,97,0
2021-01-12,70-79,180,97,0
2021-01-12,70-79,270,97,0
2021-01-12,80-89,-1,219,0
2021-01-12,80-89,30,219,0
2021-01-12,80-89,90,219,0
2021-01-12,80-89,120,219,0
2021-01-12,80-89,180,219,0
2021-01-12,80-89,270,219,0
2021-01-12,90+,-1,209,0
2021-01-12,90+,30,209,0
2021-01-12,90+,90,209,0
2021-01-12,90+,120,209,0
2021-01-12,90+,180,209,0
2021-01-12,90+,270,209,0
2021-01-13,05-11,-1,0,0
2021-01-13,05-11,30,0,0
2021-01-13,05-11,90,0,0
2021-01-13,05-11,120,0,0
2021-01-13,05-11,180,0,0
2021-01-13,05-11,270,0,0
2021-01-13,12-19,-1,5,0
2021-01-13,12-19,30,5,0
2021-01-13,12-19,90,5,0
2021-01-13,12-19,120,5,0
2021-01-13,12-19,180,5,0
2021-01-13,12-19,270,5,0
2021-01-13,20-29,-1,414,0
2021-01-13,20-29,30,414,0
2021-01-13,20-29,90,414,0
2021-01-13,20-29,120,414,0
2021-01-13,20-29,180,414,0
2021-01-13,20-29,270,414,0
2021-01-13,30-39,-1,532,0
2021-01-13,30-39,30,532,0
2021-01-13,30-39,90,532,0
2021-01-13,30-39,120,532,0
2021-01-13,30-39,180,532,0
2021-01-13,30-39,270,532,0
2021-01-13,40-49,-1,513,0
2021-01-13,40-49,30,513,0
2021-01-13,40-49,90,513,0
2021-01-13,40-49,120,513,0
2021-01-13,40-49,180,513,0
2021-01-13,40-49,270,513,0
2021-01-13,50-59,-1,605,0
2021-01-13,50-59,30,605,0
2021-01-13,50-59,90,605,0
2021-01-13,50-59,120,605,0
2021-01-13,50-59,180,605,0
2021-01-13,50-59,270,605,0
2021-01-13,60-69,-1,299,0
2021-01-13,60-69,30,299,0
2021-01-13,60-69,90,299,0
2021-01-13,60-69,120,299,0
2021-01-13,60-69,180,299,0
2021-01-13,60-69,270,299,0
2021-01-13,70-79,-1,119,0
2021-01-13,70-79,30,119,0
2021-01-13,70-79,90,119,0
2021-01-13,70-79,120,119,0
2021-01-13,70-79,180,119,0
2021-01-13,70-79,270,119,0
2021-01-13,80-89,-1,280,0
2021-01-13,80-89,30,280,0
2021-01-13,80-89,90,280,0
2021-01-13,80-89,120,280,0
2021-01-13,80-89,180,280,0
2021-01-13,80-89,270,280,0
2021-01-13,90+,-1,244,0
2021-01-13,90+,30,244,0
2021-01-13,90+,90,244,0
2021-01-13,90+,120,244,0
2021-01-13,90+,180,244,0
2021-01-13,90+,270,244,0
2021-01-14,05-11,-1,0,0
2021-01-14,05-11,30,0,0
2021-01-14,05-11,90,0,0
2021-01-14,05-11,120,0,0
2021-01-14,05-11,180,0,0
2021-01-14,05-11,270,0,0
2021-01-14,12-19,-1,5,0
2021-01-14,12-19,30,5,0
2021-01-14,12-19,90,5,0
2021-01-14,12-19,120,5,0
2021-01-14,12-19,180,5,0
2021-01-14,12-19,270,5,0
2021-01-14,20-29,-1,455,0
2021-01-14,20-29,30,455,0
2021-01-14,20-29,90,455,0
2021-01-14,20-29,120,455,0
2021-01-14,20-29,180,455,0
2021-01-14,20-29,270,455,0
2021-01-14,30-39,-1,616,0
2021-01-14,30-39,30,616,0
2021-01-14,30-39,90,616,0
2021-01-14,30-39,120,616,0
2021-01-14,30-39,180,616,0
2021-01-14,30-39,270,616,0
2021-01-14,40-49,-1,579,0
2021-01-14,40-49,30,579,0
2021-01-14,40-49,90,579,0
2021-01-14,40-49,120,579,0
2021-01-14,40-49,180,579,0
2021-01-14,40-49,270,579,0
2021-01-14,50-59,-1,685,0
2021-01-14,50-59,30,685,0
2021-01-14,50-59,90,685,0
2021-01-14,50-59,120,685,0
2021-01-14,50-59,180,685,0
2021-01-14,50-59,270,685,0
2021-01-14,60-69,-1,343,0
2021-01-14,60-69,30,343,0
2021-01-14,60-69,90,343,0
2021-01-14,60-69,120,343,0
2021-01-14,60-69,180,343,0
2021-01-14,60-69,270,343,0
2021-01-14,70-79,-1,149,0
2021-01-14,70-79,30,149,0
2021-01-14,70-79,90,149,0
2021-01-14,70-79,120,149,0
2021-01-14,70-79,180,149,0
2021-01-14,70-79,270,149,0
2021-01-14,80-89,-1,352,0
2021-01-14,80-89,30,352,0
2021-01-14,80-89,90,352,0
2021-01-14,80-89,120,352,0
2021-01-14,80-89,180,352,0
2021-01-14,80-89,270,352,0
2021-01-14,90+,-1,310,0
2021-01-14,90+,30,310,0
2021-01-14,90+,90,310,0
2021-01-14,90+,120,310,0
2021-01-14,90+,180,310,0
2021-01-14,90+,270,310,0
2021-01-15,05-11,-1,0,0
2021-01-15,05-11,30,0,0
2021-01-15,05-11,90,0,0
2021-01-15,05-11,120,0,0
2021-01-15,05-11,180,0,0
2021-01-15,05-11,270,0,0
2021-01-15,12-19,-1,5,0
2021-01-15,12-19,30,5,0
2021-01-15,12-19,90,5,0
2021-01-15,12-19,120,5,0
2021-01-15,12-19,180,5,0
2021-01-15,12-19,270,5,0
2021-01-15,20-29,-1,481,0
2021-01-15,20-29,30,481,0
2021-01-15,20-29,90,481,0
2021-01-15,20-29,120,481,0
2021-01-15,20-29,180,481,0
2021-01-15,20-29,270,481,0
2021-01-15,30-39,-1,661,0
2021-01-15,30-39,30,661,0
2021-01-15,30-39,90,661,0
2021-01-15,30-39,120,661,0
2021-01-15,30-39,180,661,0
2021-01-15,30-39,270,661,0
2021-01-15,40-49,-1,620,0
2021-01-15,40-49,30,620,0
2021-01-15,40-49,90,620,0
2021-01-15,40-49,120,620,0
2021-01-15,40-49,180,620,0
2021-01-15,40-49,270,620,0
2021-01-15,50-59,-1,757,0
2021-01-15,50-59,30,757,0
2021-01-15,50-59,90,757,0
2021-01-15,50-59,120,757,0
2021-01-15,50-59,180,757,0
2021-01-15,50-59,270,757,0
2021-01-15,60-69,-1,380,0
2021-01-15,60-69,30,380,0
2021-01-15,60-69,90,380,0
2021-01-15,60-69,120,380,0
2021-01-15,60-69,180,380,0
2021-01-15,60-69,270,380,0
2021-01-15,70-79,-1,159,0
2021-01-15,70-79,30,159,0
2021-01-15,70-79,90,159,0
2021-01-15,70-79,120,159,0
2021-01-15,70-79,180,159,0
2021-01-15,70-79,270,159,0
2021-01-15,80-89,-1,391,0
2021-01-15,80-89,30,391,0
2021-01-15,80-89,90,391,0
2021-01-15,80-89,120,391,0
2021-01-15,80-89,180,391,0
2021-01-15,80-89,270,391,0
2021-01-15,90+,-1,340,0
2021-01-15,90+,30,340,0
2021-01-15,90+,90,340,0
2021-01-15,90+,120,340,0
2021-01-15,90+,180,340,0
2021-01-15,90+,270,340,0
2021-01-16,05-11,-1,0,0
2021-01-16,05-11,30,0,0
2021-01-16,05-11,90,0,0
2021-01-16,05-11,120,0,0
2021-01-16,05-11,180,0,0
2021-01-16,05-11,270,0,0
2021-01-16,12-19,-1,5,0
2021-01-16,12-19,30,5,0
2021-01-16,12-19,90,5,0
2021-01-16,12-19,120,5,0
2021-01-16,12-19,180,5,0
2021-01-16,12-19,270,5,0
2021-01-16,20-29,-1,501,0
2021-01-16,20-29,30,501,0
2021-01-16,20-29,90,501,0
2021-01-16,20-29,120,501,0
2021-01-16,20-29,180,501,0
2021-01-16,20-29,270,501,0
2021-01-16,30-39,-1,684,0
2021-01-16,30-39,30,684,0
2021-01-16,30-39,90,684,0
2021-01-16,30-39,120,684,0
2021-01-16,30-39,180,684,0
2021-01-16,30-39,270,684,0
2021-01-16,40-49,-1,663,0
2021-01-16,40-49,30,663,0
2021-01-16,40-49,90,663,0
2021-01-16,40-49,120,663,0
2021-01-16,40-49,180,663,0
2021-01-16,40-49,270,663,0
2021-01-16,50-59,-1,791,0
2021-01-16,50-59,30,791,0
2021-01-16,50-59,90,791,0
2021-01-16,50-59,120,791,0
2021-01-16,50-59,180,791,0
2021-01-16,50-59,270,791,0
2021-01-16,60-69,-1,412,0
2021-01-16,60-69,30,412,0
2021-01-16,60-69,90,412,0
2021-01-16,60-69,120,412,0
2021-01-16,60-69,180,412,0
2021-01-16,60-69,270,412,0
2021-01-16,70-79,-1,175,0
2021-01-16,70-79,30,175,0
2021-01-16,70-79,90,175,0
2021-01-16,70-79,120,175,0
2021-01-16,70-79,180,175,0
2021-01-16,70-79,270,175,0
2021-01-16,80-89,-1,420,0
2021-01-16,80-89,30,420,0
2021-01-16,80-89,90,420,0
2021-01-16,80-89,120,420,0
2021-01-16,80-89,180,420,0
2021-01-16,80-89,270,420,0
2021-01-16,90+,-1,355,0
2021-01-16,90+,30,355,0
2021-01-16,90+,90,355,0
2021-01-16,90+,120,355,0
2021-01-16,90+,180,355,0
2021-01-16,90+,270,355,0
2021-01-17,05-11,-1,0,0
2021-01-17,05-11,30,0,0
2021-01-17,05-11,90,0,0
2021-01-17,05-11,120,0,0
2021-01-17,05-11,180,0,0
2021-01-17,05-11,270,0,0
2021-01-17,12-19,-1,5,0
2021-01-17,12-19,30,5,0
2021-01-17,12-19,90,5,0
2021-01-17,12-19,120,5,0
2021-01-17,12-19,180,5,0
2021-01-17,12-19,270,5,0
2021-01-17,20-29,-1,777,0
2021-01-17,20-29,30,777,0
2021-01-17,20-29,90,777,0
2021-01-17,20-29,120,777,0
2021-01-17,20-29,180,777,0
2021-01-17,20-29,270,777,0
2021-01-17,30-39,-1,1266,0
2021-01-17,30-39,30,1266,0
2021-01-17,30-39,90,1266,0
2021-01-17,30-39,120,1266,0
2021-01-17,30-39,180,1266,0
2021-01-17,30-39,270,1266,0
2021-01-17,40-49,-1,1252,0
2021-01-17,40-49,30,1252,0
2021-01-17,40-49,90,1252,0
2021-01-17,40-49,120,1252,0
2021-01-17,40-49,180,1252,0
2021-01-17,40-49,270,1252,0
2021-01-17,50-59,-1,1689,0
2021-01-17,50-59,30,1689,0
2021-01-17,50-59,90,1689,0
2021-01-17,50-59,120,1689,0
2021-01-17,50-59,180,1689,0
2021-01-17,50-59,270,1689,0
2021-01-17,60-69,-1,1069,0
2021-01-17,60-69,30,1069,0
2021-01-17,60-69,90,1069,0
2021-01-17,60-69,120,1069,0
2021-01-17,60-69,180,1069,0
2021-01-17,60-69,270,1069,0
2021-01-17,70-79,-1,203,0
2021-01-17,70-79,30,203,0
2021-01-17,70-79,90,203,0
2021-01-17,70-79,120,203,0
2021-01-17,70-79,180,203,0
2021-01-17,70-79,270,203,0
2021-01-17,80-89,-1,438,0
2021-01-17,80-89,30,438,0
2021-01-17,80-89,90,438,0
2021-01-17,80-89,120,438,0
2021-01-17,80-89,180,438,0
2021-01-17,80-89,270,438,0
2021-01-17,90+,-1,367,0
2021-01-17,90+,30,367,0
2021-01-17,90+,90,367,0
2021-01-17,90+,120,367,0
2021-01-17,90+,180,367,0
2021-01-17,90+,270,367,0
2021-01-18,05-11,-1,0,0
2021-01-18,05-11,30,0,0
2021-01-18,05-11,90,0,0
2021-01-18,05-11,120,0,0
2021-01-18,05-11,180,0,0
2021-01-18,05-11,270,0,0
2021-01-18,12-19,-1,5,0
2021-01-18,12-19,30,5,0
2021-01-18,12-19,90,5,0
2021-01-18,12-19,120,5,0
2021-01-18,12-19,180,5,0
2021-01-18,12-19,270,5,0
2021-01-18,20-29,-1,1186,0
2021-01-18,20-29,30,1186,0
2021-01-18,20-29,90,1186,0
2021-01-18,20-29,120,1186,0
2021-01-18,20-29,180,1186,0
2021-01-18,20-29,270,1186,0
2021-01-18,30-39,-1,2052,0
2021-01-18,30-39,30,2052,0
2021-01-18,30-39,90,2052,0
2021-01-18,30-39,120,2052,0
2021-01-18,30-39,180,2052,0
2021-01-18,30-39,270,2052,0
2021-01-18,40-49,-1,2324,0
2021-01-18,40-49,30,2324,0
2021-01-18,40-49,90,2324,0
2021-01-18,40-49,120,2324,0
2021-01-18,40-49,180,2324,0
2021-01-18,40-49,270,2324,0
2021-01-18,50-59,-1,3200,0
2021-01-18,50-59,30,3200,0
2021-01-18,50-59,90,3200,0
2021-01-18,50-59,120,3200,0
2021-01-18,50-59,180,3200,0
2021-01-18,50-59,270,3200,0
2021-01-18,60-69,-1,2213,0
2021-01-18,60-69,30,2213,0
2021-01-18,60-69,90,2213,0
2021-01-18,60-69,120,2213,0
2021-01-18,60-69,180,2213,0
2021-01-18,60-69,270,2213,0
2021-01-18,70-79,-1,315,0
2021-01-18,70-79,30,315,0
2021-01-18,70-79,90,315,0
2021-01-18,70-79,120,315,0
2021-01-18,70-79,180,315,0
2021-01-18,70-79,270,315,0
2021-01-18,80-89,-1,533,0
2021-01-18,80-89,30,533,0
2021-01-18,80-89,90,533,0
2021-01-18,80-89,120,533,0
2021-01-18,80-89,180,533,0
2021-01-18,80-89,270,533,0
2021-01-18,90+,-1,448,0
2021-01-18,90+,30,448,0
2021-01-18,90+,90,448,0
2021-01-18,90+,120,448,0
2021-01-18,90+,180,448,0
2021-01-18,90+,270,448,0
2021-01-19,05-11,-1,0,0
2021-01-19,05-11,30,0,0
2021-01-19,05-11,90,0,0
2021-01-19,05-11,120,0,0
2021-01-19,05-11,180,0,0
2021-01-19,05-11,270,0,0
2021-01-19,12-19,-1,5,0
2021-01-19,12-19,30,5,0
2021-01-19,12-19,90,5,0
2021-01-19,12-19,120,5,0
2021-01-19,12-19,180,5,0
2021-01-19,12-19,270,5,0
2021-01-19,20-29,-1,1313,0
2021-01-19,20-29,30,1313,0
2021-01-19,20-29,90,1313,0
2021-01-19,20-29,120,1313,0
2021-01-19,20-29,180,1313,0
2021-01-19,20-29,270,1313,0
2021-01-19,30-39,-1,2367,0
2021-01-19,30-39,30,2367,0
2021-01-19,30-39,90,2367,0
2021-01-19,30-39,120,2367,0
2021-01-19,30-39,180,2367,0
2021-01-19,30-39,270,2367,0
2021-01-19,40-49,-1,2691,0
2021-01-19,40-49,30,2691,0
2021-01-19,40-49,90,2691,0
2021-01-19,40-49,120,2691,0
2021-01-19,40-49,180,2691,0
2021-01-19,40-49,270,2691,0
2021-01-19,50-59,-1,3781,0
2021-01-19,50-59,30,3781,0
2021-01-19,50-59,90,3781,0
2021-01-19,50-59,120,3781,0
2021-01-19,50-59,180,3781,0
2021-01-19,50-59,270,3781,0
2021-01-19,60-69,-1,2647,0
2021-01-19,60-69,30,2647,0
2021-01-19,60-69,90,2647,0
2021-01-19,60-69,120,2647,0
2021-01-19,60-69,180,2647,0
2021-01-19,60-69,270,2647,0
2021-01-19,70-79,-1,335,0
2021-01-19,70-79,30,335,0
2021-01-19,70-79,90,335,0
2021-01-19,70-79,120,335,0
2021-01-19,70-79,180,335,0
2021-01-19,70-79,270,335,0
2021-01-19,80-89,-1,561,0
2021-01-19,80-89,30,561,0
2021-01-19,80-89,90,561,0
2021-01-19,80-89,120,561,0
2021-01-19,80-89,180,561,0
2021-01-19,80-89,270,561,0
2021-01-19,90+,-1,469,0
2021-01-19,90+,30,469,0
2021-01-19,90+,90,469,0
2021-01-19,90+,120,469,0
2021-01-19,90+,180,469,0
2021-01-19,90+,270,469,0
2021-01-20,05-11,-1,0,0
2021-01-20,05-11,30,0,0
2021-01-20,05-11,90,0,0
2021-01-20,05-11,120,0,0
2021-01-20,05-11,180,0,0
2021-01-20,05-11,270,0,0
2021-01-20,12-19,-1,7,0
2021-01-20,12-19,30,7,0
2021-01-20,12-19,90,7,0
2021-01-20,12-19,120,7,0
2021-01-20,12-19,180,7,0
2021-01-20,12-19,270,7,0
2021-01-20,20-29,-1,1652,0
2021-01-20,20-29,30,1652,0
2021-01-20,20-29,90,1652,0
2021-01-20,20-29,120,1652,0
2021-01-20,20-29,180,1652,0
2021-01-20,20-29,270,1652,0
2021-01-20,30-39,-1,3222,0
2021-01-20,30-39,30,3222,0
2021-01-20,30-39,90,3222,0
2021-01-20,30-39,120,3222,0
2021-01-20,30-39,180,3222,0
2021-01-20,30-39,270,3222,0
2021-01-20,40-49,-1,3812,0
2021-01-20,40-49,30,3812,0
2021-01-20,40-49,90,3812,0
2021-01-20,40-49,120,3812,0
2021-01-20,40-49,180,3812,0
2021-01-20,40-49,270,3812,0
2021-01-20,50-59,-1,5046,0
2021-01-20,50-59,30,5046,0
2021-01-20,50-59,90,5046,0
2021-01-20,50-59,120,5046,0
2021-01-20,50-59,180,5046,0
2021-01-20,50-59,270,5046,0
2021-01-20,60-69,-1,3377,0
2021-01-20,60-69,30,3377,0
2021-01-20,60-69,90,3377,0
2021-01-20,60-69,120,3377,0
2021-01-20,60-69,180,3377,0
2021-01-20,60-69,270,3377,0
2021-01-20,70-79,-1,434,0
2021-01-20,70-79,30,434,0
2021-01-20,70-79,90,434,0
2021-01-20,70-79,120,434,0
2021-01-20,70-79,180,434,0
2021-01-20,70-79,270,434,0
2021-01-20,80-89,-1,685,0
2021-01-20,80-89,30,685,0
2021-01-20,80-89,90,685,0
2021-01-20,80-89,120,685,0
2021-01-20,80-89,180,685,0
2021-01-20,80-89,270,685,0
2021-01-20,90+,-1,589,0
2021-01-20,90+,30,589,0
2021-01-20,90+,90,589,0
2021-01-20,90+,120,589,0
2021-01-20,90+,180,589,0
2021-01-20,90+,270,589,0
2021-01-21,05-11,-1,0,0
2021-01-21,05-11,30,0,0
2021-01-21,05-11,90,0,0
2021-01-21,05-11,120,0,0
2021-01-21,05-11,180,0,0
2021-01-21,05-11,270,0,0
2021-01-21,12-19,-1,12,0
2021-01-21,12-19,30,12,0
2021-01-21,12-19,90,12,0
2021-01-21,12-19,120,12,0
2021-01-21,12-19,180,12,0
2021-01-21,12-19,270,12,0
2021-01-21,20-29,-1,3229,0
2021-01-21,20-29,30,3229,0
2021-01-21,20-29,90,3229,0
2021-01-21,20-29,120,3229,0
2021-01-21,20-29,180,3229,0
2021-01-21,20-29,270,3229,0
2021-01-21,30-39,-1,6680,0
2021-01-21,30-39,30,6680,0
2021-01-21,30-39,90,6680,0
2021-01-21,30-39,120,6680,0
2021-01-21,30-39,180,6680,0
2021-01-21,30-39,270,6680,0
2021-01-21,40-49,-1,8333,0
2021-01-21,40-49,30,8333,0
2021-01-21,40-49,90,8333,0
2021-01-21,40-49,120,8333,0
2021-01-21,40-49,180,8333,0
2021-01-21,40-49,270,8333,0
2021-01-21,50-59,-1,10898,0
2021-01-21,50-59,30,10898,0
2021-01-21,50-59,90,10898,0
2021-01-21,50-59,120,10898,0
2021-01-21,50-59,180,10898,0
2021-01-21,50-59,270,10898,0
2021-01-21,60-69,-1,6674,0
2021-01-21,60-69,30,6674,0
2021-01-21,60-69,90,6674,0
2021-01-21,60-69,120,6674,0
2021-01-21,60-69,180,6674,0
2021-01-21,60-69,270,6674,0
2021-01-21,70-79,-1,767,0
2021-01-21,70-79,30,767,0
2021-01-21,70-79,90,767,0
2021-01-21,70-79,120,767,0
2021-01-21,70-79,180,767,0
2021-01-21,70-79,270,767,0
2021-01-21,80-89,-1,1208,0
2021-01-21,80-89,30,1208,0
2021-01-21,80-89,90,1208,0
2021-01-21,80-89,120,1208,0
2021-01-21,80-89,180,1208,0
2021-01-21,80-89,270,1208,0
2021-01-21,90+,-1,1021,0
2021-01-21,90+,30,1021,0
2021-01-21,90+,90,1021,0
2021-01-21,90+,120,1021,0
2021-01-21,90+,180,1021,0
2021-01-21,90+,270,1021,0
2021-01-22,05-11,-1,0,0
2021-01-22,05-11,30,0,0
2021-01-22,05-11,90,0,0
2021-01-22,05-11,120,0,0
2021-01-22,05-11,180,0,0
2021-01-22,05-11,270,0,0
2021-01-22,12-19,-1,15,0
2021-01-22,12-19,30,15,0
2021-01-22,12-19,90,15,0
2021-01-22,12-19,120,15,0
2021-01-22,12-19,180,15,0
2021-01-22,12-19,270,15,0
2021-01-22,20-29,-1,4345,0
2021-01-22,20-29,30,4345,0
2021-01-22,20-29,90,4345,0
2021-01-22,20-29,120,4345,0
2021-01-22,20-29,180,4345,0
2021-01-22,20-29,270,4345,0
2021-01-22,30-39,-1,8987,0
2021-01-22,30-39,30,8987,0
2021-01-22,30-39,90,8987,0
2021-01-22,30-39,120,8987,0
2021-01-22,30-39,180,8987,0
2021-01-22,30-39,270,8987,0
2021-01-22,40-49,-1,11271,0
2021-01-22,40-49,30,11271,0
2021-01-22,40-49,90,11271,0
2021-01-22,40-49,120,11271,0
2021-01-22,40-49,180,11271,0
2021-01-22,40-49,270,11271,0
2021-01-22,50-59,-1,14828,0
2021-01-22,50-59,30,14828,0
2021-01-22,50-59,90,14828,0
2021-01-22,50-59,120,14828,0
2021-01-22,50-59,180,14828,0
2021-01-22,50-59,270,14828,0
2021-01-22,60-69,-1,8899,0
2021-01-22,60-69,30,8899,0
2021-01-22,60-69,90,8899,0
2021-01-22,60-69,120,8899,0
2021-01-22,60-69,180,8899,0
2021-01-22,60-69,270,8899,0
2021-01-22,70-79,-1,1137,0
2021-01-22,70-79,30,1137,0
2021-01-22,70-79,90,1137,0
2021-01-22,70-79,120,1137,0
2021-01-22,70-79,180,1137,0
2021-01-22,70-79,270,1137,0
2021-01-22,80-89,-1,1882,0
2021-01-22,80-89,30,1882,0
2021-01-22,80-89,90,1882,0
2021-01-22,80-89,120,1882,0
2021-01-22,80-89,180,1882,0
2021-01-22,80-89,270,1882,0
2021-01-22,90+,-1,1664,0
2021-01-22,90+,30,1664,0
2021-01-22,90+,90,1664,0
2021-01-22,90+,120,1664,0
2021-01-22,90+,180,1664,0
2021-01-22,90+,270,1664,0
2021-01-23,05-11,-1,0,0
2021-01-23,05-11,30,0,0
2021-01-23,05-11,90,0,0
