data_somministrazione,delta_T,cum_vaccinazioni,cum_booster
2021-10-28,90,12230732,1505286
2021-10-28,120,24880325,1505286
2021-10-28,180,38134866,1505286
2021-10-28,270,44012541,1505286
2021-10-29,-1,44724786,1608469
2021-10-29,30,2221175,1513856
2021-10-29,90,12005318,1608469
2021-10-29,120,24578714,1608469
2021-10-29,180,38060690,1608469
2021-10-29,270,43992339,1608469
2021-10-30,-1,44775462,1676614
2021-10-30,30,2161564,1567022
2021-10-30,90,11864996,1676614
2021-10-30,120,24260883,1676614
2021-10-30,180,37969299,1676614
2021-10-30,270,43960880,1676614
2021-10-31,-1,44800623,1704924
2021-10-31,30,2091731,1576188
2021-10-31,90,11556453,1704924
2021-10-31,120,23914939,1704924
2021-10-31,180,37835747,1704924
2021-10-31,270,43894934,1704924
2021-11-01,-1,44819672,1733082
2021-11-01,30,2032260,1590303
2021-11-01,90,11252315,1733082
2021-11-01,120,23650749,1733082
2021-11-01,180,37684250,1733082
2021-11-01,270,43818599,1733082
2021-11-02,-1,44882414,1822517
2021-11-02,30,2047242,1672069
2021-11-02,90,11004074,1822517
2021-11-02,120,23328926,1822517
2021-11-02,180,37549168,1822517
2021-11-02,270,43791074,1822517
2021-11-03,-1,44943128,1941218
2021-11-03,30,2019565,1756288
2021-11-03,90,10772304,1941218
2021-11-03,120,23004145,1941218
2021-11-03,180,37396009,1941218
2021-11-03,270,43788339,1941218
2021-11-04,-1,45002366,2067919
2021-11-04,30,1998424,1848971
2021-11-04,90,10571502,2067919
2021-11-04,120,22651245,2067919
2021-11-04,180,37241808,2067919
2021-11-04,270,43814643,2067919
2021-11-05,-1,45065458,2203143
2021-11-05,30,1989508,1949987
2021-11-05,90,10435532,2203143
2021-11-05,120,22234748,2203143
2021-11-05,180,37161683,2203143
2021-11-05,270,43837314,2203143
2021-11-06,-1,45111949,2294082
2021-11-06,30,1964119,2006554
2021-11-06,90,10328915,2294082
2021-11-06,120,21782775,2294082
2021-11-06,180,37043074,2294082
2021-11-06,270,43850924,2294082
2021-11-07,-1,45134197,2331988
2021-11-07,30,1905728,2010839
2021-11-07,90,10117079,2331988
2021-11-07,120,21329856,2331988
2021-11-07,180,36890312,2331988
2021-11-07,270,43844737,2331988
2021-11-08,-1,45185724,2463281
2021-11-08,30,1881139,2119938
2021-11-08,90,9963327,2463281
2021-11-08,120,21023685,2463281
2021-11-08,180,36762615,2463281
2021-11-08,270,43875859,2463281
2021-11-09,-1,45231125,2607518
2021-11-09,30,1880751,2250544
2021-11-09,90,9814938,2607518
2021-11-09,120,20583208,2607518
2021-11-09,180,36604594,2607518
2021-11-09,270,43905009,2607518
2021-11-10,-1,45273719,2763891
2021-11-10,30,1835897,2365785
2021-11-10,90,9689470,2763891
2021-11-10,120,20133726,2763891
2021-11-10,180,36424245,2763891
2021-11-10,270,43940324,2763891
2021-11-11,-1,45318646,2919063
2021-11-11,30,1796307,2474024
2021-11-11,90,9585729,2919063
2021-11-11,120,19698222,2919063
2021-11-11,180,36258780,2919063
2021-11-11,270,43982389,2919063
2021-11-12,-1,45364940,3077765
2021-11-12,30,1754385,2580562
2021-11-12,90,9565920,3077765
2021-11-12,120,19221092,3077765
2021-11-12,180,36145788,3077765
2021-11-12,270,44021836,3077765
2021-11-13,-1,45398207,3194445
2021-11-13,30,1696098,2638687
2021-11-13,90,9572844,3194445
2021-11-13,120,18744610,3194445
2021-11-13,180,35959833,3194445
2021-11-13,270,44048099,3194445
2021-11-14,-1,45412698,3246906
2021-11-14,30,1616989,2635472
2021-11-14,90,9472621,3246906
2021-11-14,120,18294782,3246906
2021-11-14,180,35761292,3246906
2021-11-14,270,44052064,3246906
2021-11-15,-1,45449606,3404349
2021-11-15,30,1570926,2756092
2021-11-15,90,9380276,3404349
2021-11-15,120,17967055,3404349
2021-11-15,180,35591097,3404349
2021-11-15,270,44079716,3404349
2021-11-16,-1,45480173,3575753
2021-11-16,30,1550031,2903635
2021-11-16,90,9282076,3575753
2021-11-16,120,17534589,3575753
2021-11-16,180,35350774,3575753
2021-11-16,270,44102025,3575753
2021-11-17,-1,45508642,3754215
2021-11-17,30,1488197,3022578
2021-11-17,90,9185694,3754215
2021-11-17,120,17105013,3754215
2021-11-17,180,35108328,3754215
2021-11-17,270,44124917,3754215
2021-11-18,-1,45538934,3947977
2021-11-18,30,1440133,3146934
2021-11-18,90,9092188,3947977
2021-11-18,120,16672514,3947977
2021-11-18,180,34893073,3947977
2021-11-18,270,44152195,3947977
2021-11-19,-1,45567755,4153861
2021-11-19,30,1393893,3274607
2021-11-19,90,9037876,4153861
2021-11-19,120,16225960,4153861
2021-11-19,180,34724706,4153861
2021-11-19,270,44174133,4153861
2021-11-20,-1,45588766,4310318
2021-11-20,30,1336617,3349251
2021-11-20,90,8990707,4310318
2021-11-20,120,15805651,4310318
2021-11-20,180,34517406,4310318
2021-11-20,270,44187957,4310318
2021-11-21,-1,45599376,4375190
2021-11-21,30,1273460,3337041
2021-11-21,90,8824444,4375190
2021-11-21,120,15430117,4375190
2021-11-21,180,34282314,4375190
2021-11-21,270,44188755,4375190
2021-11-22,-1,45621335,4588350
2021-11-22,30,1234583,3498228
2021-11-22,90,8689511,4588350
2021-11-22,120,15164523,4588350
2021-11-22,180,34026696,4588350
2021-11-22,270,44196502,4588350
2021-11-23,-1,45644940,4830149
2021-11-23,30,1224818,3716548
2021-11-23,90,8535945,4830149
2021-11-23,120,14757240,4830149
2021-11-23,180,33739197,4830149
2021-11-23,270,44202548,4830149
2021-11-24,-1,45672709,5101243
2021-11-24,30,1187692,3905976
2021-11-24,90,8391362,5101243
2021-11-24,120,14344899,5101243
2021-11-24,180,33467375,5101243
2021-11-24,270,44216397,5101243
2021-11-25,-1,45695976,5403179
2021-11-25,30,1152583,4116079
2021-11-25,90,8228799,5403179
2021-11-25,120,13977151,5403179
2021-11-25,180,33259392,5403179
2021-11-25,270,44230268,5403179
2021-11-26,-1,45720574,5721487
2021-11-26,30,1118866,4330357
2021-11-26,90,8113104,5721487
2021-11-26,120,13629676,5721487
2021-11-26,180,33113137,5721487
2021-11-26,270,44228339,5721487
2021-11-27,-1,45741986,5987657
2021-11-27,30,1078833,4482371
2021-11-27,90,8035523,5987657
2021-11-27,120,13309565,5987657
2021-11-27,180,32918111,5987657
2021-11-27,270,44216504,5987657
2021-11-28,-1,45751895,6124727
2021-11-28,30,1027109,4516258
2021-11-28,90,7835847,6124727
2021-11-28,120,13032427,6124727
2021-11-28,180,32720383,6124727
2021-11-28,270,44181763,6124727
2021-11-29,-1,45774261,6450800
2021-11-29,30,998799,4774186
2021-11-29,90,7663573,6450800
2021-11-29,120,12863795,6450800
2021-11-29,180,32626944,6450800
2021-11-29,270,44153826,6450800
2021-11-30,-1,45797380,6816661
2021-11-30,30,996757,5111737
2021-11-30,90,7494474,6816661
2021-11-30,120,12553210,6816661
2021-11-30,180,32469886,6816661
2021-11-30,270,44121202,6816661
2021-12-01,-1,45818935,7230193
2021-12-01,30,999263,5497111
2021-12-01,90,7326097,7230193
2021-12-01,120,12251578,7230193
2021-12-01,180,32306521,7230193
2021-12-01,270,44100876,7230193
2021-12-02,-1,45842728,7670633
2021-12-02,30,960314,5848116
2021-12-02,90,7158605,7670633
2021-12-02,120,11964388,7670633
2021-12-02,180,32144314,7670633
2021-12-02,270,44102338,7670633
2021-12-03,-1,45868003,8138164
2021-12-03,30,924875,6196946
2021-12-03,90,7052433,8138164
2021-12-03,120,11697179,8138164
2021-12-03,180,32030001,8138164
2021-12-03,270,44076776,8138164
2021-12-04,-1,45890394,8556964
2021-12-04,30,888028,6489045
2021-12-04,90,6986979,8556964
2021-12-04,120,11459530,8556964
2021-12-04,180,31890487,8556964
2021-12-04,270,44046075,8556964
2021-12-05,-1,45902338,8818329
2021-12-05,30,836880,6615186
2021-12-05,90,6805320,8818329
2021-12-05,120,11272412,8818329
2021-12-05,180,31731146,8818329
2021-12-05,270,43999331,8818329
2021-12-06,-1,45928183,9275958
2021-12-06,30,816234,6981876
2021-12-06,90,6635129,9275958
2021-12-06,120,11145149,9275958
2021-12-06,180,31585465,9275958
2021-12-06,270,43961289,9275958
2021-12-07,-1,45952346,9756259
2021-12-07,30,818149,7424271
2021-12-07,90,6471428,9756259
2021-12-07,120,10935228,9756259
2021-12-07,180,31435467,9756259
2021-12-07,270,43920315,9756259
2021-12-08,-1,45962377,10005980
2021-12-08,30,776653,7542699
2021-12-08,90,6280038,10005980
2021-12-08,120,10739980,10005980
2021-12-08,180,31275469,10005980
2021-12-08,270,43878616,10005980
2021-12-09,-1,45993997,10497943
2021-12-09,30,762872,7890425
2021-12-09,90,6113604,10497943
2021-12-09,120,10577810,10497943
2021-12-09,180,31178693,10497943
2021-12-09,270,43874813,10497943
2021-12-10,-1,46022100,11015870
2021-12-10,30,748381,8251979
2021-12-10,90,6000415,11015870
2021-12-10,120,10437851,11015870
2021-12-10,180,31115564,11015870
2021-12-10,270,43829457,11015870
2021-12-11,-1,46045690,11475147
2021-12-11,30,727044,8556084
2021-12-11,90,5934414,11475147
2021-12-11,120,10312773,11475147
2021-12-11,180,30924447,11475147
2021-12-11,270,43779016,11475147
2021-12-12,-1,46058013,11768675
2021-12-12,30,693073,8690910
2021-12-12,90,5755627,11768032
2021-12-12,120,10258993,11768675
2021-12-12,180,30708307,11768675
2021-12-12,270,43708198,11768675
2021-12-13,-1,46084191,12236329
2021-12-13,30,685984,9041884
2021-12-13,90,5604589,12235039
2021-12-13,120,10258828,12236329
2021-12-13,180,30481370,12236329
2021-12-13,270,43652746,12236329
2021-12-14,-1,46109395,12730565
2021-12-14,30,696697,9483659
2021-12-14,90,5466716,12728626
2021-12-14,120,10169318,12730565
2021-12-14,180,30204796,12730565
2021-12-14,270,43596861,12730565
2021-12-15,-1,46134765,13247754
2021-12-15,30,685159,9843405
2021-12-15,90,5332040,13244817
2021-12-15,120,10065435,13247754
2021-12-15,180,29923839,13247754
2021-12-15,270,43557493,13247754
2021-12-16,-1,46162692,13768055
2021-12-16,30,682519,10192302
2021-12-16,90,5209813,13763948
2021-12-16,120,9964595,13768055
2021-12-16,180,29676647,13768055
2021-12-16,270,43538111,13768055
2021-12-17,-1,46192087,14285273
2021-12-17,30,683445,10531058
2021-12-17,90,5111231,14280388
2021-12-17,120,9869139,14285273
2021-12-17,180,29485220,14285273
2021-12-17,270,43498005,14285273
2021-12-18,-1,46219203,14754050
2021-12-18,30,680269,10806073
2021-12-18,90,5057203,14748657
2021-12-18,120,9772457,14754050
2021-12-18,180,29224236,14754050
2021-12-18,270,43449307,14754050
2021-12-19,-1,46234373,15054592
2021-12-19,30,666618,10900731
2021-12-19,90,4892309,15040071
2021-12-19,120,9704494,15054592
2021-12-19,180,28943157,15054592
2021-12-19,270,43373554,15054592
2021-12-20,-1,46265043,15532100
2021-12-20,30,676277,11221782
2021-12-20,90,4756307,15508717
2021-12-20,120,9666984,15532100
2021-12-20,180,28671123,15532100
2021-12-20,270,43314402,15532100
2021-12-21,-1,46295455,16025538
2021-12-21,30,696079,11650348
2021-12-21,90,4627607,15992692
2021-12-21,120,9520523,16025538
2021-12-21,180,28368914,16025538
2021-12-21,270,43261174,16025538
2021-12-22,-1,46324945,16510288
2021-12-22,30,703610,11921938
2021-12-22,90,4518995,16468085
2021-12-22,120,9393121,16510288
2021-12-22,180,28049670,16510288
2021-12-22,270,43218707,16510288
2021-12-23,-1,46353232,16937246
2021-12-23,30,708292,12107097
2021-12-23,90,4406731,16886030
2021-12-23,120,9244237,16937246
2021-12-23,180,27777808,16937246
2021-12-23,270,43202810,16937246
2021-12-24,-1,46366357,17148088
2021-12-24,30,693648,12046845
2021-12-24,90,4300294,17091199
2021-12-24,120,9085010,17148088
2021-12-24,180,27562240,17148088
2021-12-24,270,43145087,17148088
2021-12-25,-1,46368461,17181141
2021-12-25,30,672485,11777962
2021-12-25,90,4230407,17119887
2021-12-25,120,8901284,17181141
2021-12-25,180,27257190,17181141
2021-12-25,270,43065784,17181141
2021-12-26,-1,46377239,17340218
2021-12-26,30,656665,11618731
2021-12-26,90,4103521,17268880
2021-12-26,120,8769769,17340218
2021-12-26,180,26936634,17340218
2021-12-26,270,42978303,17340218
2021-12-27,-1,46424087,17844910
2021-12-27,30,682101,11857253
2021-12-27,90,4032852,17762147
2021-12-27,120,8717624,17844910
2021-12-27,180,26641259,17844910
2021-12-27,270,42929822,17844910
2021-12-28,-1,46466596,18399165
2021-12-28,30,714701,12274438
2021-12-28,90,3962985,18304552
2021-12-28,120,8550548,18399165
2021-12-28,180,26320524,18399165
2021-12-28,270,42888246,18399165
2021-12-29,-1,46500989,18949842
2021-12-29,30,726728,12499042
2021-12-29,90,3887091,18840250
2021-12-29,120,8390301,18949842
2021-12-29,180,25986410,18949842
2021-12-29,270,42858335,18949842
2021-12-30,-1,46532881,19449707
2021-12-30,30,735501,12633046
2021-12-30,90,3823989,19320971
2021-12-30,120,8229975,19449707
2021-12-30,180,25647197,19449707
2021-12-30,270,42868503,19449707
2021-12-31,-1,46547029,19697114
2021-12-31,30,728094,12466921
2021-12-31,90,3759617,19554335
2021-12-31,120,8054191,19697114
2021-12-31,180,25378106,19697114
2021-12-31,270,42842333,19697114
2022-01-01,-1,46550529,19761929
2022-01-01,30,707801,12091296
2022-01-01,90,3715357,19611481
2022-01-01,120,7866406,19761929
2022-01-01,180,24997041,19761929
2022-01-01,270,42764497,19761929
2022-01-02,-1,46573359,20038656
2022-01-02,30,705356,11900492
2022-01-02,90,3649796,19853726
2022-01-02,120,7757789,20038656
2022-01-02,180,24634376,20038656
2022-01-02,270,42691485,20038656
2022-01-03,-1,46621301,20558691
2022-01-03,30,730907,12001727
2022-01-03,90,3617359,20339743
2022-01-03,120,7717886,20558691
2022-01-03,180,24270180,20558691
2022-01-03,270,42644168,20558691
2022-01-04,-1,46667774,21130795
2022-01-04,30,765436,12312466
2022-01-04,90,3591824,20877639
2022-01-04,120,7570756,21130795
2022-01-04,180,23837064,21130795
2022-01-04,270,42602140,21130795
2022-01-05,-1,46708619,21691218
2022-01-05,30,780436,12415260
2022-01-05,90,3560789,21403690
2022-01-05,120,7415565,21691218
2022-01-05,180,23379445,21691218
2022-01-05,270,42568950,21691218
2022-01-06,-1,46732155,21965709
2022-01-06,30,779809,12209450
2022-01-06,90,3503686,21644560
2022-01-06,120,7251237,21965709
2022-01-06,180,22927814,21965709
2022-01-06,270,42547717,21965709
2022-01-07,-1,46795954,22519930
2022-01-07,30,833577,12513950
2022-01-07,90,3491369,22176587
2022-01-07,120,7113615,22519930
2022-01-07,180,22633915,22519930
2022-01-07,270,42544594,22519930
2022-01-08,-1,46856927,23023343
2022-01-08,30,862930,12525400
2022-01-08,90,3506553,22666369
2022-01-08,120,6976534,23023343
2022-01-08,180,22209010,23023343
2022-01-08,270,42532973,23023343
2022-01-09,-1,46899891,23343044
2022-01-09,30,877791,12327174
2022-01-09,90,3462069,22944938
2022-01-09,120,6878206,23343044
2022-01-09,180,21759898,23343044
2022-01-09,270,42490388,23343044
2022-01-10,-1,46961068,23885368
2022-01-10,30,915378,12410221
2022-01-10,90,3438729,23440329
2022-01-10,120,6849792,23885368
2022-01-10,180,21340644,23885368
2022-01-10,270,42446141,23885368
2022-01-11,-1,47022909,24472405
2022-01-11,30,964896,12703730
2022-01-11,90,3412354,23975202
2022-01-11,120,6720523,24471762
2022-01-11,180,20879061,24472405
2022-01-11,270,42401551,24472405
2022-01-12,-1,47081458,25053712
2022-01-12,30,997267,12817383
2022-01-12,90,3379349,24497954
2022-01-12,120,6601856,25052422
2022-01-12,180,20427861,25053712
2022-01-12,270,42369572,25053712
2022-01-13,-1,47140170,25634143
2022-01-13,30,1030775,12903578
2022-01-13,90,3344461,25022709
2022-01-13,120,6497491,25632204
2022-01-13,180,20022254,25634143
2022-01-13,270,42369688,25634143
2022-01-14,-1,47187104,26222757
2022-01-14,30,1052339,12975003
2022-01-14,90,3308424,25574500
2022-01-14,120,6384379,26219820
2022-01-14,180,19704553,26222757
2022-01-14,270,42323186,26222757
2022-01-15,-1,47226667,26792741
2022-01-15,30,1063975,13024686
2022-01-15,90,3296525,26120623
2022-01-15,120,6273788,26788634
2022-01-15,180,19281083,26792741
2022-01-15,270,42258973,26792741
2022-01-16,-1,47257981,27134633
2022-01-16,30,1065894,12849360
2022-01-16,90,3237536,26402996
2022-01-16,120,6177125,27129748
2022-01-16,180,18854352,27134633
2022-01-16,270,42164945,27134633
2022-01-17,-1,47312833,27624322
2022-01-17,30,1093630,12870272
2022-01-17,90,3214032,26823279
2022-01-17,120,6150833,27618929
2022-01-17,180,18446413,27624322
2022-01-17,270,42076272,27624322
2022-01-18,-1,47371303,28141376
2022-01-18,30,1136930,13086784
2022-01-18,90,3197441,27262122
2022-01-18,120,6029239,28126855
2022-01-18,180,18029508,28141376
2022-01-18,270,41995992,28141376
2022-01-19,-1,47428569,28644200
2022-01-19,30,1163526,13112100
2022-01-19,90,3176420,27683133
2022-01-19,120,5919833,28620817
2022-01-19,180,17645454,28644200
2022-01-19,270,41928804,28644200
2022-01-20,-1,47482987,29143061
2022-01-20,30,1187532,13117523
2022-01-20,90,3157071,28104912
2022-01-20,120,5815139,29110215
2022-01-20,180,17313728,29143061
2022-01-20,270,41921750,29143061
2022-01-21,-1,47525168,29636958
2022-01-21,30,1200223,13126670
2022-01-21,90,3138416,28546836
2022-01-21,120,5719218,29594755
2022-01-21,180,17068356,29636958
2022-01-21,270,41866022,29636958
2022-01-22,-1,47556467,30106577
2022-01-22,30,1203235,13169331
2022-01-22,90,3136345,28992976
2022-01-22,120,5609966,30055361
2022-01-22,180,16668767,30106577
2022-01-22,270,41768947,30106577
2022-01-23,-1,47591450,30381968
2022-01-23,30,1225093,13233880
2022-01-23,90,3106433,29186701
2022-01-23,120,5525387,30325079
2022-01-23,180,16263640,30381968
2022-01-23,270,41647538,30381968
2022-01-24,-1,47647681,30819213
2022-01-24,30,1279220,13638072
2022-01-24,90,3104288,29532113
2022-01-24,120,5509627,30757959
2022-01-24,180,15928856,30819213
2022-01-24,270,41508148,30819213
2022-01-25,-1,47709282,31271343
2022-01-25,30,1332043,13931125
2022-01-25,90,3107574,29880213
2022-01-25,120,5435564,31200005
2022-01-25,180,15618384,31271343
2022-01-25,270,41355136,31271343
2022-01-26,-1,47767870,31707191
2022-01-26,30,1343783,13862281
2022-01-26,90,3104717,30201905
2022-01-26,120,5376635,31624428
2022-01-26,180,15335449,31707191
2022-01-26,270,41239583,31707191
2022-01-27,-1,47816758,32139594
2022-01-27,30,1350162,13740429
2022-01-27,90,3091972,30531125
2022-01-27,120,5313147,32044981
2022-01-27,180,15097290,32139594
2022-01-27,270,41152662,32139594
2022-01-28,-1,47875508,32576154
2022-01-28,30,1374519,13626312
2022-01-28,90,3100046,30899540
2022-01-28,120,5261610,32466562
2022-01-28,180,14965042,32576154
2022-01-28,270,41069345,32576154
2022-01-29,-1,47943698,32988670
2022-01-29,30,1410817,13538963
2022-01-29,90,3143075,31283746
2022-01-29,120,5234806,32859934
2022-01-29,180,14699528,32988670
2022-01-29,270,40978822,32988670
2022-01-30,-1,47994107,33224655
2022-01-30,30,1447078,13527541
2022-01-30,90,3174435,31491573
2022-01-30,120,5206695,33081876
2022-01-30,180,14426750,33224655
2022-01-30,270,40858685,33224655
2022-01-31,-1,48054813,33581602
2022-01-31,30,1504284,13819673
2022-01-31,90,3172399,31759085
2022-01-31,120,5219641,33431154
2022-01-31,180,14176473,33581602
2022-01-31,270,40721567,33581602
2022-02-01,-1,48120429,33910067
2022-02-01,30,1547070,13871411
2022-02-01,90,3177301,31968849
2022-02-01,120,5196866,33725137
2022-02-01,180,13949605,33910067
2022-02-01,270,40573310,33910067
2022-02-02,-1,48183678,34207061
2022-02-02,30,1562377,13648370
2022-02-02,90,3181312,32139142
2022-02-02,120,5179736,33988113
2022-02-02,180,13752814,34207061
2022-02-02,270,40423120,34207061
2022-02-03,-1,48243768,34481595
2022-02-03,30,1575994,13350800
2022-02-03,90,3178310,32278452
2022-02-03,120,5167818,34228439
2022-02-03,180,13613842,34481595
2022-02-03,270,40339993,34481595
2022-02-04,-1,48316178,34750066
2022-02-04,30,1607559,13058848
2022-02-04,90,3204229,32455984
2022-02-04,120,5168348,34462538
2022-02-04,180,13533144,34750066
2022-02-04,270,40247303,34750066
2022-02-05,-1,48399996,34998616
2022-02-05,30,1667841,13032907
2022-02-05,90,3265799,32666628
2022-02-05,120,5171527,34677467
2022-02-05,180,13382878,34998616
2022-02-05,270,40156111,34998616
2022-02-06,-1,48455304,35114824
2022-02-06,30,1659350,12594894
2022-02-06,90,3269580,32651543
2022-02-06,120,5150719,34771481
2022-02-06,180,13232907,35114824
2022-02-06,270,40032195,35114824
2022-02-07,-1,48520487,35314769
2022-02-07,30,1663560,12291426
2022-02-07,90,3289362,32707251
2022-02-07,120,5170113,34957795
2022-02-07,180,13104300,35314769
2022-02-07,270,39893956,35314769
2022-02-08,-1,48587442,35500897
2022-02-08,30,1687551,12157853
2022-02-08,90,3313723,32737006
2022-02-08,120,5149620,35102791
2022-02-08,180,13003193,35500897
2022-02-08,270,39737968,35500897
2022-02-09,-1,48646216,35667250
2022-02-09,30,1685148,11781882
2022-02-09,90,3327570,32748187
2022-02-09,120,5123877,35222211
2022-02-09,180,12913299,35667250
2022-02-09,270,39586350,35667250
2022-02-10,-1,48704814,35830499
2022-02-10,30,1681905,11358094
2022-02-10,90,3339874,32752734
2022-02-10,120,5094259,35333296
2022-02-10,180,12905794,35830499
2022-02-10,270,39485662,35830499
2022-02-11,-1,48767089,35992976
2022-02-11,30,1685631,10939264
2022-02-11,90,3368882,32798531
2022-02-11,120,5064980,35437218
2022-02-11,180,12941726,35992976
2022-02-11,270,39328715,35992976
2022-02-12,-1,48839098,36145131
2022-02-12,30,1698928,10510988
2022-02-12,90,3426400,32898225
2022-02-12,120,5043389,35533697
2022-02-12,180,12899021,36145131
2022-02-12,270,39187692,36145131
2022-02-13,-1,48880581,36213986
2022-02-13,30,1693477,9991229
2022-02-13,90,3430975,32809637
2022-02-13,120,5001901,35565729
2022-02-13,180,12811251,36213986
2022-02-13,270,39022072,36213986
2022-02-14,-1,48927294,36330177
2022-02-14,30,1700627,9537436
2022-02-14,90,3447121,32754424
2022-02-14,120,4997152,35658059
2022-02-14,180,12729197,36330177
2022-02-14,270,38797895,36330177
2022-02-15,-1,48975860,36453658
2022-02-15,30,1717879,9319025
2022-02-15,90,3467218,32699443
2022-02-15,120,4955415,35722021
2022-02-15,180,12652912,36453658
2022-02-15,270,38575546,36453658
2022-02-16,-1,49021548,36559787
2022-02-16,30,1708715,8935465
2022-02-16,90,3482614,32611810
2022-02-16,120,4922747,35758744
2022-02-16,180,12574802,36559787
2022-02-16,270,38375687,36559787
2022-02-17,-1,49064421,36657907
2022-02-17,30,1693118,8516531
2022-02-17,90,3496666,32504046
2022-02-17,120,4890559,35778653
2022-02-17,180,12534542,36657907
2022-02-17,270,38221372,36657907
2022-02-18,-1,49111055,36770490
2022-02-18,30,1682486,8126290
2022-02-18,90,3522289,32460172
2022-02-18,120,4858906,35809423
2022-02-18,180,12512996,36770490
2022-02-18,270,38039695,36770490
2022-02-19,-1,49163601,36870829
2022-02-19,30,1680614,7727768
2022-02-19,90,3564225,32495639
2022-02-19,120,4837685,35832680
2022-02-19,180,12388669,36870829
2022-02-19,270,37846539,36870829
2022-02-20,-1,49195018,36911195
2022-02-20,30,1669850,7274237
2022-02-20,90,3573683,32322845
2022-02-20,120,4808266,35821073
2022-02-20,180,12263194,36911195
2022-02-20,270,37600379,36911195
2022-02-21,-1,49232917,37000854
2022-02-21,30,1676450,6894277
2022-02-21,90,3587977,32170705
2022-02-21,120,4812795,35887253
2022-02-21,180,12123922,37000854
2022-02-21,270,37327174,37000854
2022-02-22,-1,49270141,37084638
2022-02-22,30,1678691,6702670
2022-02-22,90,3597432,31983395
2022-02-22,120,4785124,35889371
2022-02-22,180,11988794,37084638
2022-02-22,270,37064807,37084638
2022-02-23,-1,49303542,37164048
2022-02-23,30,1655861,6344835
2022-02-23,90,3607566,31760869
2022-02-23,120,4760149,35876948
2022-02-23,180,11836365,37164048
2022-02-23,270,36866958,37164048
2022-02-24,-1,49336103,37242214
2022-02-24,30,1626821,5970871
2022-02-24,90,3615529,31520727
2022-02-24,120,4734395,35851084
2022-02-24,180,11728633,37242214
2022-02-24,270,36728666,37242214
2022-02-25,-1,49370875,37332929
2022-02-25,30,1603005,5625738
2022-02-25,90,3628889,31345272
2022-02-25,120,4707722,35827643
2022-02-25,180,11664412,37332929
2022-02-25,270,36547000,37332929
2022-02-26,-1,49410039,37422065
2022-02-26,30,1593281,5282471
2022-02-26,90,3658144,31297338
2022-02-26,120,4685253,35813596
2022-02-26,180,11493991,37422065
2022-02-26,270,36378527,37422065
2022-02-27,-1,49432587,37457922
2022-02-27,30,1557079,4881768
2022-02-27,90,3658326,31007122
2022-02-27,120,4657125,35781308
2022-02-27,180,11321899,37457922
2022-02-27,270,36285270,37457922
2022-02-28,-1,49461074,37539618
2022-02-28,30,1517376,4550948
2022-02-28,90,3663694,30722957
2022-02-28,120,4660451,35834694
2022-02-28,180,11158168,37539618
2022-02-28,270,36133580,37539618
2022-03-01,-1,49483801,37593560
2022-03-01,30,1489694,4368905
2022-03-01,90,3664866,30363367
2022-03-01,120,4664129,35860478
2022-03-01,180,10990963,37593560
2022-03-01,270,35971387,37593560
2022-03-02,-1,49505735,37644271
2022-03-02,30,1450922,4062669
2022-03-02,90,3663007,29973638
2022-03-02,120,4623321,35821754
2022-03-02,180,10821612,37644271
2022-03-02,270,35807321,37644271
2022-03-03,-1,49528370,37699218
2022-03-03,30,1407941,3789151
2022-03-03,90,3660367,29561054
2022-03-03,120,4585242,35758000
2022-03-03,180,10712800,37699218
2022-03-03,270,35690368,37699218
2022-03-04,-1,49551612,37762018
2022-03-04,30,1367934,3554957
2022-03-04,90,3661218,29205054
2022-03-04,120,4549246,35694099
2022-03-04,180,10648197,37762018
2022-03-04,270,35551705,37762018
2022-03-05,-1,49575415,37819970
2022-03-05,30,1331647,3338375
2022-03-05,90,3673077,29001641
2022-03-05,120,4509957,35616827
2022-03-05,180,10478397,37819970
2022-03-05,270,35404223,37819970
2022-03-06,-1,49584889,37837171
2022-03-06,30,1268711,3087105
2022-03-06,90,3656706,28561213
2022-03-06,120,4472940,35543089
2022-03-06,180,10291835,37837171
2022-03-06,270,35242171,37837171
2022-03-07,-1,49600813,37888562
2022-03-07,30,1200817,2889946
2022-03-07,90,3648467,28132303
2022-03-07,120,4466616,35556574
2022-03-07,180,10119895,37888562
2022-03-07,270,35083934,37888562
2022-03-08,-1,49616295,37937357
2022-03-08,30,1160991,2822533
2022-03-08,90,3653918,27931377
2022-03-08,120,4430571,35474076
2022-03-08,180,9933956,37937357
2022-03-08,270,34929387,37937357
2022-03-09,-1,49630111,37983874
2022-03-09,30,1109624,2669105
2022-03-09,90,3636114,27485931
2022-03-09,120,4398986,35376356
2022-03-09,180,9749718,37983874
2022-03-09,270,34814807,37983874
2022-03-10,-1,49644168,38035999
2022-03-10,30,1056726,2535102
2022-03-10,90,3622068,27020129
2022-03-10,120,4370449,35272108
2022-03-10,180,9622483,38035999
2022-03-10,270,34737632,38035999
2022-03-11,-1,49659758,38093270
2022-03-11,30,1013542,2426020
2022-03-11,90,3614068,26618123
2022-03-11,120,4341112,35174207
2022-03-11,180,9548482,38093270
2022-03-11,270,34538515,38093270
2022-03-12,-1,49675268,38149889
2022-03-12,30,970454,2319390
2022-03-12,90,3617255,26381214
2022-03-12,120,4310328,35072124
2022-03-12,180,9372882,38149246
2022-03-12,270,34325562,38149889
2022-03-13,-1,49680813,38166741
2022-03-13,30,913724,2173765
