data_somministrazione,delta_T,cum_vaccinazioni,cum_booster
2021-05-31,30,6295588,0
2021-05-31,90,11298393,0
2021-05-31,120,12173263,0
2021-05-31,180,12823875,0
2021-05-31,270,12823875,0
2021-06-01,-1,13031512,0
2021-06-01,30,6367416,0
2021-06-01,90,11461380,0
2021-06-01,120,12299065,0
2021-06-01,180,13031512,0
2021-06-01,270,13031512,0
2021-06-02,-1,13147317,0
2021-06-02,30,6341154,0
2021-06-02,90,11526882,0
2021-06-02,120,12332735,0
2021-06-02,180,13147317,0
2021-06-02,270,13147317,0
2021-06-03,-1,13327494,0
2021-06-03,30,6362618,0
2021-06-03,90,11651316,0
2021-06-03,120,12421805,0
2021-06-03,180,13327494,0
2021-06-03,270,13327494,0
2021-06-04,-1,13512414,0
2021-06-04,30,6376992,0
2021-06-04,90,11794355,0
2021-06-04,120,12511341,0
2021-06-04,180,13512414,0
2021-06-04,270,13512414,0
2021-06-05,-1,13698414,0
2021-06-05,30,6365168,0
2021-06-05,90,11958024,0
2021-06-05,120,12607074,0
2021-06-05,180,13698414,0
2021-06-05,270,13698414,0
2021-06-06,-1,13838002,0
2021-06-06,30,6290883,0
2021-06-06,90,12046775,0
2021-06-06,120,12683213,0
2021-06-06,180,13838002,0
2021-06-06,270,13838002,0
2021-06-07,-1,13999907,0
2021-06-07,30,6239349,0
2021-06-07,90,12155588,0
2021-06-07,120,12812184,0
2021-06-07,180,13999907,0
2021-06-07,270,13999907,0
2021-06-08,-1,14171192,0
2021-06-08,30,6267417,0
2021-06-08,90,12268185,0
2021-06-08,120,12943048,0
2021-06-08,180,14171192,0
2021-06-08,270,14171192,0
2021-06-09,-1,14342718,0
2021-06-09,30,6273843,0
2021-06-09,90,12375824,0
2021-06-09,120,13081693,0
2021-06-09,180,14342718,0
2021-06-09,270,14342718,0
2021-06-10,-1,14516879,0
2021-06-10,30,6272994,0
2021-06-10,90,12484848,0
2021-06-10,120,13227419,0
2021-06-10,180,14516879,0
2021-06-10,270,14516879,0
2021-06-11,-1,14686908,0
2021-06-11,30,6263799,0
2021-06-11,90,12603147,0
2021-06-11,120,13377043,0
2021-06-11,180,14686908,0
2021-06-11,270,14686908,0
2021-06-12,-1,14815304,0
2021-06-12,30,6188773,0
2021-06-12,90,12696120,0
2021-06-12,120,13489188,0
2021-06-12,180,14815304,0
2021-06-12,270,14815304,0
2021-06-13,-1,14906536,0
2021-06-13,30,6057062,0
2021-06-13,90,12713893,0
2021-06-13,120,13573141,0
2021-06-13,180,14906536,0
2021-06-13,270,14906536,0
2021-06-14,-1,15121243,0
2021-06-14,30,6061377,0
2021-06-14,90,12854569,0
2021-06-14,120,13784986,0
2021-06-14,180,15121243,0
2021-06-14,270,15121243,0
2021-06-15,-1,15349706,0
2021-06-15,30,6130554,0
2021-06-15,90,12999891,0
2021-06-15,120,14006602,0
2021-06-15,180,15349706,0
2021-06-15,270,15349706,0
2021-06-16,-1,15602821,0
2021-06-16,30,6164447,0
2021-06-16,90,13171376,0
2021-06-16,120,14252713,0
2021-06-16,180,15602821,0
2021-06-16,270,15602821,0
2021-06-17,-1,15904599,0
2021-06-17,30,6253193,0
2021-06-17,90,13392065,0
2021-06-17,120,14543965,0
2021-06-17,180,15904599,0
2021-06-17,270,15904599,0
2021-06-18,-1,16210926,0
2021-06-18,30,6352417,0
2021-06-18,90,13633654,0
2021-06-18,120,14841036,0
2021-06-18,180,16210926,0
2021-06-18,270,16210926,0
2021-06-19,-1,16486045,0
2021-06-19,30,6356646,0
2021-06-19,90,13861464,0
2021-06-19,120,15107897,0
2021-06-19,180,16486045,0
2021-06-19,270,16486045,0
2021-06-20,-1,16706867,0
2021-06-20,30,6306553,0
2021-06-20,90,14012785,0
2021-06-20,120,15323142,0
2021-06-20,180,16706867,0
2021-06-20,270,16706867,0
2021-06-21,-1,16994967,0
2021-06-21,30,6349106,0
2021-06-21,90,14225071,0
2021-06-21,120,15608228,0
2021-06-21,180,16994967,0
2021-06-21,270,16994967,0
2021-06-22,-1,17291216,0
2021-06-22,30,6448167,0
2021-06-22,90,14430397,0
2021-06-22,120,15897594,0
2021-06-22,180,17291216,0
2021-06-22,270,17291216,0
2021-06-23,-1,17593920,0
2021-06-23,30,6522560,0
2021-06-23,90,14643279,0
2021-06-23,120,16193111,0
2021-06-23,180,17593920,0
2021-06-23,270,17593920,0
2021-06-24,-1,17926541,0
2021-06-24,30,6609479,0
2021-06-24,90,14892260,0
2021-06-24,120,16515920,0
2021-06-24,180,17926541,0
2021-06-24,270,17926541,0
2021-06-25,-1,18275275,0
2021-06-25,30,6680636,0
2021-06-25,90,15169037,0
2021-06-25,120,16850442,0
2021-06-25,180,18275255,0
2021-06-25,270,18275275,0
2021-06-26,-1,18575424,0
2021-06-26,30,6669681,0
2021-06-26,90,15425002,0
2021-06-26,120,17133032,0
2021-06-26,180,18575402,0
2021-06-26,270,18575424,0
2021-06-27,-1,18804117,0
2021-06-27,30,6598783,0
2021-06-27,90,15582847,0
2021-06-27,120,17347805,0
2021-06-27,180,18804094,0
2021-06-27,270,18804117,0
2021-06-28,-1,19111271,0
2021-06-28,30,6674687,0
2021-06-28,90,15808594,0
2021-06-28,120,17645563,0
2021-06-28,180,19111238,0
2021-06-28,270,19111271,0
2021-06-29,-1,19440605,0
2021-06-29,30,6833168,0
2021-06-29,90,16041669,0
2021-06-29,120,17948370,0
2021-06-29,180,19440495,0
2021-06-29,270,19440605,0
2021-06-30,-1,19782828,0
2021-06-30,30,6958953,0
2021-06-30,90,16288563,0
2021-06-30,120,18257346,0
2021-06-30,180,19782693,0
2021-06-30,270,19782828,0
2021-07-01,-1,20146072,0
2021-07-01,30,7114560,0
2021-07-01,90,16567722,0
2021-07-01,120,18575940,0
2021-07-01,180,20145794,0
2021-07-01,270,20146072,0
2021-07-02,-1,20514579,0
2021-07-02,30,7367262,0
2021-07-02,90,16871925,0
2021-07-02,120,18894144,0
2021-07-02,180,20514194,0
2021-07-02,270,20514579,0
2021-07-03,-1,20885684,0
2021-07-03,30,7558190,0
2021-07-03,90,17221306,0
2021-07-03,120,19209506,0
2021-07-03,180,20885063,0
2021-07-03,270,20885684,0
2021-07-04,-1,21168923,0
2021-07-04,30,7656509,0
2021-07-04,90,17464227,0
2021-07-04,120,19450864,0
2021-07-04,180,21168022,0
2021-07-04,270,21168923,0
2021-07-05,-1,21553488,0
2021-07-05,30,7855074,0
2021-07-05,90,17767456,0
2021-07-05,120,19813098,0
2021-07-05,180,21552338,0
2021-07-05,270,21553488,0
2021-07-06,-1,21938983,0
2021-07-06,30,8100981,0
2021-07-06,90,18057109,0
2021-07-06,120,20147756,0
2021-07-06,180,21937510,0
2021-07-06,270,21938983,0
2021-07-07,-1,22351121,0
2021-07-07,30,8351214,0
2021-07-07,90,18373988,0
2021-07-07,120,20506802,0
2021-07-07,180,22349270,0
2021-07-07,270,22351121,0
2021-07-08,-1,22830710,0
2021-07-08,30,8659518,0
2021-07-08,90,18765076,0
2021-07-08,120,20927703,0
2021-07-08,180,22828577,0
2021-07-08,270,22830710,0
2021-07-09,-1,23329174,0
2021-07-09,30,8986456,0
2021-07-09,90,19189505,0
2021-07-09,120,21362280,0
2021-07-09,180,23326876,0
2021-07-09,270,23329174,0
2021-07-10,-1,23804341,0
2021-07-10,30,9287462,0
2021-07-10,90,19619903,0
2021-07-10,120,21772310,0
2021-07-10,180,23801735,0
2021-07-10,270,23804341,0
2021-07-11,-1,24162039,0
2021-07-11,30,9475131,0
2021-07-11,90,19910679,0
2021-07-11,120,22078278,0
2021-07-11,180,24159150,0
2021-07-11,270,24162039,0
2021-07-12,-1,24647917,0
2021-07-12,30,9832613,0
2021-07-12,90,20323963,0
2021-07-12,120,22528733,0
2021-07-12,180,24644611,0
2021-07-12,270,24647917,0
2021-07-13,-1,25139993,0
2021-07-13,30,10233457,0
2021-07-13,90,20730490,0
2021-07-13,120,22947350,0
2021-07-13,180,25136183,0
2021-07-13,270,25139993,0
2021-07-14,-1,25620424,0
2021-07-14,30,10499181,0
2021-07-14,90,21105497,0
2021-07-14,120,23353750,0
2021-07-14,180,25616295,0
2021-07-14,270,25620424,0
2021-07-15,-1,26143848,0
2021-07-15,30,10794142,0
2021-07-15,90,21522490,0
2021-07-15,120,23794033,0
2021-07-15,180,26139495,0
2021-07-15,270,26143848,0
2021-07-16,-1,26653597,0
2021-07-16,30,11050776,0
2021-07-16,90,21941711,0
2021-07-16,120,24222152,0
2021-07-16,180,26646180,0
2021-07-16,270,26653597,0
2021-07-17,-1,27117916,0
2021-07-17,30,11213317,0
2021-07-17,90,22347434,0
2021-07-17,120,24605382,0
2021-07-17,180,27105279,0
2021-07-17,270,27117916,0
2021-07-18,-1,27482551,0
2021-07-18,30,11271625,0
2021-07-18,90,22618633,0
2021-07-18,120,24905279,0
2021-07-18,180,27468019,0
2021-07-18,270,27482551,0
2021-07-19,-1,27945584,0
2021-07-19,30,11459539,0
2021-07-19,90,22977890,0
2021-07-19,120,25321003,0
2021-07-19,180,27926393,0
2021-07-19,270,27945584,0
2021-07-20,-1,28403629,0
2021-07-20,30,11696762,0
2021-07-20,90,23310593,0
2021-07-20,120,25709547,0
2021-07-20,180,28364433,0
2021-07-20,270,28403629,0
2021-07-21,-1,28866420,0
2021-07-21,30,11871453,0
2021-07-21,90,23629859,0
2021-07-21,120,26096524,0
2021-07-21,180,28813004,0
2021-07-21,270,28866420,0
2021-07-22,-1,29341795,0
2021-07-22,30,12050579,0
2021-07-22,90,23966484,0
2021-07-22,120,26480976,0
2021-07-22,180,29255055,0
2021-07-22,270,29341795,0
2021-07-23,-1,29783115,0
2021-07-23,30,12189195,0
2021-07-23,90,24283350,0
2021-07-23,120,26832474,0
2021-07-23,180,29665601,0
2021-07-23,270,29783115,0
2021-07-24,-1,30169259,0
2021-07-24,30,12242718,0
2021-07-24,90,24608022,0
2021-07-24,120,27134978,0
2021-07-24,180,29987041,0
2021-07-24,270,30169259,0
2021-07-25,-1,30456812,0
2021-07-25,30,12181537,0
2021-07-25,90,24797666,0
2021-07-25,120,27350574,0
2021-07-25,180,30198129,0
2021-07-25,270,30456812,0
2021-07-26,-1,30887700,0
2021-07-26,30,12312276,0
2021-07-26,90,25100180,0
2021-07-26,120,27737278,0
2021-07-26,180,30564207,0
2021-07-26,270,30887700,0
2021-07-27,-1,31327810,0
2021-07-27,30,12523693,0
2021-07-27,90,25383898,0
2021-07-27,120,28106540,0
2021-07-27,180,30915062,0
2021-07-27,270,31327810,0
2021-07-28,-1,31718825,0
2021-07-28,30,12607554,0
2021-07-28,90,25579292,0
2021-07-28,120,28416148,0
2021-07-28,180,31212081,0
2021-07-28,270,31718825,0
2021-07-29,-1,32090898,0
2021-07-29,30,12650293,0
2021-07-29,90,25736752,0
2021-07-29,120,28691962,0
2021-07-29,180,31497611,0
2021-07-29,270,32090898,0
2021-07-30,-1,32432421,0
2021-07-30,30,12649593,0
2021-07-30,90,25904134,0
2021-07-30,120,28938156,0
2021-07-30,180,31781809,0
2021-07-30,270,32432421,0
2021-07-31,-1,32719468,0
2021-07-31,30,12573396,0
2021-07-31,90,26055372,0
2021-07-31,120,29141118,0
2021-07-31,180,31987021,0
2021-07-31,270,32719468,0
2021-08-01,-1,32910466,0
2021-08-01,30,12395887,0
2021-08-01,90,26104303,0
2021-08-01,120,29267812,0
2021-08-01,180,32095884,0
2021-08-01,270,32910466,0
2021-08-02,-1,33244170,0
2021-08-02,30,12358486,0
2021-08-02,90,26279294,0
2021-08-02,120,29579792,0
2021-08-02,180,32338481,0
2021-08-02,270,33244170,0
2021-08-03,-1,33567357,0
2021-08-03,30,12398434,0
2021-08-03,90,26431935,0
2021-08-03,120,29862661,0
2021-08-03,180,32566284,0
2021-08-03,270,33567357,0
2021-08-04,-1,33878340,0
2021-08-04,30,12324852,0
2021-08-04,90,26545094,0
2021-08-04,120,30092308,0
2021-08-04,180,32787000,0
2021-08-04,270,33878340,0
2021-08-05,-1,34170824,0
2021-08-05,30,12231841,0
2021-08-05,90,26623705,0
2021-08-05,120,30288950,0
2021-08-05,180,33016035,0
2021-08-05,270,34170824,0
2021-08-06,-1,34430864,0
2021-08-06,30,12079743,0
2021-08-06,90,26670306,0
2021-08-06,120,30453731,0
2021-08-06,180,33243141,0
2021-08-06,270,34430864,0
2021-08-07,-1,34629926,0
2021-08-07,30,11799216,0
2021-08-07,90,26726151,0
2021-08-07,120,30564292,0
2021-08-07,180,33401782,0
2021-08-07,270,34629926,0
2021-08-08,-1,34783034,0
2021-08-08,30,11453860,0
2021-08-08,90,26714159,0
2021-08-08,120,30643365,0
2021-08-08,180,33522009,0
2021-08-08,270,34783034,0
2021-08-09,-1,35017118,0
2021-08-09,30,11212777,0
2021-08-09,90,26773233,0
2021-08-09,120,30832680,0
2021-08-09,180,33727658,0
2021-08-09,270,35017118,0
2021-08-10,-1,35222397,0
2021-08-10,30,11060358,0
2021-08-10,90,26799288,0
2021-08-10,120,30971037,0
2021-08-10,180,33912532,0
2021-08-10,270,35222397,0
2021-08-11,-1,35416187,0
2021-08-11,30,10768270,0
2021-08-11,90,26789656,0
2021-08-11,120,31092233,0
2021-08-11,180,34090071,0
2021-08-11,270,35416187,0
2021-08-12,-1,35584249,0
2021-08-12,30,10444256,0
2021-08-12,90,26734775,0
2021-08-12,120,31174746,0
2021-08-12,180,34250854,0
2021-08-12,270,35584249,0
2021-08-13,-1,35732917,0
2021-08-13,30,10112493,0
2021-08-13,90,26673051,0
2021-08-13,120,31217990,0
2021-08-13,180,34396660,0
2021-08-13,270,35732917,0
2021-08-14,-1,35799020,0
2021-08-14,30,9655172,0
2021-08-14,90,26579868,0
2021-08-14,120,31177662,0
2021-08-14,180,34455916,0
2021-08-14,270,35799020,0
2021-08-15,-1,35825363,0
2021-08-15,30,9171766,0
2021-08-15,90,26386989,0
2021-08-15,120,31113477,0
2021-08-15,180,34475255,0
2021-08-15,270,35825363,0
2021-08-16,-1,35940077,0
2021-08-16,30,8822161,0
2021-08-16,90,26288671,0
2021-08-16,120,31169595,0
2021-08-16,180,34579443,0
2021-08-16,270,35940077,0
2021-08-17,-1,36069330,0
2021-08-17,30,8586779,0
2021-08-17,90,26210821,0
2021-08-17,120,31205412,0
2021-08-17,180,34699440,0
2021-08-17,270,36069330,0
2021-08-18,-1,36198097,0
2021-08-18,30,8252513,0
2021-08-18,90,26068698,0
2021-08-18,120,31230403,0
2021-08-18,180,34819949,0
2021-08-18,270,36198097,0
2021-08-19,-1,36322948,0
2021-08-19,30,7919319,0
2021-08-19,90,25922634,0
2021-08-19,120,31229912,0
2021-08-19,180,34939223,0
2021-08-19,270,36322948,0
2021-08-20,-1,36446746,0
2021-08-20,30,7580326,0
2021-08-20,90,25800885,0
2021-08-20,120,31210185,0
2021-08-20,180,35060007,0
2021-08-20,270,36446746,0
2021-08-21,-1,36529879,0
2021-08-21,30,7188084,0
2021-08-21,90,25686830,0
2021-08-21,120,31154568,0
2021-08-21,180,35136257,0
2021-08-21,270,36529879,0
2021-08-22,-1,36598059,0
2021-08-22,30,6814944,0
2021-08-22,90,25526699,0
2021-08-22,120,31098294,0
2021-08-22,180,35197250,0
2021-08-22,270,36598059,0
2021-08-23,-1,36774932,0
2021-08-23,30,6605673,0
2021-08-23,90,25457870,0
2021-08-23,120,31213695,0
2021-08-23,180,35364311,0
2021-08-23,270,36774932,0
2021-08-24,-1,36931824,0
2021-08-24,30,6475012,0
2021-08-24,90,25337185,0
2021-08-24,120,31272678,0
2021-08-24,180,35506991,0
2021-08-24,270,36931824,0
2021-08-25,-1,37108995,0
2021-08-25,30,6221295,0
2021-08-25,90,25203252,0
2021-08-25,120,31321475,0
2021-08-25,180,35666603,0
2021-08-25,270,37108995,0
2021-08-26,-1,37281347,0
2021-08-26,30,5953537,0
2021-08-26,90,25076013,0
2021-08-26,120,31337435,0
2021-08-26,180,35825035,0
2021-08-26,270,37281347,0
2021-08-27,-1,37467177,0
2021-08-27,30,5748352,0
2021-08-27,90,25030593,0
2021-08-27,120,31327644,0
2021-08-27,180,36001469,0
2021-08-27,270,37467177,0
2021-08-28,-1,37607470,0
2021-08-28,30,5516572,0
2021-08-28,90,25000033,0
2021-08-28,120,31253324,0
2021-08-28,180,36115235,0
2021-08-28,270,37607470,0
2021-08-29,-1,37706463,0
2021-08-29,30,5274042,0
2021-08-29,90,24882588,0
2021-08-29,120,31178176,0
2021-08-29,180,36180981,0
2021-08-29,270,37706463,0
2021-08-30,-1,37916048,0
2021-08-30,30,5196580,0
2021-08-30,90,24884536,0
2021-08-30,120,31251952,0
2021-08-30,180,36345916,0
2021-08-30,270,37916048,0
2021-08-31,-1,38110688,0
2021-08-31,30,5200222,0
2021-08-31,90,24963371,0
2021-08-31,120,31304525,0
2021-08-31,180,36490253,0
2021-08-31,270,38110688,0
2021-09-01,-1,38302906,0
2021-09-01,30,5058736,0
2021-09-01,90,24975412,0
2021-09-01,120,31338030,0
2021-09-01,180,36626728,0
2021-09-01,270,38302906,0
2021-09-02,-1,38492838,0
2021-09-02,30,4925481,0
2021-09-02,90,24980424,0
2021-09-02,120,31357416,0
2021-09-02,180,36774779,0
2021-09-02,270,38492838,0
2021-09-03,-1,38684123,0
2021-09-03,30,4805783,0
2021-09-03,90,24985709,0
2021-09-03,120,31350877,0
2021-09-03,180,36943733,0
2021-09-03,270,38684123,0
2021-09-04,-1,38815570,0
2021-09-04,30,4644746,0
2021-09-04,90,24977568,0
2021-09-04,120,31268451,0
2021-09-04,180,37024343,0
2021-09-04,270,38815570,0
2021-09-05,-1,38903415,0
2021-09-05,30,4472551,0
2021-09-05,90,24903508,0
2021-09-05,120,31142857,0
2021-09-05,180,37059096,0
2021-09-05,270,38903415,0
2021-09-06,-1,39097018,0
2021-09-06,30,4467092,0
2021-09-06,90,24925826,0
2021-09-06,120,31193243,0
2021-09-06,180,37194011,0
2021-09-06,270,39097018,0
2021-09-07,-1,39293054,0
2021-09-07,30,4510020,0
2021-09-07,90,24950336,0
2021-09-07,120,31224179,0
2021-09-07,180,37326160,0
2021-09-07,270,39293054,0
2021-09-08,-1,39480918,0
2021-09-08,30,4463800,0
2021-09-08,90,24964039,0
2021-09-08,120,31237033,0
2021-09-08,180,37448887,0
2021-09-08,270,39480918,0
2021-09-09,-1,39682339,0
2021-09-09,30,4459942,0
2021-09-09,90,24995431,0
2021-09-09,120,31259230,0
2021-09-09,180,37598578,0
2021-09-09,270,39682339,0
2021-09-10,-1,39880393,0
2021-09-10,30,4464206,0
2021-09-10,90,25065089,0
2021-09-10,120,31253862,0
2021-09-10,180,37761209,0
2021-09-10,270,39880393,0
2021-09-11,-1,40021685,0
2021-09-11,30,4437436,0
2021-09-11,90,25115149,0
2021-09-11,120,31172211,0
2021-09-11,180,37829042,0
2021-09-11,270,40021685,0
2021-09-12,-1,40111276,0
2021-09-12,30,4378359,0
2021-09-12,90,24990033,0
2021-09-12,120,31051410,0
2021-09-12,180,37844602,0
2021-09-12,270,40111276,0
2021-09-13,-1,40302386,643
2021-09-13,30,4503366,643
2021-09-13,90,24952680,643
2021-09-13,120,31083234,643
2021-09-13,180,37952571,643
2021-09-13,270,40302386,643
2021-09-14,-1,40479602,1290
2021-09-14,30,4654239,1290
2021-09-14,90,24876781,1290
2021-09-14,120,31041228,1290
2021-09-14,180,38048157,1290
2021-09-14,270,40479602,1290
2021-09-15,-1,40642679,1939
2021-09-15,30,4702602,1939
2021-09-15,90,24738080,1939
2021-09-15,120,30991273,1939
2021-09-15,180,38130145,1939
2021-09-15,270,40642679,1939
2021-09-16,-1,40802725,2937
2021-09-16,30,4733395,2937
2021-09-16,90,24591799,2937
2021-09-16,120,30944216,2937
2021-09-16,180,38225453,2937
2021-09-16,270,40802725,2937
2021-09-17,-1,40952879,4107
2021-09-17,30,4754782,4107
2021-09-17,90,24466834,4107
2021-09-17,120,30823480,4107
2021-09-17,180,38328298,4107
2021-09-17,270,40952879,4107
2021-09-18,-1,41080856,4885
2021-09-18,30,4757908,4885
2021-09-18,90,24373989,4885
2021-09-18,120,30680542,4885
2021-09-18,180,38386774,4885
2021-09-18,270,41080856,4885
2021-09-19,-1,41162000,5393
2021-09-19,30,4715254,5393
2021-09-19,90,24167033,5393
2021-09-19,120,30516139,5393
2021-09-19,180,38392104,5393
2021-09-19,270,41162000,5393
2021-09-20,-1,41342064,14521
2021-09-20,30,4812185,14521
2021-09-20,90,24050848,14521
2021-09-20,120,30499015,14521
2021-09-20,180,38481245,14521
2021-09-20,270,41342064,14521
2021-09-21,-1,41508736,23383
2021-09-21,30,4910677,23383
2021-09-21,90,23914816,23383
2021-09-21,120,30437376,23383
2021-09-21,180,38558095,23383
2021-09-21,270,41508736,23383
2021-09-22,-1,41667848,32846
2021-09-22,30,4892916,32846
2021-09-22,90,23741307,32846
2021-09-22,120,30350786,32846
2021-09-22,180,38633567,32846
2021-09-22,270,41667848,32846
2021-09-23,-1,41805950,42203
2021-09-23,30,4874126,42203
2021-09-23,90,23530675,42203
2021-09-23,120,30211311,42203
2021-09-23,180,38699712,42203
2021-09-23,270,41805930,42203
2021-09-24,-1,41946501,51216
2021-09-24,30,4837506,51216
2021-09-24,90,23371077,51216
2021-09-24,120,30040758,51216
2021-09-24,180,38796079,51216
2021-09-24,270,41946479,51216
2021-09-25,-1,42066063,56889
2021-09-25,30,4784716,56889
2021-09-25,90,23261946,56889
2021-09-25,120,29860729,56889
2021-09-25,180,38844793,56889
2021-09-25,270,42066040,56889
2021-09-26,-1,42138054,61254
2021-09-26,30,4670877,61254
2021-09-26,90,23026783,61254
2021-09-26,120,29701470,61254
2021-09-26,180,38835377,61254
2021-09-26,270,42138021,61254
2021-09-27,-1,42273718,71338
2021-09-27,30,4666248,71338
2021-09-27,90,22833113,71338
2021-09-27,120,29666281,71338
2021-09-27,180,38874782,71338
2021-09-27,270,42273608,71338
2021-09-28,-1,42391235,82763
2021-09-28,30,4684772,82763
2021-09-28,90,22608407,82763
2021-09-28,120,29567360,82763
2021-09-28,180,38896970,82763
2021-09-28,270,42391100,82763
2021-09-29,-1,42503611,94613
2021-09-29,30,4587563,94613
2021-09-29,90,22357539,94613
2021-09-29,120,29472099,94613
2021-09-29,180,38925261,94613
2021-09-29,270,42503333,94613
2021-09-30,-1,42613898,109592
2021-09-30,30,4503210,109592
2021-09-30,90,22099319,109592
2021-09-30,120,29466581,109592
2021-09-30,180,38971244,109592
2021-09-30,270,42613513,109592
2021-10-01,-1,42708892,128736
2021-10-01,30,4405986,128736
2021-10-01,90,21823208,128736
2021-10-01,120,29381398,128736
2021-10-01,180,39044514,128736
2021-10-01,270,42708271,128736
2021-10-02,-1,42787412,142779
2021-10-02,30,4294574,142779
2021-10-02,90,21618489,142779
2021-10-02,120,29274998,142779
2021-10-02,180,39082716,142779
2021-10-02,270,42786511,142779
2021-10-03,-1,42835172,150448
2021-10-03,30,4151049,150448
2021-10-03,90,21281684,150448
2021-10-03,120,29136758,150448
2021-10-03,180,39049140,150448
2021-10-03,270,42834022,150448
2021-10-04,-1,42923563,184930
2021-10-04,30,4107993,184930
2021-10-04,90,20984580,184930
2021-10-04,120,29085561,184930
2021-10-04,180,39041689,184930
2021-10-04,270,42922090,184930
2021-10-05,-1,43003942,218948
2021-10-05,30,4100527,218948
2021-10-05,90,20652821,218948
2021-10-05,120,29004035,218948
2021-10-05,180,39026809,218948
2021-10-05,270,43002091,218948
2021-10-06,-1,43075950,253156
2021-10-06,30,3978932,253156
2021-10-06,90,20245240,253156
2021-10-06,120,28904758,253156
2021-10-06,180,39010316,253156
2021-10-06,270,43073817,253156
2021-10-07,-1,43147830,287528
2021-10-07,30,3854776,287528
2021-10-07,90,19818656,287528
2021-10-07,120,28805112,287528
2021-10-07,180,39008161,287528
2021-10-07,270,43145532,287528
2021-10-08,-1,43228469,321149
2021-10-08,30,3747551,321149
2021-10-08,90,19424128,321149
2021-10-08,120,28711590,321149
2021-10-08,180,39044031,321149
2021-10-08,270,43225863,321149
2021-10-09,-1,43304585,343343
2021-10-09,30,3622246,343343
2021-10-09,90,19142546,343343
2021-10-09,120,28617677,343343
2021-10-09,180,39053225,343343
2021-10-09,270,43301696,343343
2021-10-10,-1,43350374,356974
2021-10-10,30,3469981,356974
2021-10-10,90,18702457,356974
2021-10-10,120,28535070,356974
2021-10-10,180,39026420,356974
2021-10-10,270,43347068,356974
2021-10-11,-1,43437822,398106
2021-10-11,30,3416137,398106
2021-10-11,90,18297829,398106
2021-10-11,120,28531286,398106
2021-10-11,180,39028319,398106
2021-10-11,270,43434012,398106
2021-10-12,-1,43522339,445039
2021-10-12,30,3411063,445039
2021-10-12,90,17901915,445039
2021-10-12,120,28401096,445039
2021-10-12,180,39007412,445039
2021-10-12,270,43518210,445039
2021-10-13,-1,43610555,497203
2021-10-13,30,3308169,496560
2021-10-13,90,17466707,497203
2021-10-13,120,28260849,497203
2021-10-13,180,38989197,497203
2021-10-13,270,43606202,497203
2021-10-14,-1,43702109,555758
2021-10-14,30,3222507,554468
2021-10-14,90,17048512,555758
2021-10-14,120,28099288,555758
2021-10-14,180,38990223,555758
2021-10-14,270,43694692,555758
2021-10-15,-1,43795709,611434
2021-10-15,30,3153030,609495
2021-10-15,90,16677793,611434
2021-10-15,120,27891110,611434
2021-10-15,180,39025227,611434
2021-10-15,270,43783072,611434
2021-10-16,-1,43878680,648257
2021-10-16,30,3075955,645320
2021-10-16,90,16396129,648257
2021-10-16,120,27667754,648257
2021-10-16,180,39014762,648257
2021-10-16,270,43864148,648257
2021-10-17,-1,43930142,672118
2021-10-17,30,2977263,668011
2021-10-17,90,15984558,672118
2021-10-17,120,27444097,672118
2021-10-17,180,38962448,672118
2021-10-17,270,43910951,672118
2021-10-18,-1,44020445,731637
2021-10-18,30,2939589,726752
2021-10-18,90,15616816,731637
2021-10-18,120,27313578,731637
2021-10-18,180,38927409,731637
2021-10-18,270,43981249,731637
2021-10-19,-1,44098801,801043
2021-10-19,30,2936801,795650
2021-10-19,90,15232381,801043
2021-10-19,120,27103834,801043
2021-10-19,180,38862240,801043
2021-10-19,270,44045385,801043
2021-10-20,-1,44173862,879254
2021-10-20,30,2831798,864733
2021-10-20,90,14832067,879254
2021-10-20,120,26882646,879254
2021-10-20,180,38798551,879254
2021-10-20,270,44087122,879254
2021-10-21,-1,44252149,961067
2021-10-21,30,2743413,937684
2021-10-21,90,14469034,961067
2021-10-21,120,26658229,961067
2021-10-21,180,38752384,961067
2021-10-21,270,44134635,961067
2021-10-22,-1,44325916,1038149
2021-10-22,30,2658068,1005303
2021-10-22,90,14156657,1038149
2021-10-22,120,26399375,1038149
2021-10-22,180,38764679,1038149
2021-10-22,270,44143698,1038149
2021-10-23,-1,44386752,1090122
2021-10-23,30,2580802,1047919
2021-10-23,90,13929940,1090122
2021-10-23,120,26111477,1090122
2021-10-23,180,38727606,1090122
2021-10-23,270,44128069,1090122
2021-10-24,-1,44420122,1113601
2021-10-24,30,2473621,1062385
2021-10-24,90,13532422,1113601
2021-10-24,120,25844698,1113601
2021-10-24,180,38632602,1113601
2021-10-24,270,44096629,1113601
2021-10-25,-1,44485017,1195267
2021-10-25,30,2418954,1138378
2021-10-25,90,13157207,1195267
2021-10-25,120,25680900,1195267
2021-10-25,180,38541105,1195267
2021-10-25,270,44072269,1195267
2021-10-26,-1,44543393,1287100
2021-10-26,30,2405339,1225846
2021-10-26,90,12824568,1287100
2021-10-26,120,25432122,1287100
2021-10-26,180,38403860,1287100
2021-10-26,270,44036649,1287100
2021-10-27,-1,44601708,1391130
2021-10-27,30,2327990,1319792
2021-10-27,90,12510810,1391130
2021-10-27,120,25161103,1391130
2021-10-27,180,38247562,1391130
2021-10-27,270,44008421,1391130
2021-10-28,-1,44663153,1505286
2021-10-28,30,2271918,1422523
