data_somministrazione,area,fascia_anagrafica,vaccinazioni,booster,cum_vaccinazioni,cum_booster
2021-05-30,PIE,12-19,58,0,2414,0
2021-05-30,PIE,20-29,324,0,43325,0
2021-05-30,PIE,30-39,437,0,56431,0
2021-05-30,PIE,40-49,832,0,82263,0
2021-05-30,PIE,50-59,1551,0,123513,0
2021-05-30,PIE,60-69,3318,0,170177,0
2021-05-30,PIE,70-79,3378,0,157080,0
2021-05-30,PIE,80-89,335,0,275598,0
2021-05-30,PIE,90+,156,0,60948,0
2021-05-30,PUG,05-11,0,0,0,0
2021-05-30,PUG,12-19,267,0,2681,0
2021-05-30,PUG,20-29,417,0,35056,0
2021-05-30,PUG,30-39,493,0,54437,0
2021-05-30,PUG,40-49,762,0,87826,0
2021-05-30,PUG,50-59,1152,0,126237,0
2021-05-30,PUG,60-69,1089,0,137599,0
2021-05-30,PUG,70-79,2293,0,144374,0
2021-05-30,PUG,80-89,180,0,193905,0
2021-05-30,PUG,90+,41,0,41509,0
2021-05-30,SAR,05-11,0,0,0,0
2021-05-30,SAR,12-19,16,0,1007,0
2021-05-30,SAR,20-29,97,0,10173,0
2021-05-30,SAR,30-39,149,0,19203,0
2021-05-30,SAR,40-49,283,0,30469,0
2021-05-30,SAR,50-59,475,0,41942,0
2021-05-30,SAR,60-69,720,0,44166,0
2021-05-30,SAR,70-79,483,0,44459,0
2021-05-30,SAR,80-89,196,0,77560,0
2021-05-30,SAR,90+,32,0,15762,0
2021-05-30,SIC,05-11,0,0,0,0
2021-05-30,SIC,12-19,417,0,7651,0
2021-05-30,SIC,20-29,950,0,45813,0
2021-05-30,SIC,30-39,1354,0,62690,0
2021-05-30,SIC,40-49,2530,0,105842,0
2021-05-30,SIC,50-59,6086,0,165671,0
2021-05-30,SIC,60-69,4112,0,178757,0
2021-05-30,SIC,70-79,3542,0,173213,0
2021-05-30,SIC,80-89,670,0,184588,0
2021-05-30,SIC,90+,134,0,35377,0
2021-05-30,TOS,05-11,0,0,0,0
2021-05-30,TOS,12-19,43,0,1639,0
2021-05-30,TOS,20-29,241,0,36517,0
2021-05-30,TOS,30-39,262,0,51130,0
2021-05-30,TOS,40-49,603,0,74069,0
2021-05-30,TOS,50-59,1228,0,93099,0
2021-05-30,TOS,60-69,5428,0,102399,0
2021-05-30,TOS,70-79,1770,0,126110,0
2021-05-30,TOS,80-89,204,0,237234,0
2021-05-30,TOS,90+,22,0,62381,0
2021-05-30,UMB,05-11,0,0,0,0
2021-05-30,UMB,12-19,3,0,387,0
2021-05-30,UMB,20-29,21,0,6994,0
2021-05-30,UMB,30-39,27,0,12444,0
2021-05-30,UMB,40-49,57,0,18468,0
2021-05-30,UMB,50-59,55,0,25611,0
2021-05-30,UMB,60-69,104,0,27581,0
2021-05-30,UMB,70-79,50,0,18051,0
2021-05-30,UMB,80-89,4,0,59697,0
2021-05-30,UMB,90+,3,0,15595,0
2021-05-30,VDA,05-11,0,0,0,0
2021-05-30,VDA,12-19,1,0,62,0
2021-05-30,VDA,20-29,2,0,769,0
2021-05-30,VDA,30-39,4,0,1158,0
2021-05-30,VDA,40-49,8,0,1887,0
2021-05-30,VDA,50-59,18,0,3880,0
2021-05-30,VDA,60-69,11,0,4461,0
2021-05-30,VDA,70-79,114,0,6186,0
2021-05-30,VDA,80-89,17,0,6494,0
2021-05-30,VDA,90+,4,0,1520,0
2021-05-30,VEN,05-11,0,0,0,0
2021-05-30,VEN,12-19,35,0,2282,0
2021-05-30,VEN,20-29,228,0,40818,0
2021-05-30,VEN,30-39,292,0,52217,0
2021-05-30,VEN,40-49,544,0,77092,0
2021-05-30,VEN,50-59,1257,0,122059,0
2021-05-30,VEN,60-69,4316,0,221040,0
2021-05-30,VEN,70-79,1402,0,196318,0
2021-05-30,VEN,80-89,545,0,261231,0
2021-05-30,VEN,90+,129,0,61504,0
2021-05-31,ABR,05-11,0,0,0,0
2021-05-31,ABR,12-19,18,0,670,0
2021-05-31,ABR,20-29,183,0,10135,0
2021-05-31,ABR,30-39,399,0,16958,0
2021-05-31,ABR,40-49,1126,0,28537,0
2021-05-31,ABR,50-59,2462,0,44266,0
2021-05-31,ABR,60-69,1146,0,51249,0
2021-05-31,ABR,70-79,883,0,52864,0
2021-05-31,ABR,80-89,216,0,69435,0
2021-05-31,ABR,90+,91,0,16019,0
2021-05-31,BAS,05-11,0,0,0,0
2021-05-31,BAS,12-19,21,0,776,0
2021-05-31,BAS,20-29,154,0,5653,0
2021-05-31,BAS,30-39,226,0,8572,0
2021-05-31,BAS,40-49,317,0,16153,0
2021-05-31,BAS,50-59,346,0,21247,0
2021-05-31,BAS,60-69,776,0,19656,0
2021-05-31,BAS,70-79,1141,0,19409,0
2021-05-31,BAS,80-89,17,0,31151,0
2021-05-31,BAS,90+,3,0,7488,0
2021-05-31,CAL,05-11,0,0,0,0
2021-05-31,CAL,12-19,35,0,1135,0
2021-05-31,CAL,20-29,510,0,14294,0
2021-05-31,CAL,30-39,757,0,24402,0
2021-05-31,CAL,40-49,1693,0,38711,0
2021-05-31,CAL,50-59,1787,0,58562,0
2021-05-31,CAL,60-69,2382,0,74833,0
2021-05-31,CAL,70-79,1893,0,74439,0
2021-05-31,CAL,80-89,239,0,81062,0
2021-05-31,CAL,90+,71,0,16682,0
2021-05-31,CAM,05-11,0,0,0,0
2021-05-31,CAM,12-19,217,0,6000,0
2021-05-31,CAM,20-29,1104,0,62218,0
2021-05-31,CAM,30-39,1336,0,89704,0
2021-05-31,CAM,40-49,2543,0,127346,0
2021-05-31,CAM,50-59,3618,0,263349,0
2021-05-31,CAM,60-69,1927,0,210990,0
2021-05-31,CAM,70-79,778,0,170301,0
2021-05-31,CAM,80-89,421,0,199946,0
2021-05-31,CAM,90+,227,0,35065,0
2021-05-31,EMR,05-11,0,0,0,0
2021-05-31,EMR,12-19,39,0,3156,0
2021-05-31,EMR,20-29,681,0,44632,0
2021-05-31,EMR,30-39,839,0,61085,0
2021-05-31,EMR,40-49,1245,0,91779,0
2021-05-31,EMR,50-59,1871,0,132331,0
2021-05-31,EMR,60-69,6957,0,197814,0
2021-05-31,EMR,70-79,2028,0,153984,0
2021-05-31,EMR,80-89,350,0,274268,0
2021-05-31,EMR,90+,180,0,69781,0
2021-05-31,FVG,05-11,0,0,0,0
2021-05-31,FVG,12-19,6,0,742,0
2021-05-31,FVG,20-29,192,0,15960,0
2021-05-31,FVG,30-39,246,0,18676,0
2021-05-31,FVG,40-49,535,0,27936,0
2021-05-31,FVG,50-59,839,0,42790,0
2021-05-31,FVG,60-69,1689,0,38825,0
2021-05-31,FVG,70-79,581,0,33868,0
2021-05-31,FVG,80-89,132,0,74897,0
2021-05-31,FVG,90+,85,0,17674,0
2021-05-31,LAZ,05-11,0,0,0,0
2021-05-31,LAZ,12-19,47,0,2123,0
2021-05-31,LAZ,20-29,828,0,44480,0
2021-05-31,LAZ,30-39,1573,0,70504,0
2021-05-31,LAZ,40-49,2934,0,108342,0
2021-05-31,LAZ,50-59,4745,0,184911,0
2021-05-31,LAZ,60-69,5000,0,153552,0
2021-05-31,LAZ,70-79,6350,0,224244,0
2021-05-31,LAZ,80-89,1603,0,297266,0
2021-05-31,LAZ,90+,315,0,65020,0
2021-05-31,LIG,05-11,0,0,0,0
2021-05-31,LIG,12-19,118,0,1229,0
2021-05-31,LIG,20-29,819,0,16052,0
2021-05-31,LIG,30-39,656,0,18102,0
2021-05-31,LIG,40-49,689,0,24292,0
2021-05-31,LIG,50-59,956,0,39552,0
2021-05-31,LIG,60-69,1608,0,43682,0
2021-05-31,LIG,70-79,1491,0,84105,0
2021-05-31,LIG,80-89,540,0,102733,0
2021-05-31,LIG,90+,196,0,24017,0
2021-05-31,LOM,05-11,0,0,0,0
2021-05-31,LOM,12-19,76,0,8635,0
2021-05-31,LOM,20-29,1576,0,101788,0
2021-05-31,LOM,30-39,2335,0,129738,0
2021-05-31,LOM,40-49,3897,0,188750,0
2021-05-31,LOM,50-59,31356,0,355707,0
2021-05-31,LOM,60-69,4628,0,427888,0
2021-05-31,LOM,70-79,1610,0,385102,0
2021-05-31,LOM,80-89,581,0,558226,0
2021-05-31,LOM,90+,336,0,120901,0
2021-05-31,MAR,05-11,0,0,0,0
2021-05-31,MAR,12-19,5,0,835,0
2021-05-31,MAR,20-29,142,0,12595,0
2021-05-31,MAR,30-39,195,0,19232,0
2021-05-31,MAR,40-49,400,0,30444,0
2021-05-31,MAR,50-59,551,0,43078,0
2021-05-31,MAR,60-69,328,0,64319,0
2021-05-31,MAR,70-79,388,0,69138,0
2021-05-31,MAR,80-89,975,0,76709,0
2021-05-31,MAR,90+,208,0,20400,0
2021-05-31,MOL,05-11,0,0,0,0
2021-05-31,MOL,12-19,0,0,110,0
2021-05-31,MOL,20-29,20,0,1757,0
2021-05-31,MOL,30-39,62,0,3481,0
2021-05-31,MOL,40-49,83,0,5780,0
2021-05-31,MOL,50-59,114,0,10576,0
2021-05-31,MOL,60-69,152,0,12410,0
2021-05-31,MOL,70-79,6,0,9171,0
2021-05-31,MOL,80-89,30,0,17864,0
2021-05-31,MOL,90+,22,0,4511,0
2021-05-31,PAB,05-11,0,0,0,0
2021-05-31,PAB,12-19,12,0,557,0
2021-05-31,PAB,20-29,64,0,7112,0
2021-05-31,PAB,30-39,97,0,9497,0
2021-05-31,PAB,40-49,119,0,13737,0
2021-05-31,PAB,50-59,145,0,18016,0
2021-05-31,PAB,60-69,417,0,21023,0
2021-05-31,PAB,70-79,175,0,15000,0
2021-05-31,PAB,80-89,22,0,21663,0
2021-05-31,PAB,90+,3,0,5184,0
2021-05-31,PAT,05-11,0,0,0,0
2021-05-31,PAT,12-19,11,0,154,0
2021-05-31,PAT,20-29,109,0,4844,0
2021-05-31,PAT,30-39,134,0,5835,0
2021-05-31,PAT,40-49,194,0,8333,0
2021-05-31,PAT,50-59,362,0,13705,0
2021-05-31,PAT,60-69,735,0,11326,0
2021-05-31,PAT,70-79,1591,0,19762,0
2021-05-31,PAT,80-89,191,0,27030,0
2021-05-31,PAT,90+,45,0,7415,0
2021-05-31,PIE,05-11,0,0,0,0
2021-05-31,PIE,12-19,45,0,2459,0
2021-05-31,PIE,20-29,433,0,43758,0
2021-05-31,PIE,30-39,601,0,57032,0
2021-05-31,PIE,40-49,963,0,83226,0
2021-05-31,PIE,50-59,2304,0,125817,0
2021-05-31,PIE,60-69,3410,0,173587,0
2021-05-31,PIE,70-79,2964,0,160044,0
2021-05-31,PIE,80-89,279,0,275877,0
2021-05-31,PIE,90+,166,0,61114,0
2021-05-31,PUG,05-11,0,0,0,0
2021-05-31,PUG,12-19,169,0,2850,0
2021-05-31,PUG,20-29,890,0,35946,0
2021-05-31,PUG,30-39,1225,0,55662,0
2021-05-31,PUG,40-49,2589,0,90415,0
2021-05-31,PUG,50-59,5430,0,131667,0
2021-05-31,PUG,60-69,4803,0,142402,0
2021-05-31,PUG,70-79,3729,0,148103,0
2021-05-31,PUG,80-89,679,0,194584,0
2021-05-31,PUG,90+,309,0,41818,0
2021-05-31,SAR,05-11,0,0,0,0
2021-05-31,SAR,12-19,14,0,1021,0
2021-05-31,SAR,20-29,180,0,10353,0
2021-05-31,SAR,30-39,375,0,19578,0
2021-05-31,SAR,40-49,749,0,31218,0
2021-05-31,SAR,50-59,884,0,42826,0
2021-05-31,SAR,60-69,519,0,44685,0
2021-05-31,SAR,70-79,430,0,44889,0
2021-05-31,SAR,80-89,49,0,77609,0
2021-05-31,SAR,90+,12,0,15774,0
2021-05-31,SIC,05-11,0,0,0,0
2021-05-31,SIC,12-19,829,0,8480,0
2021-05-31,SIC,20-29,1278,0,47091,0
2021-05-31,SIC,30-39,1488,0,64178,0
2021-05-31,SIC,40-49,2908,0,108750,0
2021-05-31,SIC,50-59,4818,0,170489,0
2021-05-31,SIC,60-69,3614,0,182371,0
2021-05-31,SIC,70-79,3485,0,176698,0
2021-05-31,SIC,80-89,914,0,185502,0
2021-05-31,SIC,90+,343,0,35720,0
2021-05-31,TOS,05-11,0,0,0,0
2021-05-31,TOS,12-19,37,0,1676,0
2021-05-31,TOS,20-29,290,0,36807,0
2021-05-31,TOS,30-39,305,0,51435,0
2021-05-31,TOS,40-49,650,0,74719,0
2021-05-31,TOS,50-59,1378,0,94477,0
2021-05-31,TOS,60-69,4076,0,106475,0
2021-05-31,TOS,70-79,4351,0,130461,0
2021-05-31,TOS,80-89,253,0,237487,0
2021-05-31,TOS,90+,23,0,62404,0
2021-05-31,UMB,05-11,0,0,0,0
2021-05-31,UMB,12-19,3,0,390,0
2021-05-31,UMB,20-29,79,0,7073,0
2021-05-31,UMB,30-39,128,0,12572,0
2021-05-31,UMB,40-49,194,0,18662,0
2021-05-31,UMB,50-59,315,0,25926,0
2021-05-31,UMB,60-69,2049,0,29630,0
2021-05-31,UMB,70-79,76,0,18127,0
2021-05-31,UMB,80-89,16,0,59713,0
2021-05-31,UMB,90+,9,0,15604,0
2021-05-31,VDA,05-11,0,0,0,0
2021-05-31,VDA,12-19,0,0,62,0
2021-05-31,VDA,20-29,3,0,772,0
2021-05-31,VDA,30-39,7,0,1165,0
2021-05-31,VDA,40-49,23,0,1910,0
2021-05-31,VDA,50-59,44,0,3924,0
2021-05-31,VDA,60-69,19,0,4480,0
2021-05-31,VDA,70-79,260,0,6446,0
2021-05-31,VDA,80-89,34,0,6528,0
2021-05-31,VDA,90+,5,0,1525,0
2021-05-31,VEN,05-11,0,0,0,0
2021-05-31,VEN,12-19,31,0,2313,0
2021-05-31,VEN,20-29,467,0,41285,0
2021-05-31,VEN,30-39,703,0,52920,0
2021-05-31,VEN,40-49,1354,0,78446,0
2021-05-31,VEN,50-59,2332,0,124391,0
2021-05-31,VEN,60-69,5672,0,226712,0
2021-05-31,VEN,70-79,2319,0,198637,0
2021-05-31,VEN,80-89,324,0,261555,0
2021-05-31,VEN,90+,89,0,61593,0
2021-06-01,ABR,05-11,0,0,0,0
2021-06-01,ABR,12-19,12,0,682,0
2021-06-01,ABR,20-29,172,0,10307,0
2021-06-01,ABR,30-39,399,0,17357,0
2021-06-01,ABR,40-49,823,0,29360,0
2021-06-01,ABR,50-59,1817,0,46083,0
2021-06-01,ABR,60-69,1184,0,52433,0
2021-06-01,ABR,70-79,874,0,53738,0
2021-06-01,ABR,80-89,289,0,69724,0
2021-06-01,ABR,90+,114,0,16133,0
2021-06-01,BAS,05-11,0,0,0,0
2021-06-01,BAS,12-19,43,0,819,0
2021-06-01,BAS,20-29,238,0,5891,0
2021-06-01,BAS,30-39,317,0,8889,0
2021-06-01,BAS,40-49,386,0,16539,0
2021-06-01,BAS,50-59,657,0,21904,0
2021-06-01,BAS,60-69,751,0,20407,0
2021-06-01,BAS,70-79,1211,0,20620,0
2021-06-01,BAS,80-89,23,0,31174,0
2021-06-01,BAS,90+,10,0,7498,0
2021-06-01,CAL,05-11,0,0,0,0
2021-06-01,CAL,12-19,26,0,1161,0
2021-06-01,CAL,20-29,412,0,14706,0
2021-06-01,CAL,30-39,582,0,24984,0
2021-06-01,CAL,40-49,1713,0,40424,0
2021-06-01,CAL,50-59,1586,0,60148,0
2021-06-01,CAL,60-69,1585,0,76418,0
2021-06-01,CAL,70-79,1070,0,75509,0
2021-06-01,CAL,80-89,217,0,81279,0
2021-06-01,CAL,90+,55,0,16737,0
2021-06-01,CAM,05-11,0,0,0,0
2021-06-01,CAM,12-19,10078,0,16078,0
2021-06-01,CAM,20-29,1712,0,63930,0
2021-06-01,CAM,30-39,1315,0,91019,0
2021-06-01,CAM,40-49,2588,0,129934,0
2021-06-01,CAM,50-59,3776,0,267125,0
2021-06-01,CAM,60-69,2293,0,213283,0
2021-06-01,CAM,70-79,957,0,171258,0
2021-06-01,CAM,80-89,555,0,200501,0
2021-06-01,CAM,90+,274,0,35339,0
2021-06-01,EMR,05-11,0,0,0,0
2021-06-01,EMR,12-19,43,0,3199,0
2021-06-01,EMR,20-29,526,0,45158,0
2021-06-01,EMR,30-39,686,0,61771,0
2021-06-01,EMR,40-49,1149,0,92928,0
2021-06-01,EMR,50-59,2678,0,135009,0
2021-06-01,EMR,60-69,5136,0,202950,0
2021-06-01,EMR,70-79,1774,0,155758,0
2021-06-01,EMR,80-89,364,0,274632,0
2021-06-01,EMR,90+,212,0,69993,0
2021-06-01,FVG,05-11,0,0,0,0
2021-06-01,FVG,12-19,9,0,751,0
2021-06-01,FVG,20-29,136,0,16096,0
2021-06-01,FVG,30-39,249,0,18925,0
2021-06-01,FVG,40-49,602,0,28538,0
2021-06-01,FVG,50-59,877,0,43667,0
2021-06-01,FVG,60-69,719,0,39544,0
2021-06-01,FVG,70-79,327,0,34195,0
2021-06-01,FVG,80-89,119,0,75016,0
2021-06-01,FVG,90+,54,0,17728,0
2021-06-01,LAZ,05-11,0,0,0,0
2021-06-01,LAZ,12-19,318,0,2441,0
2021-06-01,LAZ,20-29,640,0,45120,0
2021-06-01,LAZ,30-39,1152,0,71656,0
2021-06-01,LAZ,40-49,3881,0,112223,0
2021-06-01,LAZ,50-59,4733,0,189644,0
2021-06-01,LAZ,60-69,4610,0,158162,0
2021-06-01,LAZ,70-79,6592,0,230836,0
2021-06-01,LAZ,80-89,1513,0,298779,0
2021-06-01,LAZ,90+,337,0,65357,0
2021-06-01,LIG,05-11,0,0,0,0
2021-06-01,LIG,12-19,171,0,1400,0
2021-06-01,LIG,20-29,1091,0,17143,0
2021-06-01,LIG,30-39,904,0,19006,0
2021-06-01,LIG,40-49,607,0,24899,0
2021-06-01,LIG,50-59,1001,0,40553,0
2021-06-01,LIG,60-69,1667,0,45349,0
2021-06-01,LIG,70-79,1591,0,85696,0
2021-06-01,LIG,80-89,440,0,103173,0
2021-06-01,LIG,90+,173,0,24190,0
2021-06-01,LOM,05-11,0,0,0,0
2021-06-01,LOM,12-19,60,0,8695,0
2021-06-01,LOM,20-29,1527,0,103315,0
2021-06-01,LOM,30-39,2440,0,132178,0
2021-06-01,LOM,40-49,4320,0,193070,0
2021-06-01,LOM,50-59,25766,0,381473,0
2021-06-01,LOM,60-69,4218,0,432106,0
2021-06-01,LOM,70-79,1546,0,386648,0
2021-06-01,LOM,80-89,596,0,558822,0
2021-06-01,LOM,90+,357,0,121258,0
2021-06-01,MAR,05-11,0,0,0,0
2021-06-01,MAR,12-19,4,0,839,0
2021-06-01,MAR,20-29,59,0,12654,0
2021-06-01,MAR,30-39,118,0,19350,0
2021-06-01,MAR,40-49,313,0,30757,0
2021-06-01,MAR,50-59,457,0,43535,0
2021-06-01,MAR,60-69,443,0,64762,0
2021-06-01,MAR,70-79,741,0,69879,0
2021-06-01,MAR,80-89,254,0,76963,0
2021-06-01,MAR,90+,67,0,20467,0
2021-06-01,MOL,05-11,0,0,0,0
2021-06-01,MOL,12-19,0,0,110,0
2021-06-01,MOL,20-29,5,0,1762,0
2021-06-01,MOL,30-39,5,0,3486,0
2021-06-01,MOL,40-49,56,0,5836,0
2021-06-01,MOL,50-59,53,0,10629,0
2021-06-01,MOL,60-69,19,0,12429,0
2021-06-01,MOL,70-79,7,0,9178,0
2021-06-01,MOL,80-89,36,0,17900,0
2021-06-01,MOL,90+,21,0,4532,0
2021-06-01,PAB,05-11,0,0,0,0
2021-06-01,PAB,12-19,20,0,577,0
2021-06-01,PAB,20-29,274,0,7386,0
2021-06-01,PAB,30-39,312,0,9809,0
2021-06-01,PAB,40-49,399,0,14136,0
2021-06-01,PAB,50-59,447,0,18463,0
2021-06-01,PAB,60-69,195,0,21218,0
2021-06-01,PAB,70-79,101,0,15101,0
2021-06-01,PAB,80-89,31,0,21694,0
2021-06-01,PAB,90+,8,0,5192,0
2021-06-01,PAT,05-11,0,0,0,0
2021-06-01,PAT,12-19,4,0,158,0
2021-06-01,PAT,20-29,72,0,4916,0
2021-06-01,PAT,30-39,80,0,5915,0
2021-06-01,PAT,40-49,128,0,8461,0
2021-06-01,PAT,50-59,250,0,13955,0
2021-06-01,PAT,60-69,789,0,12115,0
2021-06-01,PAT,70-79,1730,0,21492,0
2021-06-01,PAT,80-89,123,0,27153,0
2021-06-01,PAT,90+,34,0,7449,0
2021-06-01,PIE,05-11,0,0,0,0
2021-06-01,PIE,12-19,39,0,2498,0
2021-06-01,PIE,20-29,267,0,44025,0
2021-06-01,PIE,30-39,343,0,57375,0
2021-06-01,PIE,40-49,617,0,83843,0
2021-06-01,PIE,50-59,1484,0,127301,0
2021-06-01,PIE,60-69,1984,0,175571,0
2021-06-01,PIE,70-79,1827,0,161871,0
2021-06-01,PIE,80-89,241,0,276118,0
2021-06-01,PIE,90+,93,0,61207,0
2021-06-01,PUG,05-11,0,0,0,0
2021-06-01,PUG,12-19,183,0,3033,0
2021-06-01,PUG,20-29,1015,0,36961,0
2021-06-01,PUG,30-39,1058,0,56720,0
2021-06-01,PUG,40-49,5581,0,95996,0
2021-06-01,PUG,50-59,5191,0,136858,0
2021-06-01,PUG,60-69,4899,0,147301,0
2021-06-01,PUG,70-79,3686,0,151789,0
2021-06-01,PUG,80-89,569,0,195153,0
2021-06-01,PUG,90+,194,0,42012,0
2021-06-01,SAR,05-11,0,0,0,0
2021-06-01,SAR,12-19,11,0,1032,0
2021-06-01,SAR,20-29,175,0,10528,0
2021-06-01,SAR,30-39,441,0,20019,0
2021-06-01,SAR,40-49,819,0,32037,0
2021-06-01,SAR,50-59,1142,0,43968,0
2021-06-01,SAR,60-69,1275,0,45960,0
2021-06-01,SAR,70-79,1099,0,45988,0
2021-06-01,SAR,80-89,122,0,77731,0
2021-06-01,SAR,90+,36,0,15810,0
2021-06-01,SIC,05-11,0,0,0,0
2021-06-01,SIC,12-19,816,0,9296,0
2021-06-01,SIC,20-29,1049,0,48140,0
2021-06-01,SIC,30-39,1324,0,65502,0
2021-06-01,SIC,40-49,2720,0,111470,0
2021-06-01,SIC,50-59,3609,0,174098,0
2021-06-01,SIC,60-69,3262,0,185633,0
2021-06-01,SIC,70-79,3815,0,180513,0
2021-06-01,SIC,80-89,928,0,186430,0
2021-06-01,SIC,90+,352,0,36072,0
2021-06-01,TOS,05-11,0,0,0,0
2021-06-01,TOS,12-19,43,0,1719,0
2021-06-01,TOS,20-29,586,0,37393,0
2021-06-01,TOS,30-39,504,0,51939,0
2021-06-01,TOS,40-49,754,0,75473,0
2021-06-01,TOS,50-59,1028,0,95505,0
2021-06-01,TOS,60-69,1438,0,107913,0
2021-06-01,TOS,70-79,445,0,130906,0
2021-06-01,TOS,80-89,66,0,237553,0
2021-06-01,TOS,90+,26,0,62430,0
2021-06-01,UMB,05-11,0,0,0,0
2021-06-01,UMB,12-19,2,0,392,0
2021-06-01,UMB,20-29,15,0,7088,0
2021-06-01,UMB,30-39,27,0,12599,0
2021-06-01,UMB,40-49,39,0,18701,0
2021-06-01,UMB,50-59,69,0,25995,0
2021-06-01,UMB,60-69,1465,0,31095,0
2021-06-01,UMB,70-79,150,0,18277,0
2021-06-01,UMB,80-89,19,0,59732,0
2021-06-01,UMB,90+,6,0,15610,0
2021-06-01,VDA,05-11,0,0,0,0
2021-06-01,VDA,12-19,3,0,65,0
2021-06-01,VDA,20-29,10,0,782,0
2021-06-01,VDA,30-39,13,0,1178,0
2021-06-01,VDA,40-49,37,0,1947,0
2021-06-01,VDA,50-59,83,0,4007,0
2021-06-01,VDA,60-69,57,0,4537,0
2021-06-01,VDA,70-79,132,0,6578,0
2021-06-01,VDA,80-89,23,0,6551,0
2021-06-01,VDA,90+,9,0,1534,0
2021-06-01,VEN,05-11,0,0,0,0
2021-06-01,VEN,12-19,21,0,2334,0
2021-06-01,VEN,20-29,480,0,41765,0
2021-06-01,VEN,30-39,749,0,53669,0
2021-06-01,VEN,40-49,1368,0,79814,0
2021-06-01,VEN,50-59,2050,0,126441,0
2021-06-01,VEN,60-69,5941,0,232653,0
2021-06-01,VEN,70-79,1718,0,200355,0
2021-06-01,VEN,80-89,170,0,261725,0
2021-06-01,VEN,90+,73,0,61666,0
2021-06-02,ABR,05-11,0,0,0,0
2021-06-02,ABR,12-19,17,0,699,0
2021-06-02,ABR,20-29,197,0,10504,0
2021-06-02,ABR,30-39,237,0,17594,0
2021-06-02,ABR,40-49,576,0,29936,0
2021-06-02,ABR,50-59,1114,0,47197,0
2021-06-02,ABR,60-69,862,0,53295,0
2021-06-02,ABR,70-79,544,0,54282,0
2021-06-02,ABR,80-89,138,0,69862,0
2021-06-02,ABR,90+,45,0,16178,0
2021-06-02,BAS,05-11,0,0,0,0
2021-06-02,BAS,12-19,23,0,842,0
2021-06-02,BAS,20-29,158,0,6049,0
2021-06-02,BAS,30-39,214,0,9103,0
2021-06-02,BAS,40-49,255,0,16794,0
2021-06-02,BAS,50-59,597,0,22501,0
2021-06-02,BAS,60-69,455,0,20862,0
2021-06-02,BAS,70-79,372,0,20992,0
2021-06-02,BAS,80-89,16,0,31190,0
2021-06-02,BAS,90+,0,0,7498,0
2021-06-02,CAL,05-11,0,0,0,0
2021-06-02,CAL,12-19,51,0,1212,0
2021-06-02,CAL,20-29,381,0,15087,0
2021-06-02,CAL,30-39,496,0,25480,0
2021-06-02,CAL,40-49,1573,0,41997,0
2021-06-02,CAL,50-59,1383,0,61531,0
2021-06-02,CAL,60-69,1136,0,77554,0
2021-06-02,CAL,70-79,823,0,76332,0
2021-06-02,CAL,80-89,107,0,81386,0
2021-06-02,CAL,90+,28,0,16765,0
2021-06-02,CAM,05-11,0,0,0,0
2021-06-02,CAM,12-19,3236,0,19314,0
2021-06-02,CAM,20-29,1569,0,65499,0
2021-06-02,CAM,30-39,1135,0,92154,0
2021-06-02,CAM,40-49,1206,0,131140,0
2021-06-02,CAM,50-59,1474,0,268599,0
2021-06-02,CAM,60-69,1334,0,214617,0
2021-06-02,CAM,70-79,742,0,172000,0
2021-06-02,CAM,80-89,309,0,200810,0
2021-06-02,CAM,90+,106,0,35445,0
2021-06-02,EMR,05-11,0,0,0,0
2021-06-02,EMR,12-19,193,0,3392,0
2021-06-02,EMR,20-29,1522,0,46680,0
2021-06-02,EMR,30-39,1377,0,63148,0
2021-06-02,EMR,40-49,1481,0,94409,0
2021-06-02,EMR,50-59,1704,0,136713,0
2021-06-02,EMR,60-69,2201,0,205151,0
2021-06-02,EMR,70-79,915,0,156673,0
2021-06-02,EMR,80-89,168,0,274800,0
2021-06-02,EMR,90+,61,0,70054,0
2021-06-02,FVG,05-11,0,0,0,0
2021-06-02,FVG,12-19,2,0,753,0
2021-06-02,FVG,20-29,24,0,16120,0
2021-06-02,FVG,30-39,28,0,18953,0
2021-06-02,FVG,40-49,227,0,28765,0
2021-06-02,FVG,50-59,202,0,43869,0
2021-06-02,FVG,60-69,556,0,40100,0
2021-06-02,FVG,70-79,207,0,34402,0
2021-06-02,FVG,80-89,51,0,75067,0
2021-06-02,FVG,90+,11,0,17739,0
2021-06-02,LAZ,05-11,0,0,0,0
2021-06-02,LAZ,12-19,246,0,2687,0
2021-06-02,LAZ,20-29,306,0,45426,0
2021-06-02,LAZ,30-39,366,0,72022,0
2021-06-02,LAZ,40-49,1751,0,113974,0
2021-06-02,LAZ,50-59,2285,0,191929,0
2021-06-02,LAZ,60-69,3606,0,161768,0
2021-06-02,LAZ,70-79,5214,0,236050,0
2021-06-02,LAZ,80-89,1177,0,299956,0
2021-06-02,LAZ,90+,221,0,65578,0
2021-06-02,LIG,05-11,0,0,0,0
2021-06-02,LIG,12-19,119,0,1519,0
2021-06-02,LIG,20-29,683,0,17826,0
2021-06-02,LIG,30-39,520,0,19526,0
2021-06-02,LIG,40-49,379,0,25278,0
2021-06-02,LIG,50-59,618,0,41171,0
2021-06-02,LIG,60-69,899,0,46248,0
2021-06-02,LIG,70-79,1006,0,86702,0
2021-06-02,LIG,80-89,246,0,103419,0
2021-06-02,LIG,90+,42,0,24232,0
