data_somministrazione,area,vaccinazioni,booster,cum_vaccinazioni,cum_booster
2021-11-12,PAB,755,2371,362559,24417
2021-11-12,PAT,433,1119,410193,24457
2021-11-12,PIE,3831,12616,3248604,369217
2021-11-12,PUG,2364,9628,3103210,151966
2021-11-12,SAR,954,4566,1244731,68306
2021-11-12,SIC,4297,9036,3401940,124039
2021-11-12,TOS,4922,12667,2933900,284718
2021-11-12,UMB,686,2110,674502,65677
2021-11-12,VDA,381,319,88700,6245
2021-11-12,VEN,3623,11495,3671210,219564
2021-11-13,ABR,861,2219,983728,63476
2021-11-13,BAS,402,1347,421570,17330
2021-11-13,CAL,1391,4195,1326481,46986
2021-11-13,CAM,3301,10586,4130885,266737
2021-11-13,EMR,2544,13767,3480425,289700
2021-11-13,FVG,696,2716,897781,53460
2021-11-13,LAZ,3100,15366,4505133,342203
2021-11-13,LIG,1372,2680,1156707,76450
2021-11-13,LOM,4584,17957,7977005,548810
2021-11-13,MAR,680,3600,1128598,71891
2021-11-13,MOL,117,775,234425,36478
2021-11-13,PAB,382,794,362941,25211
2021-11-13,PAT,98,488,410291,24945
2021-11-13,PIE,3147,10263,3251751,379480
2021-11-13,PUG,342,1919,3103552,153885
2021-11-13,SAR,511,2220,1245242,70526
2021-11-13,SIC,3764,7733,3405704,131772
2021-11-13,TOS,2789,6711,2936689,291429
2021-11-13,UMB,759,2088,675261,67765
2021-11-13,VDA,10,491,88710,6736
2021-11-13,VEN,2416,8751,3673626,228315
2021-11-14,ABR,152,575,983880,64051
2021-11-14,BAS,74,433,421644,17763
2021-11-14,CAL,355,1978,1326836,48964
2021-11-14,CAM,1746,6279,4132631,273016
2021-11-14,EMR,1050,6284,3481475,295984
2021-11-14,FVG,710,707,898491,54167
2021-11-14,LAZ,1945,10354,4507078,352557
2021-11-14,LIG,79,102,1156786,76552
2021-11-14,LOM,1340,6184,7978345,554994
2021-11-14,MAR,321,1270,1128919,73161
2021-11-14,MOL,0,0,234425,36478
2021-11-14,PAB,0,1,362941,25212
2021-11-14,PAT,0,1,410291,24946
2021-11-14,PIE,1535,5923,3253286,385403
2021-11-14,PUG,2,54,3103554,153939
2021-11-14,SAR,292,532,1245534,71058
2021-11-14,SIC,2075,3544,3407779,135316
2021-11-14,TOS,1287,3294,2937976,294723
2021-11-14,UMB,127,162,675388,67927
2021-11-14,VDA,27,267,88737,7003
2021-11-14,VEN,1375,4512,3675001,232827
2021-11-15,ABR,913,4325,984793,68376
2021-11-15,BAS,273,1408,421917,19171
2021-11-15,CAL,1642,3674,1328478,52638
2021-11-15,CAM,3885,13046,4136516,286062
2021-11-15,EMR,2155,14541,3483630,310525
2021-11-15,FVG,610,2718,899101,56885
2021-11-15,LAZ,2296,16185,4509374,368742
2021-11-15,LIG,1391,4702,1158177,81254
2021-11-15,LOM,4901,32536,7983246,587530
2021-11-15,MAR,1148,4360,1130067,77521
2021-11-15,MOL,124,999,234549,37477
2021-11-15,PAB,378,1303,363319,26515
2021-11-15,PAT,398,860,410689,25806
2021-11-15,PIE,3456,11918,3256742,397321
2021-11-15,PUG,2631,9578,3106185,163517
2021-11-15,SAR,923,4587,1246457,75645
2021-11-15,SIC,3436,9421,3411215,144737
2021-11-15,TOS,1961,7771,2939937,302494
2021-11-15,UMB,515,2158,675903,70085
2021-11-15,VDA,25,613,88762,7616
2021-11-15,VEN,3849,10737,3678850,243564
2021-11-16,ABR,651,3956,985444,72332
2021-11-16,BAS,202,1768,422119,20939
2021-11-16,CAL,1162,3680,1329640,56318
2021-11-16,CAM,3592,13776,4140108,299838
2021-11-16,EMR,1734,15606,3485364,326131
2021-11-16,FVG,511,3989,899612,60874
2021-11-16,LAZ,2292,17042,4511666,385784
2021-11-16,LIG,1053,5996,1159230,87250
2021-11-16,LOM,4270,35928,7987516,623458
2021-11-16,MAR,875,4709,1130942,82230
2021-11-16,MOL,107,899,234656,38376
2021-11-16,PAB,182,865,363501,27380
2021-11-16,PAT,409,1218,411098,27024
2021-11-16,PIE,2600,13349,3259342,410670
2021-11-16,PUG,3592,11769,3109777,175286
2021-11-16,SAR,585,4570,1247042,80215
2021-11-16,SIC,2748,9102,3413963,153839
2021-11-16,TOS,1402,8397,2941339,310891
2021-11-16,UMB,409,2126,676312,72211
2021-11-16,VDA,244,102,89006,7718
2021-11-16,VEN,1941,12552,3680791,256116
2021-11-17,ABR,636,4960,986080,77292
2021-11-17,BAS,149,1293,422268,22232
2021-11-17,CAL,1375,4485,1331015,60803
2021-11-17,CAM,2979,13700,4143087,313538
2021-11-17,EMR,2027,15520,3487391,341651
2021-11-17,FVG,212,2917,899824,63791
2021-11-17,LAZ,2084,16926,4513750,402710
2021-11-17,LIG,874,5516,1160104,92766
2021-11-17,LOM,3948,35486,7991464,658944
2021-11-17,MAR,871,5377,1131813,87607
2021-11-17,MOL,76,942,234732,39318
2021-11-17,PAB,311,1511,363812,28891
2021-11-17,PAT,278,878,411376,27902
2021-11-17,PIE,2412,13871,3261754,424541
2021-11-17,PUG,1989,10001,3111766,185287
2021-11-17,SAR,830,4529,1247872,84744
2021-11-17,SIC,2729,8197,3416692,162036
2021-11-17,TOS,1939,15048,2943278,325939
2021-11-17,UMB,340,2362,676652,74573
2021-11-17,VDA,200,311,89206,8029
2021-11-17,VEN,2209,14622,3683000,270738
2021-11-18,ABR,707,4870,986787,82162
2021-11-18,BAS,163,2212,422431,24444
2021-11-18,CAL,1096,4080,1332111,64883
2021-11-18,CAM,3221,15369,4146308,328907
2021-11-18,EMR,1808,16669,3489199,358320
2021-11-18,FVG,952,3465,900776,67256
2021-11-18,LAZ,2068,18072,4515818,420782
2021-11-18,LIG,873,6067,1160977,98833
2021-11-18,LOM,4001,37064,7995465,696008
2021-11-18,MAR,755,5752,1132568,93359
2021-11-18,MOL,102,776,234834,40094
2021-11-18,PAB,480,2442,364292,31333
2021-11-18,PAT,437,2120,411813,30022
2021-11-18,PIE,2342,14605,3264096,439146
2021-11-18,PUG,3462,12378,3115228,197665
2021-11-18,SAR,657,5164,1248529,89908
2021-11-18,SIC,2673,9925,3419365,171961
2021-11-18,TOS,1905,16018,2945183,341957
2021-11-18,UMB,318,2543,676970,77116
2021-11-18,VDA,16,671,89222,8700
2021-11-18,VEN,2253,13485,3685253,284223
2021-11-19,ABR,671,5744,987458,87906
2021-11-19,BAS,145,1882,422576,26326
2021-11-19,CAL,1584,5338,1333695,70221
2021-11-19,CAM,2971,22255,4149279,351162
2021-11-19,EMR,1961,17458,3491160,375778
2021-11-19,FVG,670,4416,901446,71672
2021-11-19,LAZ,1992,18257,4517810,439039
2021-11-19,LIG,876,5968,1161853,104801
2021-11-19,LOM,3720,38326,7999185,734334
2021-11-19,MAR,889,5742,1133457,99101
2021-11-19,MOL,98,779,234932,40873
2021-11-19,PAB,474,2979,364766,34312
2021-11-19,PAT,469,1242,412282,31264
2021-11-19,PIE,2128,15122,3266224,454268
2021-11-19,PUG,2063,12425,3117291,210090
2021-11-19,SAR,955,5270,1249484,95178
2021-11-19,SIC,2498,11093,3421863,183054
2021-11-19,TOS,1643,13765,2946826,355722
2021-11-19,UMB,305,3068,677275,80184
2021-11-19,VDA,194,257,89416,8957
2021-11-19,VEN,2507,14490,3687760,298713
2021-11-20,ABR,407,2691,987865,90597
2021-11-20,BAS,198,2708,422774,29034
2021-11-20,CAL,940,4334,1334635,74555
2021-11-20,CAM,2135,17943,4151414,369105
2021-11-20,EMR,1873,16887,3493033,392665
2021-11-20,FVG,473,3932,901919,75604
2021-11-20,LAZ,2214,15440,4520024,454479
2021-11-20,LIG,781,3690,1162634,108491
2021-11-20,LOM,3011,29308,8002196,763642
2021-11-20,MAR,516,5118,1133973,104219
2021-11-20,MOL,116,649,235048,41522
2021-11-20,PAB,441,3146,365207,37458
2021-11-20,PAT,57,486,412339,31750
2021-11-20,PIE,2390,11782,3268614,466050
2021-11-20,PUG,314,4538,3117605,214628
2021-11-20,SAR,154,2449,1249638,97627
2021-11-20,SIC,2182,9073,3424045,192127
2021-11-20,TOS,1289,6827,2948115,362549
2021-11-20,UMB,442,3002,677717,83186
2021-11-20,VDA,0,424,89416,9381
2021-11-20,VEN,1071,12028,3688831,310741
2021-11-21,ABR,85,743,987950,91340
2021-11-21,BAS,21,568,422795,29602
2021-11-21,CAL,303,900,1334938,75455
2021-11-21,CAM,1209,9497,4152623,378602
2021-11-21,EMR,617,5300,3493650,397965
2021-11-21,FVG,903,2672,902822,78276
2021-11-21,LAZ,1465,10904,4521489,465383
2021-11-21,LIG,108,289,1162742,108780
2021-11-21,LOM,842,10038,8003038,773680
2021-11-21,MAR,316,1396,1134289,105615
2021-11-21,MOL,0,0,235048,41522
2021-11-21,PAB,65,974,365272,38432
2021-11-21,PAT,97,442,412436,32192
2021-11-21,PIE,905,6719,3269519,472769
2021-11-21,PUG,7,322,3117612,214950
2021-11-21,SAR,117,434,1249755,98061
2021-11-21,SIC,1650,4664,3425695,196791
2021-11-21,TOS,696,2380,2948811,364929
2021-11-21,UMB,34,202,677751,83388
2021-11-21,VDA,0,461,89416,9842
2021-11-21,VEN,1171,5961,3690002,316702
2021-11-22,ABR,470,5831,988420,97171
2021-11-22,BAS,201,2335,422996,31937
2021-11-22,CAL,1049,6167,1335987,81622
2021-11-22,CAM,2328,19377,4154951,397979
2021-11-22,EMR,1706,20173,3495356,418138
2021-11-22,FVG,161,3490,902983,81766
2021-11-22,LAZ,1387,20245,4522876,485628
2021-11-22,LIG,583,5756,1163325,114536
2021-11-22,LOM,2964,39191,8006002,812871
2021-11-22,MAR,692,5776,1134981,111391
2021-11-22,MOL,96,1092,235144,42614
2021-11-22,PAB,330,1579,365602,40011
2021-11-22,PAT,109,1583,412545,33775
2021-11-22,PIE,2369,14335,3271888,487104
2021-11-22,PUG,1631,17059,3119243,232009
2021-11-22,SAR,544,5793,1250299,103854
2021-11-22,SIC,2177,13844,3427872,210635
2021-11-22,TOS,1179,9976,2949990,374905
2021-11-22,UMB,325,2680,678076,86068
2021-11-22,VDA,27,915,89443,10757
2021-11-22,VEN,1621,15962,3691623,332664
2021-11-23,ABR,501,7026,988921,104197
2021-11-23,BAS,159,2945,423155,34882
2021-11-23,CAL,1052,5990,1337039,87612
2021-11-23,CAM,2624,21906,4157575,419885
2021-11-23,EMR,1291,19920,3496647,438058
2021-11-23,FVG,724,3874,903707,85640
2021-11-23,LAZ,1562,23148,4524438,508776
2021-11-23,LIG,778,9359,1164103,123895
2021-11-23,LOM,3050,42613,8009052,855484
2021-11-23,MAR,678,6988,1135659,118379
2021-11-23,MOL,108,725,235252,43339
2021-11-23,PAB,174,1824,365776,41835
2021-11-23,PAT,255,2219,412800,35994
2021-11-23,PIE,1747,16519,3273635,503623
2021-11-23,PUG,2386,20546,3121629,252555
2021-11-23,SAR,581,7780,1250880,111634
2021-11-23,SIC,2300,15131,3430172,225766
2021-11-23,TOS,1175,11380,2951165,386285
2021-11-23,UMB,260,3820,678336,89888
2021-11-23,VDA,205,321,89648,11078
2021-11-23,VEN,1980,17742,3693603,350406
2021-11-24,ABR,874,7973,989795,112170
2021-11-24,BAS,321,2865,423476,37747
2021-11-24,CAL,1261,8235,1338300,95847
2021-11-24,CAM,3682,23100,4161257,442985
2021-11-24,EMR,1278,21440,3497925,459498
2021-11-24,FVG,713,3667,904420,89307
2021-11-24,LAZ,1515,31304,4525953,540080
2021-11-24,LIG,697,8643,1164800,132538
2021-11-24,LOM,3923,41789,8012975,897273
2021-11-24,MAR,858,7762,1136517,126141
2021-11-24,MOL,136,738,235388,44077
2021-11-24,PAB,196,2466,365972,44301
2021-11-24,PAT,239,1417,413039,37411
2021-11-24,PIE,1731,17978,3275366,521601
2021-11-24,PUG,1778,22960,3123407,275515
2021-11-24,SAR,821,6953,1251701,118587
2021-11-24,SIC,3165,17754,3433337,243520
2021-11-24,TOS,2879,18446,2954044,404731
2021-11-24,UMB,289,4272,678625,94160
2021-11-24,VDA,97,797,89745,11875
2021-11-24,VEN,1342,20475,3694945,370881
2021-11-25,ABR,519,8474,990314,120644
2021-11-25,BAS,144,3875,423620,41622
2021-11-25,CAL,1068,7761,1339368,103608
2021-11-25,CAM,2319,23659,4163576,466644
2021-11-25,EMR,1349,24605,3499274,484103
2021-11-25,FVG,365,4985,904785,94292
2021-11-25,LAZ,1624,32815,4527577,572895
2021-11-25,LIG,710,9282,1165510,141820
2021-11-25,LOM,2947,44210,8015922,941483
2021-11-25,MAR,510,9519,1137027,135660
2021-11-25,MOL,96,1193,235484,45270
2021-11-25,PAB,428,2781,366400,47082
2021-11-25,PAT,262,2210,413301,39621
2021-11-25,PIE,1715,18754,3277081,540355
2021-11-25,PUG,2259,29749,3125666,305264
2021-11-25,SAR,745,9443,1252446,128030
2021-11-25,SIC,2311,19142,3435648,262662
2021-11-25,TOS,1737,21663,2955781,426394
2021-11-25,UMB,186,4489,678811,98649
2021-11-25,VDA,10,827,89755,12702
2021-11-25,VEN,1943,22495,3696888,393376
2021-11-26,ABR,615,8642,990929,129286
2021-11-26,BAS,173,4016,423793,45638
2021-11-26,CAL,1347,9739,1340715,113347
2021-11-26,CAM,2676,30755,4166252,497399
2021-11-26,EMR,1255,25695,3500529,509798
2021-11-26,FVG,894,4948,905679,99240
2021-11-26,LAZ,1765,31238,4529342,604133
2021-11-26,LIG,610,8846,1166120,150666
2021-11-26,LOM,3181,45847,8019103,987330
2021-11-26,MAR,681,9581,1137708,145241
2021-11-26,MOL,117,1418,235601,46688
2021-11-26,PAB,574,4518,366974,51600
2021-11-26,PAT,291,2004,413592,41625
2021-11-26,PIE,2147,19218,3279228,559573
2021-11-26,PUG,1696,30628,3127362,335892
2021-11-26,SAR,697,10329,1253143,138359
2021-11-26,SIC,2476,21740,3438124,284402
2021-11-26,TOS,1353,21240,2957134,447634
2021-11-26,UMB,264,4771,679075,103420
2021-11-26,VDA,92,598,89847,13300
2021-11-26,VEN,1685,22520,3698573,415896
2021-11-27,ABR,365,5845,991294,135131
2021-11-27,BAS,268,4245,424061,49883
2021-11-27,CAL,1092,8876,1341807,122223
2021-11-27,CAM,2112,28314,4168364,525713
2021-11-27,EMR,1809,22782,3502338,532580
2021-11-27,FVG,553,3736,906232,102976
2021-11-27,LAZ,2289,24162,4531631,628295
2021-11-27,LIG,718,5881,1166838,156547
2021-11-27,LOM,2706,38931,8021809,1026261
2021-11-27,MAR,486,7332,1138194,152573
2021-11-27,MOL,132,1551,235733,48239
2021-11-27,PAB,510,4761,367484,56361
2021-11-27,PAT,108,2112,413700,43737
2021-11-27,PIE,2354,16652,3281582,576225
2021-11-27,PUG,502,23090,3127864,358982
2021-11-27,SAR,261,4943,1253404,143302
2021-11-27,SIC,2185,19374,3440309,303776
2021-11-27,TOS,1079,14901,2958213,462535
2021-11-27,UMB,348,4626,679423,108046
2021-11-27,VDA,0,284,89847,13584
2021-11-27,VEN,1517,23769,3700090,439665
2021-11-28,ABR,69,1515,991363,136646
2021-11-28,BAS,21,562,424082,50445
2021-11-28,CAL,335,2285,1342142,124508
2021-11-28,CAM,1219,15956,4169583,541669
2021-11-28,EMR,571,8880,3502909,541460
2021-11-28,FVG,296,3459,906528,106435
2021-11-28,LAZ,1690,22651,4533321,650946
2021-11-28,LIG,96,1739,1166934,158286
2021-11-28,LOM,801,13600,8022610,1039861
2021-11-28,MAR,348,2302,1138542,154875
2021-11-28,MOL,2,102,235735,48341
2021-11-28,PAB,70,3183,367554,59544
2021-11-28,PAT,35,945,413735,44682
2021-11-28,PIE,906,12893,3282488,589118
2021-11-28,PUG,82,6001,3127946,364983
2021-11-28,SAR,63,1149,1253467,144451
2021-11-28,SIC,1255,11125,3441564,314901
2021-11-28,TOS,869,9949,2959082,472484
2021-11-28,UMB,45,524,679468,108570
2021-11-28,VDA,0,289,89847,13873
2021-11-28,VEN,1131,17956,3701221,457621
2021-11-29,ABR,477,8431,991840,145077
2021-11-29,BAS,215,3764,424297,54209
2021-11-29,CAL,1182,10115,1343324,134623
2021-11-29,CAM,2788,31115,4172371,572784
2021-11-29,EMR,1645,22992,3504554,564452
2021-11-29,FVG,240,5389,906768,111824
2021-11-29,LAZ,1733,27327,4535054,678273
2021-11-29,LIG,842,9422,1167776,167708
2021-11-29,LOM,2979,56402,8025589,1096263
2021-11-29,MAR,652,8330,1139194,163205
2021-11-29,MOL,99,2057,235834,50398
2021-11-29,PAB,336,2618,367890,62162
2021-11-29,PAT,192,2814,413927,47496
2021-11-29,PIE,1479,21204,3283967,610322
2021-11-29,PUG,1586,31681,3129532,396664
2021-11-29,SAR,522,8940,1253989,153391
2021-11-29,SIC,2576,20803,3444140,335704
2021-11-29,TOS,1052,18283,2960134,490767
2021-11-29,UMB,264,4233,679732,112803
2021-11-29,VDA,28,908,89875,14781
2021-11-29,VEN,1468,29245,3702689,486866
2021-11-30,ABR,551,10291,992391,155368
2021-11-30,BAS,189,3904,424486,58113
2021-11-30,CAL,1007,9311,1344331,143934
2021-11-30,CAM,2747,36199,4175118,608983
2021-11-30,EMR,1439,25451,3505993,589903
2021-11-30,FVG,549,6387,907317,118211
2021-11-30,LAZ,1854,31463,4536908,709736
2021-11-30,LIG,790,11301,1168566,179009
2021-11-30,LOM,3057,59601,8028646,1155864
2021-11-30,MAR,569,9949,1139763,173154
2021-11-30,MOL,106,1547,235940,51945
2021-11-30,PAB,169,2993,368059,65155
2021-11-30,PAT,298,3419,414225,50915
2021-11-30,PIE,1610,22923,3285577,633245
2021-11-30,PUG,2172,39486,3131704,436150
2021-11-30,SAR,597,11227,1254586,164618
2021-11-30,SIC,2170,22088,3446310,357792
2021-11-30,TOS,1152,21709,2961286,512476
2021-11-30,UMB,293,4540,680025,117343
2021-11-30,VDA,90,472,89965,15253
2021-11-30,VEN,1701,31593,3704390,518459
2021-12-01,ABR,502,10482,992893,165850
2021-12-01,BAS,156,3400,424642,61513
2021-12-01,CAL,1099,12643,1345430,156577
2021-12-01,CAM,2164,32452,4177282,641435
2021-12-01,EMR,1123,24580,3507116,614483
2021-12-01,FVG,291,7222,907608,125433
2021-12-01,LAZ,1821,51044,4538729,760780
2021-12-01,LIG,722,10560,1169288,189569
2021-12-01,LOM,3123,61898,8031769,1217762
2021-12-01,MAR,576,11073,1140339,184227
2021-12-01,MOL,112,2183,236052,54128
2021-12-01,PAB,360,3563,368419,68718
2021-12-01,PAT,155,2726,414380,53641
2021-12-01,PIE,1472,25795,3287049,659040
2021-12-01,PUG,1561,39118,3133265,475268
2021-12-01,SAR,541,10731,1255127,175349
2021-12-01,SIC,2218,25306,3448528,383098
2021-12-01,TOS,1392,28628,2962678,541104
2021-12-01,UMB,283,4870,680308,122213
2021-12-01,VDA,13,761,89978,16014
2021-12-01,VEN,1850,44479,3706240,562938
2021-12-02,ABR,614,9919,993507,175769
2021-12-02,BAS,143,4940,424785,66453
2021-12-02,CAL,987,10870,1346417,167447
2021-12-02,CAM,2720,33988,4180002,675423
2021-12-02,EMR,1431,26979,3508547,641462
2021-12-02,FVG,437,6436,908045,131869
2021-12-02,LAZ,1968,49752,4540697,810532
2021-12-02,LIG,714,11271,1170002,200840
2021-12-02,LOM,2965,74996,8034734,1292758
2021-12-02,MAR,618,11620,1140957,195847
2021-12-02,MOL,163,2172,236215,56300
2021-12-02,PAB,348,3998,368767,72716
2021-12-02,PAT,369,4532,414749,58173
2021-12-02,PIE,1660,27511,3288709,686551
2021-12-02,PUG,2088,46177,3135353,521445
2021-12-02,SAR,761,12389,1255888,187738
2021-12-02,SIC,2396,27223,3450924,410321
2021-12-02,TOS,1609,30220,2964287,571324
2021-12-02,UMB,229,5279,680537,127492
2021-12-02,VDA,17,879,89995,16893
2021-12-02,VEN,1538,39280,3707778,602218
2021-12-03,ABR,677,11681,994184,187450
2021-12-03,BAS,190,5319,424975,71772
2021-12-03,CAL,1214,13860,1347631,181307
2021-12-03,CAM,3024,40886,4183026,716309
2021-12-03,EMR,1339,30175,3509886,671637
2021-12-03,FVG,415,8183,908460,140052
2021-12-03,LAZ,1988,50936,4542685,861468
2021-12-03,LIG,710,12785,1170712,213625
2021-12-03,LOM,2941,77273,8037675,1370031
2021-12-03,MAR,651,11736,1141608,207583
2021-12-03,MOL,122,2328,236337,58628
2021-12-03,PAB,629,4984,369396,77700
2021-12-03,PAT,289,4007,415038,62180
2021-12-03,PIE,2047,28958,3290756,715509
2021-12-03,PUG,1653,44899,3137006,566344
2021-12-03,SAR,806,11997,1256694,199735
2021-12-03,SIC,2515,29561,3453439,439882
2021-12-03,TOS,1468,27421,2965755,598745
2021-12-03,UMB,332,6408,680869,133900
2021-12-03,VDA,100,605,90095,17498
2021-12-03,VEN,2158,43502,3709936,645720
2021-12-04,ABR,402,7217,994586,194667
2021-12-04,BAS,258,5343,425233,77115
2021-12-04,CAL,895,12653,1348526,193960
2021-12-04,CAM,2842,42220,4185868,758529
2021-12-04,EMR,1782,24200,3511668,695837
2021-12-04,FVG,182,8184,908642,148236
2021-12-04,LAZ,2680,40269,4545365,901737
2021-12-04,LIG,644,8019,1171356,221644
2021-12-04,LOM,2761,73507,8040436,1443538
2021-12-04,MAR,388,11379,1141996,218962
2021-12-04,MOL,150,2132,236487,60760
2021-12-04,PAB,562,5776,369958,83476
2021-12-04,PAT,303,20108,415341,82288
2021-12-04,PIE,2012,26239,3292768,741748
2021-12-04,PUG,735,35091,3137741,601435
2021-12-04,SAR,396,8631,1257090,208366
2021-12-04,SIC,2332,24990,3455771,464872
2021-12-04,TOS,1154,17991,2966909,616736
2021-12-04,UMB,341,5044,681210,138944
2021-12-04,VDA,11,1103,90106,18601
2021-12-04,VEN,1553,38691,3711489,684411
2021-12-05,ABR,123,2924,994709,197591
2021-12-05,BAS,4,49,425237,77164
2021-12-05,CAL,366,5318,1348892,199278
2021-12-05,CAM,1548,24751,4187416,783280
2021-12-05,EMR,621,14635,3512289,710472
2021-12-05,FVG,81,7795,908723,156031
2021-12-05,LAZ,1837,30460,4547202,932197
2021-12-05,LIG,121,2589,1171477,224233
2021-12-05,LOM,1215,52579,8041651,1496117
2021-12-05,MAR,351,4871,1142347,223833
2021-12-05,MOL,0,2,236487,60762
2021-12-05,PAB,161,4380,370119,87856
2021-12-05,PAT,191,12789,415532,95077
2021-12-05,PIE,1353,18221,3294121,759969
2021-12-05,PUG,198,10663,3137939,612098
2021-12-05,SAR,202,5032,1257292,213398
2021-12-05,SIC,1389,13432,3457160,478304
2021-12-05,TOS,829,14557,2967738,631293
2021-12-05,UMB,188,4991,681398,143935
2021-12-05,VDA,4,1300,90110,19901
2021-12-05,VEN,1157,30020,3712646,714431
2021-12-06,ABR,659,10375,995368,207966
2021-12-06,BAS,236,4815,425473,81979
2021-12-06,CAL,1232,12692,1350124,211970
2021-12-06,CAM,3562,42254,4190978,825534
2021-12-06,EMR,1697,28117,3513986,738589
2021-12-06,FVG,318,8479,909041,164510
2021-12-06,LAZ,2213,49046,4549415,981243
2021-12-06,LIG,851,12012,1172328,236245
2021-12-06,LOM,3249,83857,8044900,1579974
2021-12-06,MAR,716,10596,1143063,234429
2021-12-06,MOL,110,2567,236597,63329
2021-12-06,PAB,242,2799,370361,90655
2021-12-06,PAT,369,12772,415901,107849
2021-12-06,PIE,2059,26344,3296180,786313
2021-12-06,PUG,1789,42296,3139728,654394
2021-12-06,SAR,568,11875,1257860,225273
2021-12-06,SIC,2706,27353,3459866,505657
2021-12-06,TOS,998,19179,2968736,650472
2021-12-06,UMB,322,5859,681720,149794
2021-12-06,VDA,72,925,90182,20826
2021-12-06,VEN,1867,43407,3714513,757838
2021-12-07,ABR,532,10429,995900,218395
2021-12-07,BAS,233,4399,425706,86378
2021-12-07,CAL,1088,11970,1351212,223940
2021-12-07,CAM,3612,46579,4194590,872113
2021-12-07,EMR,1470,30891,3515456,769480
2021-12-07,FVG,506,10285,909547,174795
2021-12-07,LAZ,2062,49602,4551477,1030845
2021-12-07,LIG,841,14288,1173169,250533
2021-12-07,LOM,2742,84968,8047642,1664942
2021-12-07,MAR,504,12475,1143567,246904
2021-12-07,MOL,114,2321,236711,65650
2021-12-07,PAB,227,3568,370588,94223
2021-12-07,PAT,380,13252,416281,121101
2021-12-07,PIE,1612,30112,3297792,816425
2021-12-07,PUG,1983,42240,3141711,696634
2021-12-07,SAR,631,13866,1258491,239139
2021-12-07,SIC,2417,25186,3462283,530843
2021-12-07,TOS,1129,23324,2969865,673796
2021-12-07,UMB,353,6355,682073,156149
2021-12-07,VDA,55,551,90237,21377
2021-12-07,VEN,1662,43631,3716175,801469
2021-12-08,ABR,139,3993,996039,222388
2021-12-08,BAS,1,117,425707,86495
2021-12-08,CAL,440,5907,1351652,229847
2021-12-08,CAM,1579,21274,4196169,893387
2021-12-08,EMR,827,15259,3516283,784739
2021-12-08,FVG,145,5948,909692,180743
2021-12-08,LAZ,1568,33212,4553045,1064057
2021-12-08,LIG,153,3985,1173322,254518
2021-12-08,LOM,914,57613,8048556,1722555
2021-12-08,MAR,131,4673,1143698,251577
2021-12-08,MOL,58,1874,236769,67524
2021-12-08,PAB,81,4182,370669,98405
2021-12-08,PAT,216,10147,416497,131248
2021-12-08,PIE,833,21626,3298625,838051
2021-12-08,PUG,148,5191,3141859,701825
2021-12-08,SAR,33,1436,1258524,240575
2021-12-08,SIC,1101,12120,3463384,542963
2021-12-08,TOS,855,13522,2970720,687318
2021-12-08,UMB,178,3537,682251,159686
2021-12-08,VDA,10,1485,90247,22862
2021-12-08,VEN,611,22614,3716786,824083
2021-12-09,ABR,680,9741,996719,232129
2021-12-09,BAS,284,5703,425991,92198
2021-12-09,CAL,1212,11671,1352864,241518
2021-12-09,CAM,3751,38120,4199920,931507
2021-12-09,EMR,1787,33568,3518070,818307
2021-12-09,FVG,1072,8749,910764,189492
2021-12-09,LAZ,2333,54749,4555378,1118806
2021-12-09,LIG,1038,13074,1174360,267592
2021-12-09,LOM,4572,88310,8053128,1810865
2021-12-09,MAR,656,13186,1144354,264763
2021-12-09,MOL,172,2254,236941,69778
2021-12-09,PAB,605,3115,371274,101520
2021-12-09,PAT,300,3362,416797,134610
2021-12-09,PIE,1987,31031,3300612,869082
2021-12-09,PUG,2845,48237,3144704,750062
2021-12-09,SAR,1085,14344,1259609,254919
2021-12-09,SIC,2752,28958,3466136,571921
2021-12-09,TOS,1927,31881,2972647,719199
2021-12-09,UMB,335,6496,682586,166182
2021-12-09,VDA,33,879,90280,23741
2021-12-09,VEN,2183,44523,3718969,868606
2021-12-10,ABR,704,12548,997423,244677
2021-12-10,BAS,235,4523,426226,96721
2021-12-10,CAL,1431,14001,1354295,255519
2021-12-10,CAM,3868,45579,4203788,977086
2021-12-10,EMR,1514,33728,3519584,852035
2021-12-10,FVG,324,12013,911088,201505
2021-12-10,LAZ,2237,55849,4557615,1174655
2021-12-10,LIG,804,12863,1175164,280455
2021-12-10,LOM,3242,92098,8056370,1902963
2021-12-10,MAR,693,13333,1145047,278096
2021-12-10,MOL,103,2044,237044,71822
2021-12-10,PAB,499,4936,371773,106456
2021-12-10,PAT,262,2884,417059,137494
2021-12-10,PIE,1732,32294,3302344,901376
2021-12-10,PUG,2167,48980,3146871,799042
2021-12-10,SAR,911,15388,1260520,270307
2021-12-10,SIC,2797,31159,3468933,603080
2021-12-10,TOS,1604,29121,2974251,748320
2021-12-10,UMB,391,7633,682977,173815
2021-12-10,VDA,93,756,90373,24497
2021-12-10,VEN,2475,46186,3721444,914792
2021-12-11,ABR,373,7507,997796,252184
2021-12-11,BAS,148,3796,426374,100517
2021-12-11,CAL,1030,16384,1355325,271903
2021-12-11,CAM,3063,40167,4206851,1017253
2021-12-11,EMR,1654,29714,3521238,881749
2021-12-11,FVG,393,11855,911481,213360
2021-12-11,LAZ,2622,44418,4560237,1219073
2021-12-11,LIG,684,9879,1175848,290334
