data_somministrazione,area,vaccinazioni,booster,cum_vaccinazioni,cum_booster
2021-07-18,LOM,88801,0,4744707,0
2021-07-18,MAR,10806,0,690445,0
2021-07-18,MOL,1812,0,153951,0
2021-07-18,PAB,1350,0,248961,0
2021-07-18,PAT,360,0,238228,0
2021-07-18,PIE,29897,0,1961605,0
2021-07-18,PUG,12763,0,1912979,0
2021-07-18,SAR,4735,0,722932,0
2021-07-18,SIC,31302,0,2084396,0
2021-07-18,TOS,22128,0,1476392,0
2021-07-18,UMB,7625,0,397512,0
2021-07-18,VDA,698,0,53626,0
2021-07-18,VEN,33882,0,2266510,0
2021-07-19,ABR,9142,0,593334,0
2021-07-19,BAS,3938,0,231284,0
2021-07-19,CAL,16043,0,791974,0
2021-07-19,CAM,39159,0,2791154,0
2021-07-19,EMR,35662,0,2094016,0
2021-07-19,FVG,8306,0,605518,0
2021-07-19,LAZ,37010,0,2930110,0
2021-07-19,LIG,8877,0,649263,0
2021-07-19,LOM,86488,0,4831195,0
2021-07-19,MAR,12822,0,703267,0
2021-07-19,MOL,2557,0,156508,0
2021-07-19,PAB,2215,0,251176,0
2021-07-19,PAT,3397,0,241625,0
2021-07-19,PIE,35414,0,1997019,0
2021-07-19,PUG,38924,0,1951903,0
2021-07-19,SAR,12555,0,735487,0
2021-07-19,SIC,37480,0,2121876,0
2021-07-19,TOS,29356,0,1505748,0
2021-07-19,UMB,6173,0,403685,0
2021-07-19,VDA,636,0,54262,0
2021-07-19,VEN,36900,0,2303410,0
2021-07-20,ABR,9403,0,602737,0
2021-07-20,BAS,4014,0,235298,0
2021-07-20,CAL,14356,0,806330,0
2021-07-20,CAM,34158,0,2825312,0
2021-07-20,EMR,36840,0,2130856,0
2021-07-20,FVG,6872,0,612390,0
2021-07-20,LAZ,37236,0,2967346,0
2021-07-20,LIG,11336,0,660599,0
2021-07-20,LOM,88493,0,4919688,0
2021-07-20,MAR,12660,0,715927,0
2021-07-20,MOL,1181,0,157689,0
2021-07-20,PAB,1847,0,253023,0
2021-07-20,PAT,3117,0,244742,0
2021-07-20,PIE,33642,0,2030661,0
2021-07-20,PUG,39088,0,1990991,0
2021-07-20,SAR,12583,0,748070,0
2021-07-20,SIC,35865,0,2157741,0
2021-07-20,TOS,29564,0,1535312,0
2021-07-20,UMB,7236,0,410921,0
2021-07-20,VDA,743,0,55005,0
2021-07-20,VEN,37826,0,2341236,0
2021-07-21,ABR,8681,0,611418,0
2021-07-21,BAS,4238,0,239536,0
2021-07-21,CAL,17687,0,824017,0
2021-07-21,CAM,42058,0,2867370,0
2021-07-21,EMR,33375,0,2164231,0
2021-07-21,FVG,6663,0,619053,0
2021-07-21,LAZ,37702,0,3005048,0
2021-07-21,LIG,15510,0,676109,0
2021-07-21,LOM,85791,0,5005479,0
2021-07-21,MAR,12887,0,728814,0
2021-07-21,MOL,2648,0,160337,0
2021-07-21,PAB,2761,0,255784,0
2021-07-21,PAT,3246,0,247988,0
2021-07-21,PIE,31867,0,2062528,0
2021-07-21,PUG,33531,0,2024522,0
2021-07-21,SAR,15616,0,763686,0
2021-07-21,SIC,32478,0,2190219,0
2021-07-21,TOS,31385,0,1566697,0
2021-07-21,UMB,8732,0,419653,0
2021-07-21,VDA,872,0,55877,0
2021-07-21,VEN,35068,0,2376304,0
2021-07-22,ABR,11029,0,622447,0
2021-07-22,BAS,4015,0,243551,0
2021-07-22,CAL,14915,0,838932,0
2021-07-22,CAM,55543,0,2922913,0
2021-07-22,EMR,25691,0,2189922,0
2021-07-22,FVG,4487,0,623540,0
2021-07-22,LAZ,35172,0,3040220,0
2021-07-22,LIG,17027,0,693136,0
2021-07-22,LOM,87588,0,5093067,0
2021-07-22,MAR,13769,0,742583,0
2021-07-22,MOL,2781,0,163118,0
2021-07-22,PAB,2082,0,257866,0
2021-07-22,PAT,2987,0,250975,0
2021-07-22,PIE,35016,0,2097544,0
2021-07-22,PUG,39485,0,2064007,0
2021-07-22,SAR,14001,0,777687,0
2021-07-22,SIC,29654,0,2219873,0
2021-07-22,TOS,35187,0,1601884,0
2021-07-22,UMB,8482,0,428135,0
2021-07-22,VDA,734,0,56611,0
2021-07-22,VEN,35746,0,2412050,0
2021-07-23,ABR,9764,0,632211,0
2021-07-23,BAS,3671,0,247222,0
2021-07-23,CAL,17319,0,856251,0
2021-07-23,CAM,53704,0,2976617,0
2021-07-23,EMR,21160,0,2211082,0
2021-07-23,FVG,5993,0,629533,0
2021-07-23,LAZ,34213,0,3074433,0
2021-07-23,LIG,15016,0,708152,0
2021-07-23,LOM,84801,0,5177868,0
2021-07-23,MAR,13069,0,755652,0
2021-07-23,MOL,2075,0,165193,0
2021-07-23,PAB,2702,0,260568,0
2021-07-23,PAT,3178,0,254153,0
2021-07-23,PIE,30481,0,2128025,0
2021-07-23,PUG,30014,0,2094021,0
2021-07-23,SAR,12511,0,790198,0
2021-07-23,SIC,27342,0,2247215,0
2021-07-23,TOS,34226,0,1636110,0
2021-07-23,UMB,9497,0,437632,0
2021-07-23,VDA,626,0,57237,0
2021-07-23,VEN,29967,0,2442017,0
2021-07-24,ABR,8849,0,641060,0
2021-07-24,BAS,3983,0,251205,0
2021-07-24,CAL,13570,0,869821,0
2021-07-24,CAM,41572,0,3018189,0
2021-07-24,EMR,22252,0,2233334,0
2021-07-24,FVG,3295,0,632828,0
2021-07-24,LAZ,30072,0,3104505,0
2021-07-24,LIG,9355,0,717507,0
2021-07-24,LOM,86957,0,5264825,0
2021-07-24,MAR,10408,0,766060,0
2021-07-24,MOL,2450,0,167643,0
2021-07-24,PAB,3596,0,264164,0
2021-07-24,PAT,509,0,254662,0
2021-07-24,PIE,27173,0,2155198,0
2021-07-24,PUG,18935,0,2112956,0
2021-07-24,SAR,10500,0,800698,0
2021-07-24,SIC,24145,0,2271360,0
2021-07-24,TOS,31707,0,1667817,0
2021-07-24,UMB,7379,0,445011,0
2021-07-24,VDA,705,0,57942,0
2021-07-24,VEN,28746,0,2470763,0
2021-07-25,ABR,7708,0,648768,0
2021-07-25,BAS,2885,0,254090,0
2021-07-25,CAL,5515,0,875336,0
2021-07-25,CAM,19171,0,3037360,0
2021-07-25,EMR,18303,0,2251637,0
2021-07-25,FVG,2036,0,634864,0
2021-07-25,LAZ,24305,0,3128810,0
2021-07-25,LIG,5859,0,723366,0
2021-07-25,LOM,77648,0,5342473,0
2021-07-25,MAR,8359,0,774419,0
2021-07-25,MOL,1675,0,169318,0
2021-07-25,PAB,1281,0,265445,0
2021-07-25,PAT,232,0,254894,0
2021-07-25,PIE,22425,0,2177623,0
2021-07-25,PUG,10099,0,2123055,0
2021-07-25,SAR,3525,0,804223,0
2021-07-25,SIC,20105,0,2291465,0
2021-07-25,TOS,26940,0,1694757,0
2021-07-25,UMB,6165,0,451176,0
2021-07-25,VDA,765,0,58707,0
2021-07-25,VEN,22561,0,2493324,0
2021-07-26,ABR,10447,0,659215,0
2021-07-26,BAS,3429,0,257519,0
2021-07-26,CAL,13659,0,888995,0
2021-07-26,CAM,38836,0,3076196,0
2021-07-26,EMR,24252,0,2275889,0
2021-07-26,FVG,6778,0,641642,0
2021-07-26,LAZ,47060,0,3175870,0
2021-07-26,LIG,13096,0,736462,0
2021-07-26,LOM,102771,0,5445244,0
2021-07-26,MAR,8979,0,783398,0
2021-07-26,MOL,1204,0,170522,0
2021-07-26,PAB,585,0,266030,0
2021-07-26,PAT,3083,0,257977,0
2021-07-26,PIE,24843,0,2202466,0
2021-07-26,PUG,31234,0,2154289,0
2021-07-26,SAR,10730,0,814953,0
2021-07-26,SIC,28066,0,2319531,0
2021-07-26,TOS,28569,0,1723326,0
2021-07-26,UMB,5276,0,456452,0
2021-07-26,VDA,703,0,59410,0
2021-07-26,VEN,27290,0,2520614,0
2021-07-27,ABR,11854,0,671069,0
2021-07-27,BAS,2902,0,260421,0
2021-07-27,CAL,12694,0,901689,0
2021-07-27,CAM,36938,0,3113134,0
2021-07-27,EMR,24707,0,2300596,0
2021-07-27,FVG,6780,0,648422,0
2021-07-27,LAZ,51964,0,3227834,0
2021-07-27,LIG,13213,0,749675,0
2021-07-27,LOM,98155,0,5543399,0
2021-07-27,MAR,11423,0,794821,0
2021-07-27,MOL,730,0,171252,0
2021-07-27,PAB,2320,0,268350,0
2021-07-27,PAT,3112,0,261089,0
2021-07-27,PIE,26037,0,2228503,0
2021-07-27,PUG,35656,0,2189945,0
2021-07-27,SAR,12499,0,827452,0
2021-07-27,SIC,24293,0,2343824,0
2021-07-27,TOS,27747,0,1751073,0
2021-07-27,UMB,5524,0,461976,0
2021-07-27,VDA,573,0,59983,0
2021-07-27,VEN,31008,0,2551622,0
2021-07-28,ABR,9895,0,680964,0
2021-07-28,BAS,3114,0,263535,0
2021-07-28,CAL,15589,0,917278,0
2021-07-28,CAM,35916,0,3149050,0
2021-07-28,EMR,25176,0,2325772,0
2021-07-28,FVG,6544,0,654966,0
2021-07-28,LAZ,53727,0,3281561,0
2021-07-28,LIG,12809,0,762484,0
2021-07-28,LOM,59549,0,5602948,0
2021-07-28,MAR,11015,0,805836,0
2021-07-28,MOL,1353,0,172605,0
2021-07-28,PAB,639,0,268989,0
2021-07-28,PAT,2833,0,263922,0
2021-07-28,PIE,25972,0,2254475,0
2021-07-28,PUG,30976,0,2220921,0
2021-07-28,SAR,10681,0,838133,0
2021-07-28,SIC,23180,0,2367004,0
2021-07-28,TOS,26787,0,1777860,0
2021-07-28,UMB,5314,0,467290,0
2021-07-28,VDA,1085,0,61068,0
2021-07-28,VEN,28866,0,2580488,0
2021-07-29,ABR,11289,0,692253,0
2021-07-29,BAS,2953,0,266488,0
2021-07-29,CAL,12976,0,930254,0
2021-07-29,CAM,35344,0,3184394,0
2021-07-29,EMR,26911,0,2352683,0
2021-07-29,FVG,6411,0,661377,0
2021-07-29,LAZ,51048,0,3332609,0
2021-07-29,LIG,13748,0,776232,0
2021-07-29,LOM,42131,0,5645079,0
2021-07-29,MAR,10397,0,816233,0
2021-07-29,MOL,918,0,173523,0
2021-07-29,PAB,684,0,269673,0
2021-07-29,PAT,2896,0,266818,0
2021-07-29,PIE,27913,0,2282388,0
2021-07-29,PUG,31059,0,2251980,0
2021-07-29,SAR,11538,0,849671,0
2021-07-29,SIC,22067,0,2389071,0
2021-07-29,TOS,27236,0,1805096,0
2021-07-29,UMB,6130,0,473420,0
2021-07-29,VDA,684,0,61752,0
2021-07-29,VEN,27750,0,2608238,0
2021-07-30,ABR,8351,0,700604,0
2021-07-30,BAS,2864,0,269352,0
2021-07-30,CAL,14331,0,944585,0
2021-07-30,CAM,30895,0,3215289,0
2021-07-30,EMR,24566,0,2377249,0
2021-07-30,FVG,6130,0,667507,0
2021-07-30,LAZ,51523,0,3384132,0
2021-07-30,LIG,11575,0,787807,0
2021-07-30,LOM,39564,0,5684643,0
2021-07-30,MAR,9985,0,826218,0
2021-07-30,MOL,1276,0,174799,0
2021-07-30,PAB,2091,0,271764,0
2021-07-30,PAT,3611,0,270429,0
2021-07-30,PIE,26843,0,2309231,0
2021-07-30,PUG,23541,0,2275521,0
2021-07-30,SAR,8740,0,858411,0
2021-07-30,SIC,20565,0,2409636,0
2021-07-30,TOS,27756,0,1832852,0
2021-07-30,UMB,3095,0,476515,0
2021-07-30,VDA,551,0,62303,0
2021-07-30,VEN,23666,0,2631904,0
2021-07-31,ABR,8310,0,708914,0
2021-07-31,BAS,3669,0,273021,0
2021-07-31,CAL,10267,0,954852,0
2021-07-31,CAM,20614,0,3235903,0
2021-07-31,EMR,24635,0,2401884,0
2021-07-31,FVG,5908,0,673415,0
2021-07-31,LAZ,52189,0,3436321,0
2021-07-31,LIG,7016,0,794823,0
2021-07-31,LOM,36053,0,5720696,0
2021-07-31,MAR,8181,0,834399,0
2021-07-31,MOL,1315,0,176114,0
2021-07-31,PAB,1198,0,272962,0
2021-07-31,PAT,446,0,270875,0
2021-07-31,PIE,25591,0,2334822,0
2021-07-31,PUG,12285,0,2287806,0
2021-07-31,SAR,5166,0,863577,0
2021-07-31,SIC,18414,0,2428050,0
2021-07-31,TOS,23855,0,1856707,0
2021-07-31,UMB,2921,0,479436,0
2021-07-31,VDA,577,0,62880,0
2021-07-31,VEN,18425,0,2650329,0
2021-08-01,ABR,5590,0,714504,0
2021-08-01,BAS,2581,0,275602,0
2021-08-01,CAL,3757,0,958609,0
2021-08-01,CAM,9409,0,3245312,0
2021-08-01,EMR,20054,0,2421938,0
2021-08-01,FVG,2110,0,675525,0
2021-08-01,LAZ,35640,0,3471961,0
2021-08-01,LIG,1341,0,796164,0
2021-08-01,LOM,26348,0,5747044,0
2021-08-01,MAR,5689,0,840088,0
2021-08-01,MOL,217,0,176331,0
2021-08-01,PAB,635,0,273597,0
2021-08-01,PAT,0,0,270875,0
2021-08-01,PIE,19323,0,2354145,0
2021-08-01,PUG,8150,0,2295956,0
2021-08-01,SAR,2053,0,865630,0
2021-08-01,SIC,12174,0,2440224,0
2021-08-01,TOS,16559,0,1873266,0
2021-08-01,UMB,1707,0,481143,0
2021-08-01,VDA,561,0,63441,0
2021-08-01,VEN,17101,0,2667430,0
2021-08-02,ABR,10351,0,724855,0
2021-08-02,BAS,2837,0,278439,0
2021-08-02,CAL,11408,0,970017,0
2021-08-02,CAM,28205,0,3273517,0
2021-08-02,EMR,24248,0,2446186,0
2021-08-02,FVG,6177,0,681702,0
2021-08-02,LAZ,33850,0,3505811,0
2021-08-02,LIG,10264,0,806428,0
2021-08-02,LOM,65839,0,5812883,0
2021-08-02,MAR,7238,0,847326,0
2021-08-02,MOL,1537,0,177868,0
2021-08-02,PAB,1017,0,274614,0
2021-08-02,PAT,3802,0,274677,0
2021-08-02,PIE,21067,0,2375212,0
2021-08-02,PUG,25866,0,2321822,0
2021-08-02,SAR,7090,0,872720,0
2021-08-02,SIC,20278,0,2460502,0
2021-08-02,TOS,22802,0,1896068,0
2021-08-02,UMB,5342,0,486485,0
2021-08-02,VDA,465,0,63906,0
2021-08-02,VEN,24020,0,2691450,0
2021-08-03,ABR,9127,0,733982,0
2021-08-03,BAS,3248,0,281687,0
2021-08-03,CAL,10257,0,980274,0
2021-08-03,CAM,17892,0,3291409,0
2021-08-03,EMR,23429,0,2469615,0
2021-08-03,FVG,4945,0,686647,0
2021-08-03,LAZ,29505,0,3535316,0
2021-08-03,LIG,10278,0,816706,0
2021-08-03,LOM,72789,0,5885672,0
2021-08-03,MAR,6941,0,854267,0
2021-08-03,MOL,1020,0,178888,0
2021-08-03,PAB,1105,0,275719,0
2021-08-03,PAT,3771,0,278448,0
2021-08-03,PIE,21406,0,2396618,0
2021-08-03,PUG,27560,0,2349382,0
2021-08-03,SAR,7284,0,880004,0
2021-08-03,SIC,18337,0,2478839,0
2021-08-03,TOS,24747,0,1920815,0
2021-08-03,UMB,5792,0,492277,0
2021-08-03,VDA,382,0,64288,0
2021-08-03,VEN,23380,0,2714830,0
2021-08-04,ABR,6629,0,740611,0
2021-08-04,BAS,3084,0,284771,0
2021-08-04,CAL,11837,0,992111,0
2021-08-04,CAM,14444,0,3305853,0
2021-08-04,EMR,22935,0,2492550,0
2021-08-04,FVG,4757,0,691404,0
2021-08-04,LAZ,29148,0,3564464,0
2021-08-04,LIG,10680,0,827386,0
2021-08-04,LOM,76145,0,5961817,0
2021-08-04,MAR,8055,0,862322,0
2021-08-04,MOL,1575,0,180463,0
2021-08-04,PAB,1278,0,276997,0
2021-08-04,PAT,3658,0,282106,0
2021-08-04,PIE,20915,0,2417533,0
2021-08-04,PUG,23159,0,2372541,0
2021-08-04,SAR,6816,0,886820,0
2021-08-04,SIC,13495,0,2492334,0
2021-08-04,TOS,24032,0,1944847,0
2021-08-04,UMB,7431,0,499708,0
2021-08-04,VDA,686,0,64974,0
2021-08-04,VEN,20223,0,2735053,0
2021-08-05,ABR,9261,0,749872,0
2021-08-05,BAS,3278,0,288049,0
2021-08-05,CAL,8668,0,1000779,0
2021-08-05,CAM,18251,0,3324104,0
2021-08-05,EMR,18777,0,2511327,0
2021-08-05,FVG,3933,0,695337,0
2021-08-05,LAZ,12850,0,3577314,0
2021-08-05,LIG,10251,0,837637,0
2021-08-05,LOM,75075,0,6036892,0
2021-08-05,MAR,7926,0,870248,0
2021-08-05,MOL,686,0,181149,0
2021-08-05,PAB,1843,0,278840,0
2021-08-05,PAT,3474,0,285580,0
2021-08-05,PIE,19673,0,2437206,0
2021-08-05,PUG,25307,0,2397848,0
2021-08-05,SAR,7163,0,893983,0
2021-08-05,SIC,12470,0,2504804,0
2021-08-05,TOS,23263,0,1968110,0
2021-08-05,UMB,5921,0,505629,0
2021-08-05,VDA,515,0,65489,0
2021-08-05,VEN,23909,0,2758962,0
2021-08-06,ABR,7037,0,756909,0
2021-08-06,BAS,2908,0,290957,0
2021-08-06,CAL,10635,0,1011414,0
2021-08-06,CAM,14053,0,3338157,0
2021-08-06,EMR,16223,0,2527550,0
2021-08-06,FVG,4076,0,699413,0
2021-08-06,LAZ,13171,0,3590485,0
2021-08-06,LIG,8362,0,845999,0
2021-08-06,LOM,68483,0,6105375,0
2021-08-06,MAR,7705,0,877953,0
2021-08-06,MOL,1259,0,182408,0
2021-08-06,PAB,2599,0,281439,0
2021-08-06,PAT,3830,0,289410,0
2021-08-06,PIE,17827,0,2455033,0
2021-08-06,PUG,21551,0,2419399,0
2021-08-06,SAR,6078,0,900061,0
2021-08-06,SIC,11413,0,2516217,0
2021-08-06,TOS,18465,0,1986575,0
2021-08-06,UMB,5083,0,510712,0
2021-08-06,VDA,427,0,65916,0
2021-08-06,VEN,18835,0,2777797,0
2021-08-07,ABR,4692,0,761601,0
2021-08-07,BAS,3211,0,294168,0
2021-08-07,CAL,6589,0,1018003,0
2021-08-07,CAM,6152,0,3344309,0
2021-08-07,EMR,13841,0,2541391,0
2021-08-07,FVG,2096,0,701509,0
2021-08-07,LAZ,14246,0,3604731,0
2021-08-07,LIG,4138,0,850137,0
2021-08-07,LOM,64189,0,6169564,0
2021-08-07,MAR,6076,0,884029,0
2021-08-07,MOL,884,0,183292,0
2021-08-07,PAB,864,0,282303,0
2021-08-07,PAT,826,0,290236,0
2021-08-07,PIE,17625,0,2472658,0
2021-08-07,PUG,6630,0,2426029,0
2021-08-07,SAR,3021,0,903082,0
2021-08-07,SIC,9345,0,2525562,0
2021-08-07,TOS,16503,0,2003078,0
2021-08-07,UMB,4760,0,515472,0
2021-08-07,VDA,442,0,66358,0
2021-08-07,VEN,12922,0,2790719,0
2021-08-08,ABR,2576,0,764177,0
2021-08-08,BAS,2562,0,296730,0
2021-08-08,CAL,2768,0,1020771,0
2021-08-08,CAM,2982,0,3347291,0
2021-08-08,EMR,11482,0,2552873,0
2021-08-08,FVG,2381,0,703890,0
2021-08-08,LAZ,33006,0,3637737,0
2021-08-08,LIG,675,0,850812,0
2021-08-08,LOM,42475,0,6212039,0
2021-08-08,MAR,3992,0,888021,0
2021-08-08,MOL,270,0,183562,0
2021-08-08,PAB,983,0,283286,0
2021-08-08,PAT,399,0,290635,0
2021-08-08,PIE,11618,0,2484276,0
2021-08-08,PUG,3495,0,2429524,0
2021-08-08,SAR,869,0,903951,0
2021-08-08,SIC,7962,0,2533524,0
2021-08-08,TOS,10656,0,2013734,0
2021-08-08,UMB,1545,0,517017,0
2021-08-08,VDA,406,0,66764,0
2021-08-08,VEN,10008,0,2800727,0
2021-08-09,ABR,7647,0,771824,0
2021-08-09,BAS,2463,0,299193,0
2021-08-09,CAL,8587,0,1029358,0
2021-08-09,CAM,11528,0,3358819,0
2021-08-09,EMR,14077,0,2566950,0
2021-08-09,FVG,5290,0,709180,0
2021-08-09,LAZ,31863,0,3669600,0
2021-08-09,LIG,7767,0,858579,0
2021-08-09,LOM,50973,0,6263012,0
2021-08-09,MAR,5182,0,893203,0
2021-08-09,MOL,1824,0,185386,0
2021-08-09,PAB,527,0,283813,0
2021-08-09,PAT,3081,0,293716,0
2021-08-09,PIE,13220,0,2497496,0
2021-08-09,PUG,17161,0,2446685,0
2021-08-09,SAR,7144,0,911095,0
2021-08-09,SIC,12816,0,2546340,0
2021-08-09,TOS,11224,0,2024958,0
2021-08-09,UMB,3268,0,520285,0
2021-08-09,VDA,432,0,67196,0
2021-08-09,VEN,18006,0,2818733,0
2021-08-10,ABR,5933,0,777757,0
2021-08-10,BAS,2966,0,302159,0
2021-08-10,CAL,6250,0,1035608,0
2021-08-10,CAM,8256,0,3367075,0
2021-08-10,EMR,16299,0,2583249,0
2021-08-10,FVG,2054,0,711234,0
2021-08-10,LAZ,30954,0,3700554,0
2021-08-10,LIG,8935,0,867514,0
2021-08-10,LOM,43398,0,6306410,0
2021-08-10,MAR,5978,0,899181,0
2021-08-10,MOL,1248,0,186634,0
2021-08-10,PAB,489,0,284302,0
2021-08-10,PAT,3124,0,296840,0
2021-08-10,PIE,10008,0,2507504,0
2021-08-10,PUG,13830,0,2460515,0
2021-08-10,SAR,8171,0,919266,0
2021-08-10,SIC,11311,0,2557651,0
2021-08-10,TOS,9906,0,2034864,0
2021-08-10,UMB,3464,0,523749,0
2021-08-10,VDA,281,0,67477,0
2021-08-10,VEN,12405,0,2831138,0
2021-08-11,ABR,5693,0,783450,0
2021-08-11,BAS,2321,0,304480,0
2021-08-11,CAL,7614,0,1043222,0
2021-08-11,CAM,9369,0,3376444,0
2021-08-11,EMR,15954,0,2599203,0
2021-08-11,FVG,2713,0,713947,0
2021-08-11,LAZ,30205,0,3730759,0
2021-08-11,LIG,8416,0,875930,0
2021-08-11,LOM,39525,0,6345935,0
2021-08-11,MAR,4500,0,903681,0
2021-08-11,MOL,893,0,187527,0
2021-08-11,PAB,574,0,284876,0
2021-08-11,PAT,2763,0,299603,0
2021-08-11,PIE,10811,0,2518315,0
2021-08-11,PUG,12343,0,2472858,0
2021-08-11,SAR,5947,0,925213,0
2021-08-11,SIC,7558,0,2565209,0
2021-08-11,TOS,10620,0,2045484,0
2021-08-11,UMB,3963,0,527712,0
2021-08-11,VDA,477,0,67954,0
2021-08-11,VEN,11522,0,2842660,0
2021-08-12,ABR,5618,0,789068,0
2021-08-12,BAS,2268,0,306748,0
2021-08-12,CAL,4924,0,1048146,0
2021-08-12,CAM,6713,0,3383157,0
2021-08-12,EMR,8873,0,2608076,0
2021-08-12,FVG,2759,0,716706,0
2021-08-12,LAZ,28453,0,3759212,0
2021-08-12,LIG,8056,0,883986,0
2021-08-12,LOM,35474,0,6381409,0
2021-08-12,MAR,4283,0,907964,0
2021-08-12,MOL,455,0,187982,0
2021-08-12,PAB,2865,0,287741,0
2021-08-12,PAT,3525,0,303128,0
2021-08-12,PIE,9223,0,2527538,0
2021-08-12,PUG,8891,0,2481749,0
2021-08-12,SAR,5997,0,931210,0
2021-08-12,SIC,7215,0,2572424,0
2021-08-12,TOS,12022,0,2057506,0
2021-08-12,UMB,2840,0,530552,0
2021-08-12,VDA,260,0,68214,0
2021-08-12,VEN,7326,0,2849986,0
2021-08-13,ABR,5161,0,794229,0
2021-08-13,BAS,2278,0,309026,0
2021-08-13,CAL,5188,0,1053334,0
2021-08-13,CAM,7350,0,3390507,0
2021-08-13,EMR,7384,0,2615460,0
2021-08-13,FVG,1150,0,717856,0
2021-08-13,LAZ,24763,0,3783975,0
2021-08-13,LIG,7045,0,891031,0
2021-08-13,LOM,33234,0,6414643,0
2021-08-13,MAR,3469,0,911433,0
2021-08-13,MOL,436,0,188418,0
2021-08-13,PAB,1463,0,289204,0
2021-08-13,PAT,3391,0,306519,0
2021-08-13,PIE,8398,0,2535936,0
2021-08-13,PUG,6870,0,2488619,0
2021-08-13,SAR,3793,0,935003,0
2021-08-13,SIC,5608,0,2578032,0
2021-08-13,TOS,12014,0,2069520,0
2021-08-13,UMB,2815,0,533367,0
2021-08-13,VDA,293,0,68507,0
2021-08-13,VEN,6542,0,2856528,0
2021-08-14,ABR,35,0,794264,0
2021-08-14,BAS,2107,0,311133,0
2021-08-14,CAL,1517,0,1054851,0
2021-08-14,CAM,3055,0,3393562,0
2021-08-14,EMR,7697,0,2623157,0
2021-08-14,FVG,18,0,717874,0
2021-08-14,LAZ,1737,0,3785712,0
2021-08-14,LIG,2325,0,893356,0
2021-08-14,LOM,15584,0,6430227,0
2021-08-14,MAR,1413,0,912846,0
2021-08-14,MOL,921,0,189339,0
2021-08-14,PAB,1392,0,290596,0
2021-08-14,PAT,239,0,306758,0
2021-08-14,PIE,5591,0,2541527,0
2021-08-14,PUG,600,0,2489219,0
2021-08-14,SAR,831,0,935834,0
2021-08-14,SIC,2866,0,2580898,0
2021-08-14,TOS,12068,0,2081588,0
2021-08-14,UMB,2972,0,536339,0
2021-08-14,VDA,331,0,68838,0
2021-08-14,VEN,2797,0,2859325,0
2021-08-15,ABR,0,0,794264,0
2021-08-15,BAS,1569,0,312702,0
2021-08-15,CAL,34,0,1054885,0
2021-08-15,CAM,999,0,3394561,0
2021-08-15,EMR,3462,0,2626619,0
2021-08-15,FVG,1,0,717875,0
2021-08-15,LAZ,930,0,3786642,0
2021-08-15,LIG,575,0,893931,0
2021-08-15,LOM,4098,0,6434325,0
2021-08-15,MAR,20,0,912866,0
2021-08-15,MOL,0,0,189339,0
2021-08-15,PAB,375,0,290971,0
2021-08-15,PAT,0,0,306758,0
2021-08-15,PIE,1650,0,2543177,0
2021-08-15,PUG,56,0,2489275,0
2021-08-15,SAR,10,0,935844,0
2021-08-15,SIC,1015,0,2581913,0
2021-08-15,TOS,9467,0,2091055,0
2021-08-15,UMB,1542,0,537881,0
2021-08-15,VDA,0,0,68838,0
2021-08-15,VEN,536,0,2859861,0
2021-08-16,ABR,3861,0,798125,0
2021-08-16,BAS,2099,0,314801,0
2021-08-16,CAL,4620,0,1059505,0
2021-08-16,CAM,6474,0,3401035,0
2021-08-16,EMR,7917,0,2634536,0
2021-08-16,FVG,2036,0,719911,0
2021-08-16,LAZ,2026,0,3788668,0
2021-08-16,LIG,6212,0,900143,0
2021-08-16,LOM,22404,0,6456729,0
2021-08-16,MAR,2338,0,915204,0
2021-08-16,MOL,966,0,190305,0
2021-08-16,PAB,1187,0,292158,0
2021-08-16,PAT,3042,0,309800,0
2021-08-16,PIE,8022,0,2551199,0
2021-08-16,PUG,5115,0,2494390,0
2021-08-16,SAR,4077,0,939921,0
2021-08-16,SIC,9494,0,2591407,0
2021-08-16,TOS,13636,0,2104691,0
2021-08-16,UMB,1855,0,539736,0
2021-08-16,VDA,299,0,69137,0
2021-08-16,VEN,7027,0,2866888,0
2021-08-17,ABR,3783,0,801908,0
2021-08-17,BAS,2161,0,316962,0
2021-08-17,CAL,4981,0,1064486,0
2021-08-17,CAM,15304,0,3416339,0
2021-08-17,EMR,8191,0,2642727,0
2021-08-17,FVG,831,0,720742,0
2021-08-17,LAZ,5711,0,3794379,0
2021-08-17,LIG,6280,0,906423,0
2021-08-17,LOM,16186,0,6472915,0
2021-08-17,MAR,4583,0,919787,0
2021-08-17,MOL,1333,0,191638,0
2021-08-17,PAB,495,0,292653,0
2021-08-17,PAT,3519,0,313319,0
2021-08-17,PIE,6707,0,2557906,0
2021-08-17,PUG,10831,0,2505221,0
2021-08-17,SAR,4682,0,944603,0
2021-08-17,SIC,8544,0,2599951,0
2021-08-17,TOS,15159,0,2119850,0
2021-08-17,UMB,1319,0,541055,0
2021-08-17,VDA,351,0,69488,0
2021-08-17,VEN,8304,0,2875192,0
2021-08-18,ABR,4322,0,806230,0
2021-08-18,BAS,2170,0,319132,0
2021-08-18,CAL,6163,0,1070649,0
2021-08-18,CAM,12149,0,3428488,0
2021-08-18,EMR,8061,0,2650788,0
2021-08-18,FVG,1555,0,722297,0
2021-08-18,LAZ,7351,0,3801730,0
2021-08-18,LIG,8071,0,914494,0
2021-08-18,LOM,13276,0,6486191,0
2021-08-18,MAR,3304,0,923091,0
