data_somministrazione,fascia_anagrafica,vaccinazioni,booster,cum_vaccinazioni,cum_booster
2021-11-07,40-49,4783,2330,7023408,140717
2021-11-07,50-59,3620,4184,8145584,221117
2021-11-07,60-69,1177,5816,6655653,281938
2021-11-07,70-79,366,6930,5481213,266780
2021-11-07,80-89,143,13725,3480081,1037390
2021-11-07,90+,38,1889,794197,215395
2021-11-08,05-11,0,0,0,0
2021-11-08,12-19,5883,95,3156542,3393
2021-11-08,20-29,10220,4045,5034267,67444
2021-11-08,30-39,11316,5423,5381787,104210
2021-11-08,40-49,10512,7827,7033920,148544
2021-11-08,50-59,8228,13357,8153812,234474
2021-11-08,60-69,3338,21472,6658991,303410
2021-11-08,70-79,1271,25172,5482484,291952
2021-11-08,80-89,599,45751,3480680,1083141
2021-11-08,90+,158,8105,794355,223500
2021-11-09,05-11,0,0,0,0
2021-11-09,12-19,5240,149,3161782,3542
2021-11-09,20-29,8988,4729,5043255,72173
2021-11-09,30-39,9911,6468,5391698,110678
2021-11-09,40-49,9017,9197,7042937,157741
2021-11-09,50-59,7120,14215,8160932,248689
2021-11-09,60-69,3049,23015,6662040,326425
2021-11-09,70-79,1267,27140,5483751,319092
2021-11-09,80-89,639,49937,3481319,1133078
2021-11-09,90+,169,9326,794524,232826
2021-11-10,05-11,0,0,0,0
2021-11-10,12-19,4766,160,3166548,3702
2021-11-10,20-29,8247,4776,5051502,76949
2021-11-10,30-39,9379,6556,5401077,117234
2021-11-10,40-49,8326,9351,7051263,167092
2021-11-10,50-59,6772,14783,8167704,263472
2021-11-10,60-69,3003,24460,6665043,350885
2021-11-10,70-79,1311,29570,5485062,348662
2021-11-10,80-89,606,56621,3481925,1189699
2021-11-10,90+,163,10063,794687,242889
2021-11-11,05-11,0,0,0,0
2021-11-11,12-19,5061,169,3171609,3871
2021-11-11,20-29,8660,4733,5060162,81682
2021-11-11,30-39,9849,6622,5410926,123856
2021-11-11,40-49,8826,9544,7060089,176636
2021-11-11,50-59,7160,15035,8174864,278507
2021-11-11,60-69,3186,24245,6668229,375130
2021-11-11,70-79,1396,31207,5486458,379869
2021-11-11,80-89,625,54090,3482550,1243789
2021-11-11,90+,170,9477,794857,252366
2021-11-12,05-11,0,0,0,0
2021-11-12,12-19,5397,187,3177006,4058
2021-11-12,20-29,7871,5336,5068033,87018
2021-11-12,30-39,9446,8127,5420372,131983
2021-11-12,40-49,8741,11835,7068830,188471
2021-11-12,50-59,7088,17687,8181952,296194
2021-11-12,60-69,4718,25911,6672947,401041
2021-11-12,70-79,2164,30748,5488622,410617
2021-11-12,80-89,762,49802,3483312,1293591
2021-11-12,90+,181,8917,795038,261283
2021-11-13,05-11,0,0,0,0
2021-11-13,12-19,5460,162,3182466,4220
2021-11-13,20-29,5573,3768,5073606,90786
2021-11-13,30-39,7096,5158,5427468,137141
2021-11-13,40-49,6519,7639,7075349,196110
2021-11-13,50-59,5264,12259,8187216,308453
2021-11-13,60-69,2047,21540,6674994,422581
2021-11-13,70-79,800,24860,5489422,435477
2021-11-13,80-89,394,35481,3483706,1329072
2021-11-13,90+,100,5772,795138,267055
2021-11-14,05-11,0,0,0,0
2021-11-14,12-19,2533,93,3184999,4313
2021-11-14,20-29,2531,1727,5076137,92513
2021-11-14,30-39,3119,2217,5430587,139358
2021-11-14,40-49,2806,3721,7078155,199831
2021-11-14,50-59,2101,6153,8189317,314606
2021-11-14,60-69,843,10472,6675837,433053
2021-11-14,70-79,330,12385,5489752,447862
2021-11-14,80-89,161,13692,3483867,1342764
2021-11-14,90+,51,1985,795189,269040
2021-11-15,05-11,0,0,0,0
2021-11-15,12-19,5004,186,3190003,4499
2021-11-15,20-29,7107,5209,5083244,97722
2021-11-15,30-39,8189,6842,5438776,146200
2021-11-15,40-49,7115,10323,7085270,210154
2021-11-15,50-59,5345,16356,8194662,330962
2021-11-15,60-69,2459,31735,6678296,464788
2021-11-15,70-79,1132,38605,5490884,486467
2021-11-15,80-89,434,41061,3484301,1383825
2021-11-15,90+,107,7092,795296,276132
2021-11-16,05-11,0,0,0,0
2021-11-16,12-19,4281,182,3194284,4681
2021-11-16,20-29,5962,5480,5089206,103202
2021-11-16,30-39,6481,7235,5445257,153435
2021-11-16,40-49,5497,10594,7090767,220748
2021-11-16,50-59,4403,17981,8199065,348943
2021-11-16,60-69,2228,34420,6680524,499208
2021-11-16,70-79,1078,40518,5491962,526985
2021-11-16,80-89,473,46007,3484774,1429832
2021-11-16,90+,137,8945,795433,285077
2021-11-17,05-11,0,0,0,0
2021-11-17,12-19,3873,172,3198157,4853
2021-11-17,20-29,5451,5751,5094657,108953
2021-11-17,30-39,5893,7658,5451150,161093
2021-11-17,40-49,5172,11011,7095939,231759
2021-11-17,50-59,4153,18961,8203218,367904
2021-11-17,60-69,2118,35287,6682642,534495
2021-11-17,70-79,1096,40592,5493058,567577
2021-11-17,80-89,522,49924,3485296,1479756
2021-11-17,90+,158,9069,795591,294146
2021-11-18,05-11,0,0,0,0
2021-11-18,12-19,4188,226,3202345,5079
2021-11-18,20-29,5451,5900,5100108,114853
2021-11-18,30-39,6204,7813,5457354,168906
2021-11-18,40-49,5380,12098,7101319,243857
2021-11-18,50-59,4441,20813,8207659,388717
2021-11-18,60-69,2531,39782,6685173,574277
2021-11-18,70-79,1285,44963,5494343,612540
2021-11-18,80-89,566,52095,3485862,1531851
2021-11-18,90+,226,10009,795817,304155
2021-11-19,05-11,0,0,0,0
2021-11-19,12-19,4426,308,3206771,5387
2021-11-19,20-29,4826,7025,5104934,121878
2021-11-19,30-39,6021,10086,5463375,178992
2021-11-19,40-49,5269,16533,7106588,260390
2021-11-19,50-59,4270,26910,8211929,415627
2021-11-19,60-69,2186,42692,6687359,616969
2021-11-19,70-79,1107,45134,5495450,657674
2021-11-19,80-89,533,47890,3486395,1579741
2021-11-19,90+,150,9254,795967,313409
2021-11-20,05-11,0,0,0,0
2021-11-20,12-19,3972,286,3210743,5673
2021-11-20,20-29,3377,5300,5108311,127178
2021-11-20,30-39,4165,7091,5467540,186083
2021-11-20,40-49,3771,11761,7110359,272151
2021-11-20,50-59,3176,21056,8215105,436683
2021-11-20,60-69,1443,34403,6688802,651372
2021-11-20,70-79,676,34062,5496126,691736
2021-11-20,80-89,309,35903,3486704,1615644
2021-11-20,90+,92,6568,796059,319977
2021-11-21,05-11,0,0,0,0
2021-11-21,12-19,2119,161,3212862,5834
2021-11-21,20-29,1790,2101,5110101,129279
2021-11-21,30-39,2148,2682,5469688,188765
2021-11-21,40-49,1856,4813,7112215,276964
2021-11-21,50-59,1557,9419,8216662,446102
2021-11-21,60-69,702,15481,6689504,666853
2021-11-21,70-79,289,14909,5496415,706645
2021-11-21,80-89,122,13148,3486826,1628792
2021-11-21,90+,21,2136,796080,322113
2021-11-22,05-11,0,0,0,0
2021-11-22,12-19,3339,397,3216201,6231
2021-11-22,20-29,4180,6797,5114281,136076
2021-11-22,30-39,4482,9153,5474170,197918
2021-11-22,40-49,3924,19280,7116139,296244
2021-11-22,50-59,3058,34149,8219720,480251
2021-11-22,60-69,1718,49620,6691222,716473
2021-11-22,70-79,808,47598,5497223,754243
2021-11-22,80-89,325,38981,3487151,1667773
2021-11-22,90+,90,7158,796170,329271
2021-11-23,05-11,0,0,0,0
2021-11-23,12-19,3910,334,3220111,6565
2021-11-23,20-29,4180,7381,5118461,143457
2021-11-23,30-39,4666,10401,5478836,208319
2021-11-23,40-49,4017,22148,7120156,318392
2021-11-23,50-59,3264,38804,8222984,519055
2021-11-23,60-69,1841,53653,6693063,770126
2021-11-23,70-79,994,53388,5498217,807631
2021-11-23,80-89,524,46617,3487675,1714390
2021-11-23,90+,156,9005,796326,338276
2021-11-24,05-11,0,0,0,0
2021-11-24,12-19,3592,444,3223703,7009
2021-11-24,20-29,4224,7577,5122685,151034
2021-11-24,30-39,4739,10788,5483575,219107
2021-11-24,40-49,4304,24749,7124460,343141
2021-11-24,50-59,4417,44372,8227401,563427
2021-11-24,60-69,3881,60476,6696944,830602
2021-11-24,70-79,1884,62390,5500101,870021
2021-11-24,80-89,596,50269,3488271,1764659
2021-11-24,90+,181,9867,796507,348143
2021-11-25,05-11,0,0,0,0
2021-11-25,12-19,3540,556,3227243,7565
2021-11-25,20-29,3914,9168,5126599,160202
2021-11-25,30-39,4494,12847,5488069,231954
2021-11-25,40-49,4007,30407,7128467,373548
2021-11-25,50-59,3443,55169,8230844,618596
2021-11-25,60-69,2011,67830,6698955,898432
2021-11-25,70-79,1100,67667,5501201,937688
2021-11-25,80-89,528,48366,3488799,1813025
2021-11-25,90+,172,9881,796679,358024
2021-11-26,05-11,0,0,0,0
2021-11-26,12-19,4238,677,3231481,8242
2021-11-26,20-29,3897,10869,5130496,171071
2021-11-26,30-39,4699,16101,5492768,248055
2021-11-26,40-49,4273,36775,7132740,410323
2021-11-26,50-59,3533,65129,8234377,683725
2021-11-26,60-69,2143,71949,6701098,970381
2021-11-26,70-79,1125,65072,5502326,1002760
2021-11-26,80-89,500,42905,3489299,1855930
2021-11-26,90+,147,8775,796826,366799
2021-11-27,05-11,0,0,0,0
2021-11-27,12-19,4917,791,3236398,9033
2021-11-27,20-29,3081,9116,5133577,180187
2021-11-27,30-39,3961,12604,5496729,260659
2021-11-27,40-49,3544,30687,7136284,441010
2021-11-27,50-59,3074,60066,8237451,743791
2021-11-27,60-69,1553,58747,6702651,1029128
2021-11-27,70-79,778,50158,5503104,1052918
2021-11-27,80-89,355,36478,3489654,1892408
2021-11-27,90+,98,7493,796924,374292
2021-11-28,05-11,0,0,0,0
2021-11-28,12-19,2332,430,3238730,9463
2021-11-28,20-29,1539,4234,5135116,184421
2021-11-28,30-39,1810,5793,5498539,266452
2021-11-28,40-49,1679,15851,7137963,456861
2021-11-28,50-59,1405,32474,8238856,776265
2021-11-28,60-69,654,32658,6703305,1061786
2021-11-28,70-79,319,28950,5503423,1081868
2021-11-28,80-89,113,14101,3489767,1906509
2021-11-28,90+,35,2559,796959,376851
2021-11-29,05-11,0,0,0,0
2021-11-29,12-19,4008,836,3242738,10299
2021-11-29,20-29,3803,12446,5138919,196867
2021-11-29,30-39,4124,16338,5502663,282790
2021-11-29,40-49,3678,36314,7141641,493175
2021-11-29,50-59,3271,70534,8242127,846799
2021-11-29,60-69,1929,76390,6705234,1138176
2021-11-29,70-79,987,70667,5504410,1152535
2021-11-29,80-89,391,35477,3490158,1941986
2021-11-29,90+,109,7049,797068,383900
2021-11-30,05-11,0,0,0,0
2021-11-30,12-19,3990,1092,3246728,11391
2021-11-30,20-29,3807,13413,5142726,210280
2021-11-30,30-39,4260,17559,5506923,300349
2021-11-30,40-49,3874,39649,7145515,532824
2021-11-30,50-59,3306,72880,8245433,919679
2021-11-30,60-69,1990,84672,6707224,1222848
2021-11-30,70-79,1147,83376,5505557,1235911
2021-11-30,80-89,491,43829,3490649,1985815
2021-11-30,90+,197,9342,797265,393242
2021-12-01,05-11,0,0,0,0
2021-12-01,12-19,3666,1361,3250394,12752
2021-12-01,20-29,3390,17062,5146116,227342
2021-12-01,30-39,3954,23502,5510877,323851
2021-12-01,40-49,3535,52981,7149050,585805
2021-12-01,50-59,3144,94610,8248577,1014289
2021-12-01,60-69,1992,85618,6709216,1308466
2021-12-01,70-79,1143,86346,5506700,1322257
2021-12-01,80-89,523,42858,3491172,2028673
2021-12-01,90+,149,9152,797414,402394
2021-12-02,05-11,0,0,0,0
2021-12-02,12-19,4199,1711,3254593,14463
2021-12-02,20-29,3789,19637,5149905,246979
2021-12-02,30-39,4182,27195,5515059,351046
2021-12-02,40-49,3976,54132,7153026,639937
2021-12-02,50-59,3436,99196,8252013,1113485
2021-12-02,60-69,2157,91249,6711373,1399715
2021-12-02,70-79,1249,93091,5507949,1415348
2021-12-02,80-89,548,44041,3491720,2072714
2021-12-02,90+,201,10123,797615,412517
2021-12-03,05-11,0,0,0,0
2021-12-03,12-19,4916,2133,3259509,16596
2021-12-03,20-29,3781,23030,5153686,270009
2021-12-03,30-39,4614,33247,5519673,384293
2021-12-03,40-49,4083,61238,7157109,701175
2021-12-03,50-59,3629,109629,8255642,1223114
2021-12-03,60-69,2271,94852,6713644,1494567
2021-12-03,70-79,1222,92249,5509171,1507597
2021-12-03,80-89,519,41996,3492239,2114710
2021-12-03,90+,161,9059,797776,421576
2021-12-04,05-11,0,0,0,0
2021-12-04,12-19,5452,2450,3264961,19046
2021-12-04,20-29,3113,20062,5156799,290071
2021-12-04,30-39,3898,28560,5523571,412853
2021-12-04,40-49,3574,53699,7160683,754874
2021-12-04,50-59,3191,106905,8258833,1330019
2021-12-04,60-69,1682,83690,6715326,1578257
2021-12-04,70-79,895,79879,5510066,1587476
2021-12-04,80-89,433,35808,3492672,2150518
2021-12-04,90+,90,7665,797866,429241
2021-12-05,05-11,0,0,0,0
2021-12-05,12-19,3008,2049,3267969,21095
2021-12-05,20-29,1701,13485,5158500,303556
2021-12-05,30-39,2017,18310,5525588,431163
2021-12-05,40-49,1943,32777,7162626,787651
2021-12-05,50-59,1717,68659,8260550,1398678
2021-12-05,60-69,897,54233,6716223,1632490
2021-12-05,70-79,405,52439,5510471,1639915
2021-12-05,80-89,170,16742,3492842,2167260
2021-12-05,90+,39,2632,797905,431873
2021-12-06,05-11,0,0,0,0
2021-12-06,12-19,4954,2848,3272923,23943
2021-12-06,20-29,4448,24652,5162948,328208
2021-12-06,30-39,4644,31678,5530232,462841
2021-12-06,40-49,4206,56112,7166832,843763
2021-12-06,50-59,3509,103095,8264059,1501773
2021-12-06,60-69,2240,97208,6718463,1729698
2021-12-06,70-79,1247,99293,5511718,1739208
2021-12-06,80-89,426,35588,3493268,2202848
2021-12-06,90+,109,7079,798014,438952
2021-12-07,05-11,0,0,0,0
2021-12-07,12-19,4632,2819,3277555,26762
2021-12-07,20-29,3916,25287,5166864,353495
2021-12-07,30-39,4235,34114,5534467,496955
2021-12-07,40-49,3988,59561,7170820,903324
2021-12-07,50-59,3277,105772,8267336,1607545
2021-12-07,60-69,2154,101154,6720617,1830852
2021-12-07,70-79,1179,102720,5512897,1841928
2021-12-07,80-89,567,39874,3493835,2242722
2021-12-07,90+,144,8934,798158,447886
2021-12-08,05-11,0,0,0,0
2021-12-08,12-19,2031,2052,3279586,28814
2021-12-08,20-29,1716,14457,5168580,367952
2021-12-08,30-39,1810,20286,5536277,517241
2021-12-08,40-49,1661,31749,7172481,935073
2021-12-08,50-59,1410,62407,8268746,1669952
2021-12-08,60-69,785,52285,6721402,1883137
2021-12-08,70-79,385,50320,5513282,1892248
2021-12-08,80-89,154,13734,3493989,2256456
2021-12-08,90+,25,2383,798183,450269
2021-12-09,05-11,0,0,0,0
2021-12-09,12-19,6054,2883,3285640,31697
2021-12-09,20-29,4919,24558,5173499,392510
2021-12-09,30-39,5542,35672,5541819,552913
2021-12-09,40-49,5185,63882,7177666,998955
2021-12-09,50-59,4496,105409,8273242,1775361
2021-12-09,60-69,2870,104994,6724272,1988131
2021-12-09,70-79,1585,109116,5514867,2001364
2021-12-09,80-89,681,37461,3494670,2293917
2021-12-09,90+,199,7926,798382,458195
2021-12-10,05-11,0,0,0,0
2021-12-10,12-19,5830,3172,3291470,34869
2021-12-10,20-29,4172,25419,5177671,417929
2021-12-10,30-39,4926,38765,5546745,591678
2021-12-10,40-49,4622,73354,7182288,1072309
2021-12-10,50-59,3966,116777,8277208,1892138
2021-12-10,60-69,2430,109183,6726702,2097314
2021-12-10,70-79,1323,106483,5516190,2107847
2021-12-10,80-89,588,36936,3495258,2330853
2021-12-10,90+,159,7761,798541,465956
2021-12-11,05-11,0,0,0,0
2021-12-11,12-19,5718,3172,3297188,38041
2021-12-11,20-29,3132,22192,5180803,440121
2021-12-11,30-39,4067,34392,5550812,626070
2021-12-11,40-49,3812,67803,7186100,1140112
2021-12-11,50-59,3338,115008,8280546,2007146
2021-12-11,60-69,1851,92637,6728553,2189951
2021-12-11,70-79,1076,87451,5517266,2195298
2021-12-11,80-89,422,30300,3495680,2361153
2021-12-11,90+,105,6274,798646,472230
2021-12-12,05-11,0,0,0,0
2021-12-12,12-19,3151,2316,3300339,40357
2021-12-12,20-29,1717,14475,5182520,454596
2021-12-12,30-39,2133,22615,5552945,648685
2021-12-12,40-49,2002,44422,7188102,1184534
2021-12-12,50-59,1695,74487,8282241,2081633
2021-12-12,60-69,884,59593,6729437,2249544
2021-12-12,70-79,462,58286,5517728,2253584
2021-12-12,80-89,201,14889,3495881,2376042
2021-12-12,90+,37,2404,798683,474634
2021-12-13,05-11,0,0,0,0
2021-12-13,12-19,5235,3152,3305574,43509
2021-12-13,20-29,4125,24717,5186645,479313
2021-12-13,30-39,4710,35598,5557655,684283
2021-12-13,40-49,4198,66263,7192300,1250797
2021-12-13,50-59,3605,104599,8285846,2186232
2021-12-13,60-69,2323,104147,6731760,2353691
2021-12-13,70-79,1312,95121,5519040,2348705
2021-12-13,80-89,468,28142,3496349,2404184
2021-12-13,90+,135,5867,798818,480501
2021-12-14,05-11,0,0,0,0
2021-12-14,12-19,4659,3377,3310233,46886
2021-12-14,20-29,3911,24432,5190556,503745
2021-12-14,30-39,4503,36307,5562158,720590
2021-12-14,40-49,4073,67935,7196373,1318732
2021-12-14,50-59,3635,108086,8289481,2294318
2021-12-14,60-69,2297,109109,6734057,2462800
2021-12-14,70-79,1350,104940,5520390,2453645
2021-12-14,80-89,559,32727,3496908,2436911
2021-12-14,90+,144,7265,798962,487766
2021-12-15,05-11,11,0,11,0
2021-12-15,12-19,4683,3520,3314916,50406
2021-12-15,20-29,3754,24128,5194310,527873
2021-12-15,30-39,4361,36530,5566519,757120
2021-12-15,40-49,4255,69100,7200628,1387832
2021-12-15,50-59,3715,113086,8293196,2407404
2021-12-15,60-69,2286,115783,6736343,2578583
2021-12-15,70-79,1389,111154,5521779,2564799
2021-12-15,80-89,635,35671,3497543,2472582
2021-12-15,90+,199,8145,799161,495911
2021-12-16,05-11,686,0,697,0
2021-12-16,12-19,5361,3847,3320277,54253
2021-12-16,20-29,3908,24191,5198218,552064
2021-12-16,30-39,4645,35679,5571164,792799
2021-12-16,40-49,4403,71388,7205031,1459220
2021-12-16,50-59,3906,113728,8297102,2521132
2021-12-16,60-69,2512,114884,6738855,2693467
2021-12-16,70-79,1510,112767,5523289,2677566
2021-12-16,80-89,697,35310,3498240,2507892
2021-12-16,90+,202,8424,799363,504335
2021-12-17,05-11,604,0,1301,0
2021-12-17,12-19,6358,4335,3326635,58588
2021-12-17,20-29,4008,26061,5202226,578125
2021-12-17,30-39,5027,38818,5576191,831617
2021-12-17,40-49,4604,80373,7209635,1539593
2021-12-17,50-59,3962,115456,8301064,2636588
2021-12-17,60-69,2419,109176,6741274,2802643
2021-12-17,70-79,1490,105021,5524779,2782587
2021-12-17,80-89,654,31023,3498894,2538915
2021-12-17,90+,171,6884,799534,511219
2021-12-18,05-11,1012,0,2313,0
2021-12-18,12-19,7441,4467,3334076,63055
2021-12-18,20-29,3237,24018,5205463,602143
2021-12-18,30-39,4265,35342,5580456,866959
2021-12-18,40-49,4009,78089,7213644,1617682
2021-12-18,50-59,3511,117411,8304575,2753999
2021-12-18,60-69,1942,96681,6743216,2899324
2021-12-18,70-79,1015,82859,5525794,2865446
2021-12-18,80-89,439,24501,3499333,2563416
2021-12-18,90+,106,5332,799640,516551
2021-12-19,05-11,958,0,3271,0
2021-12-19,12-19,4449,3718,3338525,66773
2021-12-19,20-29,1854,17924,5207317,620067
2021-12-19,30-39,2254,25060,5582710,892019
2021-12-19,40-49,2250,52711,7215894,1670393
2021-12-19,50-59,1807,75474,8306382,2829473
2021-12-19,60-69,888,60344,6744104,2959668
2021-12-19,70-79,454,51070,5526248,2916516
2021-12-19,80-89,164,12214,3499497,2575630
2021-12-19,90+,32,1991,799672,518542
2021-12-20,05-11,781,0,4052,0
2021-12-20,12-19,7324,6106,3345849,72879
2021-12-20,20-29,4572,31611,5211889,651678
2021-12-20,30-39,5120,38286,5587830,930305
2021-12-20,40-49,4487,71643,7220381,1742036
2021-12-20,50-59,3885,104227,8310267,2933700
2021-12-20,60-69,2367,106234,6746471,3065902
2021-12-20,70-79,1335,91380,5527583,3007896
2021-12-20,80-89,560,23081,3500057,2598711
2021-12-20,90+,131,4886,799803,523428
2021-12-21,05-11,858,0,4910,0
2021-12-21,12-19,7262,6954,3353111,79833
2021-12-21,20-29,4510,33365,5216399,685043
2021-12-21,30-39,4946,39619,5592776,969924
2021-12-21,40-49,4500,71798,7224881,1813834
2021-12-21,50-59,3778,106463,8314045,3040163
2021-12-21,60-69,2355,106343,6748826,3172245
2021-12-21,70-79,1339,96005,5528922,3103901
2021-12-21,80-89,569,26744,3500626,2625455
2021-12-21,90+,189,6069,799992,529497
2021-12-22,05-11,953,0,5863,0
2021-12-22,12-19,6963,7931,3360074,87764
2021-12-22,20-29,4444,35308,5220843,720351
2021-12-22,30-39,4568,39260,5597344,1009184
2021-12-22,40-49,4285,71169,7229166,1885003
2021-12-22,50-59,3711,103619,8317756,3143782
2021-12-22,60-69,2275,102132,6751101,3274377
2021-12-22,70-79,1384,92527,5530306,3196428
2021-12-22,80-89,619,26620,3501245,2652075
2021-12-22,90+,182,6116,800174,535613
2021-12-23,05-11,1139,0,7002,0
2021-12-23,12-19,7190,8283,3367264,96047
2021-12-23,20-29,4044,34342,5224887,754693
2021-12-23,30-39,4129,34573,5601473,1043757
2021-12-23,40-49,4094,66667,7233260,1951670
2021-12-23,50-59,3565,94701,8321321,3238483
2021-12-23,60-69,2060,84204,6753161,3358581
2021-12-23,70-79,1189,76747,5531495,3273175
2021-12-23,80-89,577,22030,3501822,2674105
2021-12-23,90+,189,5338,800363,540951
2021-12-24,05-11,335,0,7337,0
2021-12-24,12-19,3623,4486,3370887,100533
2021-12-24,20-29,1891,19617,5226778,774310
2021-12-24,30-39,1982,19040,5603455,1062797
2021-12-24,40-49,1932,37038,7235192,1988708
2021-12-24,50-59,1732,53686,8323053,3292169
2021-12-24,60-69,892,36938,6754053,3395519
2021-12-24,70-79,444,30328,5531939,3303503
2021-12-24,80-89,211,7928,3502033,2682033
2021-12-24,90+,51,1751,800414,542702
2021-12-25,05-11,38,0,7375,0
2021-12-25,12-19,674,849,3371561,101382
2021-12-25,20-29,266,3260,5227044,777570
2021-12-25,30-39,325,3715,5603780,1066512
2021-12-25,40-49,327,6575,7235519,1995283
2021-12-25,50-59,287,9148,8323340,3301317
2021-12-25,60-69,118,5142,6754171,3400661
2021-12-25,70-79,44,3565,5531983,3307068
2021-12-25,80-89,17,682,3502050,2682715
2021-12-25,90+,5,117,800419,542819
2021-12-26,05-11,662,0,8037,0
2021-12-26,12-19,2771,3965,3374332,105347
2021-12-26,20-29,1100,18891,5228144,796461
2021-12-26,30-39,1149,17975,5604929,1084487
2021-12-26,40-49,1276,30709,7236795,2025992
2021-12-26,50-59,1014,39864,8324354,3341181
2021-12-26,60-69,444,25664,6754615,3426325
2021-12-26,70-79,229,17819,5532212,3324887
2021-12-26,80-89,83,3609,3502133,2686324
2021-12-26,90+,10,563,800429,543382
2021-12-27,05-11,1701,0,9738,0
2021-12-27,12-19,14189,13981,3388521,119328
2021-12-27,20-29,5909,60690,5234053,857151
2021-12-27,30-39,7077,54899,5612006,1139386
2021-12-27,40-49,6611,84375,7243406,2110367
2021-12-27,50-59,5697,112866,8330051,3454047
2021-12-27,60-69,3118,91975,6757733,3518300
2021-12-27,70-79,1683,68403,5533895,3393290
2021-12-27,80-89,568,14575,3502701,2700899
2021-12-27,90+,147,2872,800576,546254
2021-12-28,05-11,2404,0,12142,0
2021-12-28,12-19,11655,16460,3400176,135788
2021-12-28,20-29,5387,56644,5239440,913795
2021-12-28,30-39,6136,56478,5618142,1195864
2021-12-28,40-49,5923,90082,7249329,2200449
2021-12-28,50-59,5219,120333,8335270,3574380
2021-12-28,60-69,3109,105362,6760842,3623662
2021-12-28,70-79,1655,84907,5535550,3478197
2021-12-28,80-89,709,19822,3503410,2720721
2021-12-28,90+,169,4093,800745,550347
2021-12-29,05-11,2399,0,14541,0
2021-12-29,12-19,9235,17102,3409411,152890
2021-12-29,20-29,4256,49752,5243696,963547
2021-12-29,30-39,4847,55441,5622989,1251305
2021-12-29,40-49,4748,88231,7254077,2288680
2021-12-29,50-59,4190,122959,8339460,3697339
2021-12-29,60-69,2467,104242,6763309,3727904
2021-12-29,70-79,1391,87173,5536941,3565370
2021-12-29,80-89,542,21240,3503952,2741961
2021-12-29,90+,153,4490,800898,554837
2021-12-30,05-11,2292,0,16833,0
2021-12-30,12-19,7652,13688,3417063,166578
2021-12-30,20-29,3665,39008,5247361,1002555
2021-12-30,30-39,4561,49510,5627550,1300815
2021-12-30,40-49,4564,80222,7258641,2368902
2021-12-30,50-59,4211,114231,8343671,3811570
2021-12-30,60-69,2530,97571,6765839,3825475
2021-12-30,70-79,1463,80732,5538404,3646102
2021-12-30,80-89,608,20435,3504560,2762396
2021-12-30,90+,185,4405,801083,559242
2021-12-31,05-11,831,0,17664,0
2021-12-31,12-19,3182,6490,3420245,173068
2021-12-31,20-29,1669,17044,5249030,1019599
2021-12-31,30-39,2128,25933,5629678,1326748
2021-12-31,40-49,2184,44074,7260825,2412976
2021-12-31,50-59,1972,60529,8345643,3872099
2021-12-31,60-69,1181,46568,6767020,3872043
2021-12-31,70-79,595,36269,5538999,3682371
2021-12-31,80-89,257,8783,3504817,2771179
2021-12-31,90+,74,1699,801157,560941
2022-01-01,05-11,203,0,17867,0
2022-01-01,12-19,947,1690,3421192,174758
2022-01-01,20-29,378,6114,5249408,1025713
2022-01-01,30-39,484,8910,5630162,1335658
2022-01-01,40-49,579,12899,7261404,2425875
2022-01-01,50-59,490,16698,8346133,3888797
2022-01-01,60-69,235,10692,6767255,3882735
2022-01-01,70-79,124,6090,5539123,3688461
2022-01-01,80-89,35,1465,3504852,2772644
2022-01-01,90+,7,253,801164,561194
2022-01-02,05-11,2202,0,20069,0
2022-01-02,12-19,6825,9197,3428017,183955
2022-01-02,20-29,2492,35060,5251900,1060773
2022-01-02,30-39,3007,36388,5633169,1372046
2022-01-02,40-49,3151,51559,7264555,2477434
2022-01-02,50-59,2679,65208,8348812,3954005
2022-01-02,60-69,1418,43919,6768673,3926654
2022-01-02,70-79,591,27678,5539714,3716139
2022-01-02,80-89,273,6694,3505125,2779338
2022-01-02,90+,50,1012,801214,562206
2022-01-03,05-11,2625,0,22694,0
2022-01-03,12-19,12811,17287,3440828,201242
2022-01-03,20-29,6216,70604,5258116,1131377
2022-01-03,30-39,7037,65098,5640206,1437144
2022-01-03,40-49,6828,88240,7271383,2565674
2022-01-03,50-59,6057,110077,8354869,4064082
2022-01-03,60-69,3523,87629,6772196,4014283
2022-01-03,70-79,1764,62300,5541478,3778439
2022-01-03,80-89,684,15816,3505809,2795154
2022-01-03,90+,133,2948,801347,565154
2022-01-04,05-11,3085,0,25779,0
2022-01-04,12-19,11758,20082,3452586,221324
2022-01-04,20-29,6055,75697,5264171,1207074
2022-01-04,30-39,6815,69645,5647021,1506789
2022-01-04,40-49,6531,94480,7277914,2660154
2022-01-04,50-59,5756,119371,8360625,4183453
2022-01-04,60-69,3455,95922,6775651,4110205
2022-01-04,70-79,1787,72817,5543265,3851256
2022-01-04,80-89,763,19830,3506572,2814984
2022-01-04,90+,173,4215,801520,569369
2022-01-05,05-11,3482,0,29261,0
2022-01-05,12-19,10197,18989,3462783,240313
2022-01-05,20-29,5510,72744,5269681,1279818
2022-01-05,30-39,5719,70380,5652740,1577169
2022-01-05,40-49,5664,97729,7283578,2757883
2022-01-05,50-59,4977,119997,8365602,4303450
2022-01-05,60-69,2813,91103,6778464,4201308
2022-01-05,70-79,1441,66271,5544706,3917527
2022-01-05,80-89,602,19017,3507174,2834001
